name,coronaOccupancy,normalOccupancy,isolatedTeam
שיבא,,92.97468566894531,40
יוספטל,,47.69230651855469,14
שמיר,,61.27946090698242,27
וולפסון,,64.12884521484375,12
זיו צפת,,65.12968444824219,58
הלל יפה,,85.63106536865234,13
נהריה,,77.04010772705078,49
ברזילי,,74.16666412353516,27
פוריה,,56.90140914916992,14
סוראסקי,,98.0358657836914,39
בני ציון,,80.36951446533203,29
רבין ק. בילינסון,,92.09580993652344,50
סורוקה,,67.6802749633789,47
מאיר,,80.59126281738281,27
קפלן,,92.0577621459961,13
"רמב""ם",,92.16494750976562,92
הכרמל,,77.30061340332031,34
השרון ק. גולדה,,65.56016540527344,17
הדסה עין כרם,,101.9841232299805,139
הסקוטי,,84.21052551269531,16
המשפחה הקדושה,,,0
סנט ג'וזף,,,16
שערי צדק,,,77
אל מקאסד,,,0
לניאדו,,77.71587371826172,8
אוגוסטה ויקטוריה,,,15
מעייני הישועה,,92.01277923583984,6
אסותא אשדוד,,,14
שניידר,,,0
סנט וינסנט,,49.25373077392578,1
המרכזי בעמק,,68.79310607910156,107
