gender,age,period,count_verified,verified_percentage,count_dead,dead_percentage,count_breathe,breathe_percentage,count_severe,severe_percentage,count_hospitalized,hospitalized_percentage
זכר,0-9,3 חודשים,23309,4.9,0,0,2,0.5,9,0.4,381,3.8
זכר,0-9,שנה,366766,10.1,5,0.1,23,0.9,85,0.6,2200,5
זכר,0-9,6 חודשים,241106,9.8,2,0.1,16,1.1,53,0.7,1509,5.2
זכר,0-9,חודש אחרון,14534,4.9,0,0,2,0.8,4,0.2,279,3.9
זכר,0-9,מתחילת קורונה,436459,9.8,7,0.1,31,0.5,117,0.4,3097,3.7
נקבה,0-9,3 חודשים,20103,4.2,0,0,1,0.3,9,0.4,300,3
נקבה,0-9,שנה,299476,8.3,2,0,10,0.4,61,0.4,1800,4.1
נקבה,0-9,6 חודשים,184889,7.5,2,0.1,10,0.7,38,0.5,1229,4.3
נקבה,0-9,מתחילת קורונה,358556,8,5,0,17,0.3,80,0.3,2520,3
נקבה,0-9,חודש אחרון,12842,4.4,0,0,1,0.4,8,0.5,216,3
זכר,10-19,3 חודשים,21341,4.5,0,0,0,0,4,0.2,87,0.9
זכר,10-19,6 חודשים,213894,8.7,4,0.1,10,0.7,23,0.3,337,1.2
זכר,10-19,חודש אחרון,12309,4.2,0,0,0,0,3,0.2,64,0.9
זכר,10-19,שנה,337967,9.3,5,0.1,15,0.6,45,0.3,582,1.3
זכר,10-19,מתחילת קורונה,435824,9.7,7,0.1,24,0.4,81,0.3,1037,1.2
נקבה,10-19,מתחילת קורונה,424912,9.5,8,0.1,23,0.4,81,0.3,1188,1.4
נקבה,10-19,3 חודשים,22178,4.7,1,0.2,2,0.5,5,0.2,113,1.1
נקבה,10-19,6 חודשים,204151,8.3,3,0.1,8,0.5,15,0.2,382,1.3
נקבה,10-19,שנה,338285,9.3,4,0.1,15,0.6,36,0.3,668,1.5
נקבה,10-19,חודש אחרון,12969,4.4,0,0,0,0,4,0.2,81,1.1
זכר,20-29,3 חודשים,20824,4.4,0,0,3,0.8,7,0.3,117,1.2
זכר,20-29,6 חודשים,119756,4.9,2,0.1,13,0.9,35,0.4,381,1.3
זכר,20-29,שנה,191755,5.3,5,0.1,24,0.9,93,0.7,678,1.5
זכר,20-29,מתחילת קורונה,262991,5.9,24,0.2,57,0.9,245,0.8,1617,1.9
זכר,20-29,חודש אחרון,13519,4.6,0,0,3,1.3,1,0.1,79,1.1
נקבה,20-29,3 חודשים,29345,6.2,0,0,4,1,9,0.4,426,4.3
נקבה,20-29,6 חודשים,186910,7.6,5,0.2,13,0.9,27,0.3,1618,5.6
נקבה,20-29,שנה,289195,8,9,0.2,23,0.9,104,0.8,2786,6.3
נקבה,20-29,חודש אחרון,18272,6.2,0,0,4,1.7,9,0.5,287,4
נקבה,20-29,מתחילת קורונה,373572,8.3,22,0.2,60,1,279,0.9,5237,6.3
זכר,30-39,3 חודשים,26876,5.7,0,0,7,1.8,13,0.6,160,1.6
זכר,30-39,שנה,208733,5.8,24,0.5,50,1.9,225,1.6,995,2.3
זכר,30-39,6 חודשים,142759,5.8,9,0.3,28,1.9,60,0.8,506,1.8
זכר,30-39,מתחילת קורונה,261886,5.9,53,0.5,106,1.7,635,2.1,2295,2.7
זכר,30-39,חודש אחרון,16843,5.7,0,0,3,1.3,10,0.6,117,1.6
נקבה,30-39,3 חודשים,36993,7.8,2,0.4,7,1.8,12,0.5,446,4.5
נקבה,30-39,שנה,315931,8.7,16,0.3,38,1.5,223,1.6,2936,6.7
נקבה,30-39,6 חודשים,218348,8.8,7,0.3,17,1.1,64,0.8,1683,5.8
נקבה,30-39,חודש אחרון,22857,7.8,1,0.3,3,1.3,5,0.3,299,4.2
נקבה,30-39,מתחילת קורונה,379076,8.5,39,0.3,108,1.7,600,2,5308,6.3
זכר,40-49,3 חודשים,26327,5.5,2,0.4,11,2.8,31,1.3,213,2.1
זכר,40-49,6 חודשים,134240,5.4,17,0.6,44,2.9,138,1.8,656,2.3
זכר,40-49,שנה,191982,5.3,52,1.1,105,4.1,481,3.5,1371,3.1
זכר,40-49,מתחילת קורונה,236710,5.3,122,1.1,267,4.2,1422,4.6,3654,4.4
זכר,40-49,חודש אחרון,16199,5.5,2,0.7,7,2.9,22,1.3,154,2.2
נקבה,40-49,מתחילת קורונה,339938,7.6,78,0.7,141,2.2,978,3.2,3623,4.3
נקבה,40-49,3 חודשים,38548,8.1,3,0.6,7,1.8,19,0.8,210,2.1
נקבה,40-49,שנה,284911,7.9,23,0.5,52,2,344,2.5,1524,3.5
נקבה,40-49,6 חודשים,203111,8.2,11,0.4,18,1.2,86,1.1,736,2.5
נקבה,40-49,חודש אחרון,23643,8,2,0.7,3,1.3,14,0.8,147,2.1
זכר,50-59,מתחילת קורונה,164691,3.7,393,3.5,554,8.8,2268,7.4,5024,6
זכר,50-59,3 חודשים,23394,4.9,13,2.7,23,5.8,61,2.6,353,3.5
זכר,50-59,שנה,131512,3.6,140,2.9,193,7.5,748,5.4,1952,4.4
