period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,54133,27668,51.11
3_Month,0-9,190785,44386,23.26
6_Month,0-9,973070,438820,45.1
1_Year,0-9,1486210,649529,43.7
All,0-9,1706815,758560,44.44
1_Month,10-19,52163,25352,48.6
3_Month,10-19,200783,44078,21.95
6_Month,10-19,854663,430925,50.42
1_Year,10-19,1382662,654381,47.33
All,10-19,1625391,801031,49.28
1_Month,20-29,67781,31593,46.61
3_Month,20-29,266968,50620,18.96
6_Month,20-29,803813,314900,39.18
1_Year,20-29,1219937,471128,38.62
All,20-29,1463907,591608,40.41
1_Month,30-39,80833,39399,48.74
3_Month,30-39,265879,64372,24.21
6_Month,30-39,810943,368345,45.42
1_Year,30-39,1163030,512445,44.06
All,30-39,1363900,597411,43.8
1_Month,40-49,81146,39565,48.76
3_Month,40-49,256721,65319,25.44
6_Month,40-49,747828,344092,46.01
1_Year,40-49,1043201,467322,44.8
All,40-49,1211395,540626,44.63
1_Month,50-59,73768,36796,49.88
3_Month,50-59,231671,60818,26.25
6_Month,50-59,593954,248950,41.91
1_Year,50-59,811783,323807,39.89
All,50-59,946228,379694,40.13
1_Month,60-69,78058,39319,50.37
3_Month,60-69,218719,64849,29.65
6_Month,60-69,500929,192075,38.34
1_Year,60-69,672787,242966,36.11
All,60-69,778450,280672,36.06
1_Month,70-79,70384,34220,48.62
3_Month,70-79,163839,56363,34.4
6_Month,70-79,329770,125465,38.05
1_Year,70-79,434047,152458,35.12
All,70-79,501010,172668,34.46
1_Month,80-89,40318,14772,36.64
3_Month,80-89,69559,22935,32.97
6_Month,80-89,126218,49969,39.59
1_Year,80-89,168830,60465,35.81
All,80-89,211532,71263,33.69
1_Month,90+,12445,3619,29.08
3_Month,90+,18361,5437,29.61
6_Month,90+,29937,12335,41.2
1_Year,90+,40074,14975,37.37
All,90+,54775,18555,33.87
