date,amount,amountVirusDiagnosis,amountPersonTested,amountMagen,positiveAmount,positiveRate,positiveRatePCR,positiveRateAntigen
2021-02-01T00:00:00.000Z,93115,91475,89833,14968,8934,9.94,9.94,
2021-02-02T00:00:00.000Z,88866,87263,86201,13607,8018,9.3,9.3,
2021-02-03T00:00:00.000Z,86191,84734,84053,11802,7474,8.88,8.88,
2021-02-04T00:00:00.000Z,84650,83102,81961,10385,7268,8.86,8.86,
2021-02-05T00:00:00.000Z,84147,82844,81763,7901,6599,8.07,8.07,
2021-02-06T00:00:00.000Z,29034,28473,28208,162,2653,9.42,9.42,
2021-02-07T00:00:00.000Z,54012,52898,52319,3280,4605,8.8,8.8,
2021-02-08T00:00:00.000Z,91355,89667,88902,13628,7834,8.83,8.83,
2021-02-09T00:00:00.000Z,80942,79452,78603,11958,6161,7.85,7.85,
2021-02-10T00:00:00.000Z,77443,76031,75404,11517,5665,7.53,7.53,
2021-02-11T00:00:00.000Z,76740,75173,74505,8948,5073,6.81,6.81,
2021-02-12T00:00:00.000Z,67572,66314,64306,5281,4677,7.27,7.27,
2021-02-13T00:00:00.000Z,24927,24430,24213,226,1886,7.81,7.81,
2021-02-14T00:00:00.000Z,47472,46410,45795,3294,3490,7.62,7.62,
2021-02-15T00:00:00.000Z,70971,69587,68926,11325,5184,7.54,7.54,
2021-02-16T00:00:00.000Z,74167,72773,71441,12957,4579,6.42,6.42,
2021-02-17T00:00:00.000Z,64502,63305,62774,9436,4148,6.64,6.64,
2021-02-18T00:00:00.000Z,52221,51336,50729,6708,3348,6.58,6.58,
2021-02-19T00:00:00.000Z,62777,61834,61023,3594,3785,6.22,6.22,
2021-02-20T00:00:00.000Z,19608,19200,18630,325,1257,6.74,6.74,
2021-02-21T00:00:00.000Z,49983,49042,48416,3246,3103,6.43,6.43,
2021-02-22T00:00:00.000Z,69533,68204,67009,9117,4818,7.18,7.18,
2021-02-23T00:00:00.000Z,71825,70497,69480,13458,4436,6.39,6.39,
2021-02-24T00:00:00.000Z,74960,73699,72636,10770,4362,6.03,6.03,
2021-02-25T00:00:00.000Z,70306,69217,68192,7140,3817,5.6,5.6,
2021-02-26T00:00:00.000Z,65689,64801,64142,3798,3812,5.95,5.95,
2021-02-27T00:00:00.000Z,24383,24037,23607,461,1456,6.11,6.11,
2021-02-28T00:00:00.000Z,54383,53534,52596,3902,3060,5.76,5.76,
2021-03-01T00:00:00.000Z,89310,88020,87160,6816,4845,5.57,5.57,
2021-03-02T00:00:00.000Z,90514,89253,88195,13350,4396,4.99,4.99,
2021-03-03T00:00:00.000Z,93553,92343,91216,9344,4659,5.12,5.12,
2021-03-04T00:00:00.000Z,89980,88794,87195,10467,3663,4.2,4.2,
2021-03-05T00:00:00.000Z,100676,99531,98096,4271,3729,3.77,3.77,
2021-03-06T00:00:00.000Z,40977,40410,39849,158,1875,4.62,4.62,
2021-03-07T00:00:00.000Z,62338,61295,60387,5521,2365,3.92,3.92,
2021-03-08T00:00:00.000Z,94913,93531,92298,7322,3792,4.11,4.11,
2021-03-09T00:00:00.000Z,90531,89115,87582,12719,3118,3.57,3.57,
2021-03-10T00:00:00.000Z,94039,92750,91204,11049,2833,3.12,3.12,
2021-03-11T00:00:00.000Z,81709,80587,78877,9915,2544,3.24,3.24,
2021-03-12T00:00:00.000Z,83542,82457,81081,4971,2408,2.98,2.98,
2021-03-13T00:00:00.000Z,27130,26707,26364,119,780,2.99,2.99,
2021-03-14T00:00:00.000Z,56117,55049,54065,3766,1439,2.64,2.64,
2021-03-15T00:00:00.000Z,82896,81499,80355,10948,2119,2.65,2.65,
2021-03-16T00:00:00.000Z,69936,68775,67542,13107,1574,2.31,2.31,
2021-03-17T00:00:00.000Z,74659,73431,71792,13950,1545,2.15,2.15,
2021-03-18T00:00:00.000Z,61775,60810,59599,9580,1244,2.11,2.11,
2021-03-19T00:00:00.000Z,60469,59671,58042,3722,1079,1.87,1.87,
2021-03-20T00:00:00.000Z,19216,18841,18666,150,349,1.88,1.88,
2021-03-21T00:00:00.000Z,46226,45300,44668,6203,690,1.52,1.52,
2021-03-22T00:00:00.000Z,58169,57047,55897,9566,994,1.77,1.77,
2021-03-23T00:00:00.000Z,40079,39398,39076,4447,706,1.78,1.78,
2021-03-24T00:00:00.000Z,43011,42266,41670,5684,489,1.15,1.15,
2021-03-25T00:00:00.000Z,63015,62012,60933,8712,950,1.48,1.48,
2021-03-26T00:00:00.000Z,47677,47096,46160,2391,595,1.18,1.18,
2021-03-27T00:00:00.000Z,16888,16621,16372,49,269,1.47,1.47,
2021-03-28T00:00:00.000Z,11477,11270,11151,27,146,1.2,1.2,
2021-03-29T00:00:00.000Z,40584,39829,39248,7869,444,0.99,0.99,
2021-03-30T00:00:00.000Z,41703,40934,40351,8205,511,1.13,1.13,
2021-03-31T00:00:00.000Z,37974,37292,36748,8252,514,1.36,1.36,
2021-04-01T00:00:00.000Z,34018,33351,32795,6200,335,1.02,1.02,
2021-04-02T00:00:00.000Z,33342,32770,32327,968,419,1.3,1.3,
2021-04-03T00:00:00.000Z,12106,11867,11770,0,124,1.05,1.05,
2021-04-04T00:00:00.000Z,31721,30991,30669,5123,196,0.64,0.64,
2021-04-05T00:00:00.000Z,50374,49541,49016,12637,390,0.78,0.78,
2021-04-06T00:00:00.000Z,52094,51264,49780,18247,307,0.62,0.62,
2021-04-07T00:00:00.000Z,47157,46392,45369,15594,276,0.6,0.6,
2021-04-08T00:00:00.000Z,38113,37380,36664,7897,210,0.58,0.58,
2021-04-09T00:00:00.000Z,36048,35360,35008,247,225,0.65,0.65,
2021-04-10T00:00:00.000Z,11188,10965,10871,1,88,0.79,0.79,
2021-04-11T00:00:00.000Z,33689,33227,31569,10011,141,0.45,0.45,
2021-04-12T00:00:00.000Z,50871,50104,49243,12877,221,0.45,0.45,
2021-04-13T00:00:00.000Z,62973,62249,59296,18485,201,0.33,0.33,
2021-04-14T00:00:00.000Z,51476,50842,46784,13689,202,0.42,0.42,
2021-04-15T00:00:00.000Z,14218,13950,13824,579,97,0.69,0.69,
2021-04-16T00:00:00.000Z,30592,30201,29691,664,107,0.37,0.37,
2021-04-17T00:00:00.000Z,11182,11006,10857,53,101,0.81,0.81,
2021-04-18T00:00:00.000Z,34221,33634,31900,8104,211,0.66,0.66,
2021-04-19T00:00:00.000Z,46138,45558,43906,11690,150,0.33,0.33,
2021-04-20T00:00:00.000Z,46426,45868,42984,15139,174,0.41,0.41,
2021-04-21T00:00:00.000Z,41309,40884,38549,10553,125,0.31,0.31,
2021-04-22T00:00:00.000Z,31721,31352,31041,3837,165,0.53,0.53,
2021-04-23T00:00:00.000Z,35247,34917,34553,577,113,0.32,0.32,
2021-04-24T00:00:00.000Z,8759,8670,8582,49,38,0.42,0.42,
2021-04-25T00:00:00.000Z,28357,28068,27566,3093,84,0.3,0.3,
2021-04-26T00:00:00.000Z,36136,35776,35332,4627,104,0.29,0.29,
2021-04-27T00:00:00.000Z,31382,31044,30750,3709,125,0.4,0.4,
2021-04-28T00:00:00.000Z,34988,34729,34417,2870,112,0.32,0.32,
2021-04-29T00:00:00.000Z,31739,31493,31120,1512,105,0.33,0.33,
2021-04-30T00:00:00.000Z,35431,35209,34797,261,81,0.23,0.23,
2021-05-01T00:00:00.000Z,9168,9095,9018,1,16,0.17,0.17,
2021-05-02T00:00:00.000Z,25616,25374,24879,2229,62,0.24,0.24,
2021-05-03T00:00:00.000Z,33830,33483,32729,3591,94,0.28,0.28,
2021-05-04T00:00:00.000Z,33904,33659,33189,6066,68,0.2,0.2,
2021-05-05T00:00:00.000Z,34931,34725,33689,4387,78,0.22,0.22,
2021-05-06T00:00:00.000Z,28560,28370,27978,2793,56,0.2,0.2,
2021-05-07T00:00:00.000Z,32907,32740,32476,537,35,0.1,0.1,
2021-05-08T00:00:00.000Z,10397,10339,10238,0,18,0.16,0.16,
2021-05-09T00:00:00.000Z,23532,23399,23087,2403,34,0.14,0.14,
2021-05-10T00:00:00.000Z,35606,35335,34679,4950,77,0.21,0.21,
2021-05-11T00:00:00.000Z,31581,31373,30980,3803,44,0.13,0.13,
2021-05-12T00:00:00.000Z,28703,28521,28331,826,29,0.1,0.1,
2021-05-13T00:00:00.000Z,20936,20821,20638,1195,35,0.17,0.17,
2021-05-14T00:00:00.000Z,20244,20145,19853,118,29,0.14,0.14,
2021-05-15T00:00:00.000Z,5525,5478,5408,0,21,0.37,0.37,
2021-05-16T00:00:00.000Z,14803,14705,14622,145,39,0.26,0.26,
2021-05-17T00:00:00.000Z,8745,8676,8595,1,15,0.17,0.17,
2021-05-18T00:00:00.000Z,23852,23694,23288,5006,28,0.12,0.12,
2021-05-19T00:00:00.000Z,28412,28289,27976,5236,59,0.2,0.2,
2021-05-20T00:00:00.000Z,22053,21936,21556,2129,41,0.17,0.17,
2021-05-21T00:00:00.000Z,26956,26837,26595,144,23,0.08,0.08,
2021-05-22T00:00:00.000Z,6919,6889,6825,0,14,0.18,0.18,
2021-05-23T00:00:00.000Z,18413,18291,18067,1444,30,0.17,0.17,
2021-05-24T00:00:00.000Z,32278,32146,31754,4065,29,0.09,0.09,
2021-05-25T00:00:00.000Z,26691,26604,26394,3461,26,0.09,0.09,
2021-05-26T00:00:00.000Z,25946,25856,25544,2305,17,0.06,0.06,
2021-05-27T00:00:00.000Z,27746,27655,27450,3220,16,0.06,0.06,
2021-05-28T00:00:00.000Z,31827,31748,31394,447,18,0.06,0.06,
2021-05-29T00:00:00.000Z,9340,9318,9181,280,13,0.14,0.14,
2021-05-30T00:00:00.000Z,19784,19713,19498,1649,5,0.02,0.02,
2021-05-31T00:00:00.000Z,25476,25406,25090,3699,14,0.06,0.06,
2021-06-01T00:00:00.000Z,21752,21684,21420,3761,48,0.16,0.16,
2021-06-02T00:00:00.000Z,17247,17196,16901,1175,14,0.08,0.08,
2021-06-03T00:00:00.000Z,15809,15749,15557,1109,14,0.07,0.07,
2021-06-04T00:00:00.000Z,17991,17934,17827,2,31,0.17,0.17,
2021-06-05T00:00:00.000Z,7332,7311,7241,0,6,0.08,0.08,
2021-06-06T00:00:00.000Z,16043,15987,15848,1331,6,0.03,0.03,
2021-06-07T00:00:00.000Z,23017,22959,22776,1952,7,0.03,0.03,
2021-06-08T00:00:00.000Z,21243,21184,21014,3384,30,0.14,0.14,
2021-06-09T00:00:00.000Z,16941,16907,16759,1052,9,0.05,0.05,
2021-06-10T00:00:00.000Z,17682,17626,17542,955,19,0.1,0.1,
2021-06-11T00:00:00.000Z,17477,17451,17191,1,18,0.1,0.1,
2021-06-12T00:00:00.000Z,10420,10405,10365,0,5,0.05,0.05,
2021-06-13T00:00:00.000Z,18546,18518,18288,741,3,0.02,0.02,
2021-06-14T00:00:00.000Z,26332,26299,25696,3119,26,0.1,0.1,
2021-06-15T00:00:00.000Z,22505,22415,21980,3151,33,0.13,0.13,
2021-06-16T00:00:00.000Z,18422,18377,18075,1092,14,0.08,0.08,
2021-06-17T00:00:00.000Z,16598,16534,16053,1175,31,0.19,0.19,
2021-06-18T00:00:00.000Z,20294,20254,18986,1,35,0.18,0.18,
2021-06-19T00:00:00.000Z,12656,12637,12006,1,48,0.39,0.39,
2021-06-20T00:00:00.000Z,24684,24631,22410,1179,58,0.26,0.26,
2021-06-21T00:00:00.000Z,32420,32346,31313,1435,125,0.4,0.4,
2021-06-22T00:00:00.000Z,30968,30891,28619,3724,115,0.4,0.4,
2021-06-23T00:00:00.000Z,29804,29668,27846,3003,168,0.56,0.56,
2021-06-24T00:00:00.000Z,29988,29868,27690,1835,278,0.9,0.9,
2021-06-25T00:00:00.000Z,39879,39718,37898,372,255,0.65,0.65,
2021-06-26T00:00:00.000Z,21919,21839,20394,0,137,0.63,0.63,
2021-06-27T00:00:00.000Z,30385,30356,29075,2283,145,0.5,0.5,
2021-06-28T00:00:00.000Z,47673,47619,44727,5166,287,0.65,0.65,
2021-06-29T00:00:00.000Z,46950,46820,44525,4809,307,0.69,0.69,
2021-06-30T00:00:00.000Z,43920,43667,40630,5054,382,0.89,0.89,
2021-07-01T00:00:00.000Z,44600,44517,42888,4937,298,0.7,0.7,
2021-07-02T00:00:00.000Z,50000,49706,47390,3084,398,0.81,0.81,
2021-07-03T00:00:00.000Z,27155,27107,25599,121,190,0.74,0.74,
2021-07-04T00:00:00.000Z,36515,36434,33456,1669,357,1.06,1.06,
2021-07-05T00:00:00.000Z,53793,53694,51814,6921,507,0.97,0.97,
2021-07-06T00:00:00.000Z,60892,60644,56795,7038,560,0.98,0.98,
2021-07-07T00:00:00.000Z,54923,54755,52040,9415,533,1.02,1.02,
2021-07-08T00:00:00.000Z,52175,52029,49272,6635,479,0.96,0.96,
2021-07-09T00:00:00.000Z,61572,61415,59072,5445,552,0.92,0.92,
2021-07-10T00:00:00.000Z,34585,34498,32249,674,267,0.81,0.81,
2021-07-11T00:00:00.000Z,42468,42371,40505,3481,441,1.09,1.09,
2021-07-12T00:00:00.000Z,62208,62008,58931,8905,771,1.3,1.3,
2021-07-13T00:00:00.000Z,62226,62088,58627,8280,758,1.28,1.28,
2021-07-14T00:00:00.000Z,63091,62921,59266,9601,782,1.3,1.3,
2021-07-15T00:00:00.000Z,65779,65463,60064,8650,890,1.47,1.47,
2021-07-16T00:00:00.000Z,81970,81662,74887,8140,1159,1.53,1.53,
2021-07-17T00:00:00.000Z,33047,32921,30937,279,461,1.43,1.43,
2021-07-18T00:00:00.000Z,56703,56480,51880,2888,841,1.61,1.61,
2021-07-19T00:00:00.000Z,84398,84038,79833,7153,1414,1.76,1.76,
2021-07-20T00:00:00.000Z,90610,90327,84497,10454,1423,1.68,1.68,
2021-07-21T00:00:00.000Z,86172,85728,79820,11479,1420,1.73,1.73,
2021-07-22T00:00:00.000Z,78878,78570,74250,7444,1297,1.73,1.73,
2021-07-23T00:00:00.000Z,98252,97937,91115,6048,1443,1.58,1.58,
2021-07-24T00:00:00.000Z,60723,60487,56089,1185,973,1.73,1.73,
2021-07-25T00:00:00.000Z,77240,76724,68017,1278,1448,2.12,2.12,
2021-07-26T00:00:00.000Z,102785,102432,97209,10268,2145,2.2,2.2,
2021-07-27T00:00:00.000Z,106237,105629,100109,12666,2320,2.3,2.3,
2021-07-28T00:00:00.000Z,102953,102456,97509,9630,2231,2.26,2.26,
2021-07-29T00:00:00.000Z,102060,101658,95536,11723,2190,2.28,2.28,
2021-07-30T00:00:00.000Z,111324,110696,103821,8605,2493,2.38,2.38,
2021-07-31T00:00:00.000Z,73839,73438,69264,1291,2121,3.04,3.04,
2021-08-01T00:00:00.000Z,80664,80271,75147,3120,2138,2.83,2.83,
2021-08-02T00:00:00.000Z,113801,113306,107826,11371,3878,3.58,3.58,
2021-08-03T00:00:00.000Z,110670,110138,101068,14892,3329,3.28,3.28,
2021-08-04T00:00:00.000Z,117291,116754,109748,11488,3534,3.2,3.2,
2021-08-05T00:00:00.000Z,116109,115455,107593,15711,3925,3.61,3.61,
2021-08-06T00:00:00.000Z,116011,115203,107646,10398,3931,3.61,3.61,
2021-08-07T00:00:00.000Z,83868,83336,79595,2005,2960,3.69,3.69,
2021-08-08T00:00:00.000Z,92895,92274,84645,4276,3464,4.07,4.07,
2021-08-09T00:00:00.000Z,142078,141116,131960,11938,6410,4.83,4.83,
2021-08-10T00:00:00.000Z,132840,131968,125340,14418,5888,4.67,4.67,
2021-08-11T00:00:00.000Z,139704,138828,131589,17314,6066,4.58,4.58,
2021-08-12T00:00:00.000Z,129815,128833,123073,14216,6181,5,5,
2021-08-13T00:00:00.000Z,131064,130085,121876,10532,6000,4.9,4.9,
2021-08-14T00:00:00.000Z,83154,82422,79041,2679,4249,5.35,5.35,
2021-08-15T00:00:00.000Z,92700,91795,85621,4268,5204,6.07,6.07,
2021-08-16T00:00:00.000Z,152758,151619,142106,20042,8811,6.19,6.19,
2021-08-17T00:00:00.000Z,149335,148209,143369,16500,8013,5.57,5.57,
2021-08-18T00:00:00.000Z,151881,150756,145979,10201,8031,5.5,5.5,
2021-08-19T00:00:00.000Z,146491,145179,141818,642,7850,5.53,5.53,
2021-08-20T00:00:00.000Z,150614,149308,145441,569,7927,5.43,5.43,
2021-08-21T00:00:00.000Z,102455,101525,100115,159,5420,5.41,5.41,
2021-08-22T00:00:00.000Z,110970,109857,107532,160,6616,6.13,6.13,
2021-08-23T00:00:00.000Z,158490,157103,153047,832,10126,6.61,6.61,
2021-08-24T00:00:00.000Z,155614,154159,150850,1004,10093,6.69,6.69,
2021-08-25T00:00:00.000Z,148630,147103,140776,1864,9248,6.57,6.57,
2021-08-26T00:00:00.000Z,149465,147352,135476,9987,9135,6.73,6.73,
2021-08-27T00:00:00.000Z,140103,138393,131179,13130,8722,6.63,6.63,
2021-08-28T00:00:00.000Z,107446,105923,103419,1222,7347,7.04,7.04,
2021-08-29T00:00:00.000Z,91356,89980,87499,1224,6813,7.76,7.76,
2021-08-30T00:00:00.000Z,152067,150216,146123,14814,11154,7.63,7.63,
2021-08-31T00:00:00.000Z,162410,160228,155317,17318,10458,6.73,6.73,
2021-09-01T00:00:00.000Z,149450,147430,143133,13324,11306,7.89,7.89,
2021-09-02T00:00:00.000Z,141055,139059,134925,13667,11366,8.41,8.41,
2021-09-03T00:00:00.000Z,149806,147770,143789,8207,9924,6.89,6.89,
2021-09-04T00:00:00.000Z,90426,89199,87808,1518,5050,5.77,5.77,
2021-09-05T00:00:00.000Z,114518,112963,110386,3174,5861,5.31,5.31,
2021-09-06T00:00:00.000Z,187197,184962,179873,16977,10870,6.04,6.04,
2021-09-07T00:00:00.000Z,98106,96802,95164,3118,6871,7.21,7.21,
2021-09-08T00:00:00.000Z,63136,62356,60667,64,3323,5.47,5.47,
2021-09-09T00:00:00.000Z,136364,134674,127556,2043,7976,6.24,6.24,
2021-09-10T00:00:00.000Z,181234,178983,150771,19154,9892,6.56,6.56,
2021-09-11T00:00:00.000Z,166297,164148,156860,5832,10296,6.56,6.56,
2021-09-12T00:00:00.000Z,158523,156411,150558,1256,7834,5.19,5.19,
2021-09-13T00:00:00.000Z,189230,186357,179765,18520,10947,6.09,6.09,
2021-09-14T00:00:00.000Z,176512,173818,166539,18443,9874,5.92,5.92,
2021-09-15T00:00:00.000Z,159928,157474,150361,14467,8904,5.9,5.9,
2021-09-16T00:00:00.000Z,55116,54232,52083,1537,3289,6.31,6.31,
2021-09-17T00:00:00.000Z,94193,92676,89633,1249,5022,5.61,5.61,
2021-09-18T00:00:00.000Z,144267,141770,139271,1496,8646,6.19,6.19,
2021-09-19T00:00:00.000Z,133172,130555,126820,3988,6554,5.17,5.17,
2021-09-20T00:00:00.000Z,181608,178497,172924,15033,8827,5.11,5.11,
2021-09-21T00:00:00.000Z,109007,107009,103164,7821,4822,4.68,4.68,
2021-09-22T00:00:00.000Z,112807,110384,106836,5763,6022,5.64,5.64,
2021-09-23T00:00:00.000Z,132040,129323,124988,15936,6429,5.16,5.16,
2021-09-24T00:00:00.000Z,121353,118865,115948,6888,4983,4.3,4.3,
2021-09-25T00:00:00.000Z,69969,68357,66901,1296,2643,3.97,3.97,
2021-09-26T00:00:00.000Z,98147,95684,92030,5744,3851,4.21,4.21,
2021-09-27T00:00:00.000Z,143127,139727,135564,16156,5242,3.87,3.87,
2021-09-28T00:00:00.000Z,75227,73164,70879,4595,2420,3.44,3.44,
2021-09-29T00:00:00.000Z,106474,103511,100513,5587,3620,3.62,3.62,
2021-09-30T00:00:00.000Z,121200,118233,115258,19183,4377,3.81,3.81,
2021-10-01T00:00:00.000Z,120099,117526,114528,9061,3612,3.16,3.16,
2021-10-02T00:00:00.000Z,65143,63847,62837,284,1725,2.77,2.77,
2021-10-03T00:00:00.000Z,99677,97588,95331,7837,2685,2.83,2.83,
2021-10-04T00:00:00.000Z,127002,124224,120327,18886,3254,2.72,2.72,
2021-10-05T00:00:00.000Z,115587,113355,109514,22765,2542,2.33,2.33,
2021-10-06T00:00:00.000Z,109532,107635,104340,16727,2403,2.33,2.33,
2021-10-07T00:00:00.000Z,103791,101844,98760,16820,2109,2.15,2.15,
2021-10-08T00:00:00.000Z,105343,103190,100022,7868,2012,2.02,2.02,
2021-10-09T00:00:00.000Z,53565,52601,51898,208,1034,2,2,
2021-10-10T00:00:00.000Z,83050,81424,79414,9344,1491,1.88,1.88,
2021-10-11T00:00:00.000Z,122876,120604,117132,20010,2339,2,2,
2021-10-12T00:00:00.000Z,111779,109582,106991,26673,1796,1.7,1.7,
2021-10-13T00:00:00.000Z,106898,104942,101820,19570,1767,1.74,1.74,
2021-10-14T00:00:00.000Z,95695,93966,91149,16753,1341,1.48,1.48,
2021-10-15T00:00:00.000Z,102737,100917,98373,5405,1576,1.6,1.6,
2021-10-16T00:00:00.000Z,46866,46086,45087,1790,737,1.64,1.64,
2021-10-17T00:00:00.000Z,88869,87202,84136,12119,1220,1.45,1.45,
2021-10-18T00:00:00.000Z,111220,109333,105258,16127,1503,1.43,1.43,
2021-10-19T00:00:00.000Z,94326,92478,89075,14483,1143,1.29,1.29,
2021-10-20T00:00:00.000Z,103821,101893,97770,24220,1031,1.06,1.06,
2021-10-21T00:00:00.000Z,89678,88102,83958,18816,995,1.18,1.18,
2021-10-22T00:00:00.000Z,96714,94969,91079,4581,982,1.08,1.08,
2021-10-23T00:00:00.000Z,36764,36047,33971,1366,329,0.98,0.98,
2021-10-24T00:00:00.000Z,87320,85751,81970,11158,835,1.03,1.03,
2021-10-25T00:00:00.000Z,106431,104348,100147,24851,927,0.93,0.93,
2021-10-26T00:00:00.000Z,91901,89897,86624,20601,731,0.84,0.84,
2021-10-27T00:00:00.000Z,84777,83149,79604,19249,644,0.81,0.81,
2021-10-28T00:00:00.000Z,76852,75456,71683,18560,663,0.92,0.92,
2021-10-29T00:00:00.000Z,82471,81034,77835,5950,622,0.79,0.79,
2021-10-30T00:00:00.000Z,37983,37290,35644,1467,226,0.63,0.63,
2021-10-31T00:00:00.000Z,83929,82444,79236,16233,532,0.67,0.67,
2021-11-01T00:00:00.000Z,96172,94318,90170,23838,697,0.77,0.77,
2021-11-02T00:00:00.000Z,83170,81436,78225,19370,669,0.85,0.85,
2021-11-03T00:00:00.000Z,86477,84717,81385,24658,616,0.76,0.76,
2021-11-04T00:00:00.000Z,73847,72527,69289,20548,523,0.75,0.75,
2021-11-05T00:00:00.000Z,77544,76162,73340,3476,559,0.76,0.76,
2021-11-06T00:00:00.000Z,31075,30502,29152,1173,200,0.68,0.68,
2021-11-07T00:00:00.000Z,86068,84532,79722,17416,502,0.63,0.63,
2021-11-08T00:00:00.000Z,92911,91209,86953,23873,571,0.65,0.65,
2021-11-09T00:00:00.000Z,85595,83966,79959,21964,474,0.59,0.59,
2021-11-10T00:00:00.000Z,81470,80030,75573,23862,494,0.66,0.66,
2021-11-11T00:00:00.000Z,73280,72095,68910,20190,391,0.57,0.57,
2021-11-12T00:00:00.000Z,78782,77534,73462,5233,449,0.61,0.61,
2021-11-13T00:00:00.000Z,34446,33862,30911,1633,228,0.73,0.73,
2021-11-14T00:00:00.000Z,79227,77889,73737,16340,398,0.54,0.54,
2021-11-15T00:00:00.000Z,92130,90503,86009,25636,536,0.62,0.62,
2021-11-16T00:00:00.000Z,84775,83288,80436,24989,559,0.69,0.69,
2021-11-17T00:00:00.000Z,74916,73715,71268,22142,491,0.68,0.68,
2021-11-18T00:00:00.000Z,71550,70409,67217,23606,472,0.7,0.7,
2021-11-19T00:00:00.000Z,83412,82284,77322,5479,511,0.66,0.66,
2021-11-20T00:00:00.000Z,31779,31282,28842,3384,235,0.82,0.82,
2021-11-21T00:00:00.000Z,82586,81377,74404,20510,454,0.61,0.61,
2021-11-22T00:00:00.000Z,100304,98757,93817,27484,714,0.76,0.76,
2021-11-23T00:00:00.000Z,89406,87949,83110,24185,604,0.73,0.73,
2021-11-24T00:00:00.000Z,84487,83248,78606,22998,545,0.69,0.69,
2021-11-25T00:00:00.000Z,83957,82797,78530,23210,547,0.69,0.69,
2021-11-26T00:00:00.000Z,85183,84064,79686,4997,544,0.68,0.68,
2021-11-27T00:00:00.000Z,35167,34717,33013,2636,170,0.51,0.51,
2021-11-28T00:00:00.000Z,87138,85831,81175,19708,537,0.67,0.67,
2021-11-29T00:00:00.000Z,112333,110858,105635,27404,700,0.66,0.66,
2021-11-30T00:00:00.000Z,96477,95359,90734,22484,577,0.64,0.64,
2021-12-01T00:00:00.000Z,99040,97804,92820,20367,569,0.61,0.61,
2021-12-02T00:00:00.000Z,97548,96370,90861,21398,520,0.57,0.57,
2021-12-03T00:00:00.000Z,96783,95544,90427,5108,489,0.54,0.54,
2021-12-04T00:00:00.000Z,42413,41880,39697,2322,249,0.62,0.62,
2021-12-05T00:00:00.000Z,95682,94330,88372,12507,539,0.61,0.61,
2021-12-06T00:00:00.000Z,115088,113580,106784,24692,738,0.69,0.69,
2021-12-07T00:00:00.000Z,116117,114702,107130,30469,817,0.76,0.76,
2021-12-08T00:00:00.000Z,105540,104289,97658,23414,710,0.73,0.73,
2021-12-09T00:00:00.000Z,101326,100236,93144,28208,643,0.69,0.69,
2021-12-10T00:00:00.000Z,91652,90664,84811,7290,603,0.72,0.72,
2021-12-11T00:00:00.000Z,39200,38797,35948,2247,234,0.66,0.66,
2021-12-12T00:00:00.000Z,95477,94563,87190,19007,492,0.56,0.56,
2021-12-13T00:00:00.000Z,109644,108644,101182,29528,763,0.76,0.76,
2021-12-14T00:00:00.000Z,107481,106518,98546,26441,701,0.71,0.71,
2021-12-15T00:00:00.000Z,104901,104054,96009,26147,792,0.82,0.82,
2021-12-16T00:00:00.000Z,105652,104831,95897,26939,864,0.9,0.9,
2021-12-17T00:00:00.000Z,102544,101805,91974,8388,875,0.95,0.95,
2021-12-18T00:00:00.000Z,41002,40702,35637,1264,391,1.1,1.1,
2021-12-19T00:00:00.000Z,106546,105843,93987,20413,1032,1.09,1.09,
2021-12-20T00:00:00.000Z,116884,116086,104453,21549,1340,1.27,1.27,
2021-12-21T00:00:00.000Z,109084,108408,97023,26759,1204,1.24,1.24,
2021-12-22T00:00:00.000Z,111216,110479,98890,23491,1431,1.43,1.43,
2021-12-23T00:00:00.000Z,126598,125847,107155,30223,1526,1.41,1.41,
2021-12-24T00:00:00.000Z,115682,115018,99065,5081,1802,1.81,1.81,
2021-12-25T00:00:00.000Z,45157,44893,37808,346,815,2.13,2.13,
2021-12-26T00:00:00.000Z,115194,114552,94494,15864,1797,1.91,1.91,
2021-12-27T00:00:00.000Z,148050,147336,126926,21209,2976,2.34,2.34,
2021-12-28T00:00:00.000Z,152681,151969,129591,23256,3251,2.5,2.5,
2021-12-29T00:00:00.000Z,158139,157313,136637,18489,4067,2.98,2.98,
2021-12-30T00:00:00.000Z,176196,175199,159362,24048,5077,3.19,3.19,
2021-12-31T00:00:00.000Z,149869,148964,139329,9250,5503,3.94,3.94,
2022-01-01T00:00:00.000Z,95513,94912,92512,187,4231,4.57,4.57,
2022-01-02T00:00:00.000Z,145060,144171,136551,15490,6587,4.84,4.84,
2022-01-03T00:00:00.000Z,209195,208228,198232,31560,10932,5.53,5.53,
2022-01-04T00:00:00.000Z,202673,201673,190739,26751,12625,6.63,6.63,
2022-01-05T00:00:00.000Z,332400,330573,313399,28818,19189,5.94,7.78,2.23
2022-01-06T00:00:00.000Z,327394,324592,307490,31786,19581,6.22,7.89,2.65
2022-01-07T00:00:00.000Z,306706,303080,284185,24649,22647,7.75,8.78,4.98
2022-01-08T00:00:00.000Z,283504,279036,264745,4041,23510,8.65,10.42,6
2022-01-09T00:00:00.000Z,376426,370146,342879,19579,32099,9.09,11.62,6.62
2022-01-10T00:00:00.000Z,416455,408674,379604,48486,42453,10.92,13.44,7.83
2022-01-11T00:00:00.000Z,437221,428589,400812,45652,48713,11.85,15.09,8.52
