averageInfected,begin_date,end_date,isCurrentWeek
5426,2021-08-08T00:00:00.000Z,2021-08-14T00:00:00.000Z,False
7292,2021-08-15T00:00:00.000Z,2021-08-21T00:00:00.000Z,False
8608,2021-08-22T00:00:00.000Z,2021-08-28T00:00:00.000Z,False
9393,2021-08-29T00:00:00.000Z,2021-09-01T00:00:00.000Z,True
