CountBreath,CountDeath,CountEasyStatus,CountHardStatus,CountMediumStatus,Counthospitalized,Counthospitalized_without_release,StandardOccupancy,date,new_hospitalized,num_visits,patients_home,patients_hotel,total_beds
0,0,11,0,0,11,11,0.007628294036061026,2020-03-02T00:00:00.000Z,1,5632,-228,0,1442
0,0,10,0,0,10,10,0.006934812760055479,2020-03-03T00:00:00.000Z,0,7857,-225,0,1442
0,0,12,0,0,12,11,0.008321775312066574,2020-03-04T00:00:00.000Z,0,7012,-227,0,1442
0,0,12,1,0,13,13,0.009015256588072122,2020-03-05T00:00:00.000Z,1,7012,-227,0,1442
1,0,14,2,0,16,16,0.01109570041608877,2020-03-06T00:00:00.000Z,1,5177,-226,0,1442
2,0,17,3,0,20,20,0.01386962552011096,2020-03-07T00:00:00.000Z,1,4861,-226,0,1442
4,0,21,5,0,26,26,0.01803051317614424,2020-03-08T00:00:00.000Z,2,7330,-224,0,1442
5,0,33,6,0,39,39,0.02704576976421637,2020-03-09T00:00:00.000Z,7,6205,-233,0,1442
5,0,53,6,0,59,59,0.04091539528432733,2020-03-10T00:00:00.000Z,2,6021,-220,0,1442
6,0,73,7,1,81,81,0.05617198335644938,2020-03-11T00:00:00.000Z,10,5981,-222,0,1442
6,0,95,7,1,103,101,0.07142857142857142,2020-03-12T00:00:00.000Z,6,5983,-221,0,1442
6,0,112,7,4,123,122,0.08529819694868239,2020-03-13T00:00:00.000Z,10,4121,-207,0,1442
4,0,152,6,4,162,161,0.1123439667128988,2020-03-14T00:00:00.000Z,20,3692,-217,0,1442
6,0,187,9,6,202,200,0.1400832177531207,2020-03-15T00:00:00.000Z,37,5489,-218,0,1442
7,0,205,11,5,221,215,0.1532593619972261,2020-03-16T00:00:00.000Z,27,4759,-160,0,1442
7,0,238,12,6,256,256,0.1775312066574203,2020-03-17T00:00:00.000Z,46,4338,-111,0,1442
7,0,279,16,11,306,269,0.2122052704576976,2020-03-18T00:00:00.000Z,54,3920,-11,0,1442
12,0,263,21,11,295,264,0.2045769764216366,2020-03-19T00:00:00.000Z,31,4053,120,0,1442
12,1,252,23,14,289,251,0.2004160887656033,2020-03-20T00:00:00.000Z,30,3207,295,0,1442
15,0,229,27,21,277,274,0.1920943134535368,2020-03-21T00:00:00.000Z,35,2905,478,0,1442
22,0,255,37,32,324,305,0.2246879334257975,2020-03-22T00:00:00.000Z,54,4523,693,0,1442
24,0,274,42,36,352,323,0.2441054091539529,2020-03-23T00:00:00.000Z,58,4053,1014,0,1442
26,3,302,45,48,395,343,0.2739251040221914,2020-03-24T00:00:00.000Z,82,3963,1405,0,1442
28,1,311,49,53,413,397,0.2864077669902913,2020-03-25T00:00:00.000Z,81,3666,1763,0,1442
31,5,345,54,65,464,413,0.3217753120665742,2020-03-26T00:00:00.000Z,83,3925,2245,0,1442
37,2,381,65,69,515,469,0.3571428571428572,2020-03-27T00:00:00.000Z,110,3267,2609,0,1442
41,1,363,69,81,513,485,0.3557558945908461,2020-03-28T00:00:00.000Z,53,2834,3050,0,1442
50,3,377,79,88,544,516,0.377253814147018,2020-03-29T00:00:00.000Z,70,4289,3513,0,1442
54,1,427,87,105,619,570,0.4292649098474341,2020-03-30T00:00:00.000Z,121,3886,3967,0,1442
64,4,455,98,115,668,628,0.463245492371706,2020-03-31T00:00:00.000Z,111,4005,4573,0,1442
