coronaOccupancy,isolatedTeam,name,normalOccupancy
194,99,הדסה עין כרם,98.11066436767578
120,30,סוראסקי,89.41075897216797
113.99999999999999,44,שערי צדק,83.41522979736328
108,52,שיבא,91.45569610595703
92,36,שמיר (אסף הרופא),60.26935958862305
76,26,וולפסון,62.37188720703125
70,51,מאיר,71.97943115234375
68,42,קפלן,96.93141174316406
64,27,הלל יפה,71.26213836669922
60,38,סורוקה,69.15725708007812
56.00000000000001,16,המרכזי בעמק,80
54,49,ברזילי,64
52,19,מעייני הישועה,83.70606994628906
52,42,לניאדו,1.392757654190064
50,21,השרון ק. גולדה,59.75103759765625
50,73,רבין ק. בילינסון,83.3532943725586
48,43,"רמב""ם",82.2680435180664
42,7,בני ציון,69.28406524658203
42,12,אסותא אשדוד,
40,128,נהריה,68.04978942871094
34,19,זיו צפת,73.19884490966797
32,26,הכרמל,62.78118515014648
28.000000000000004,17,פוריה,58.30986022949219
20,54,הסקוטי,79.69924926757812
4,16,שניידר,93.67088317871094
0,0,אל מקאסד,
0,3,יוספטל,43.07692337036133
0,0,סנט ג'וזף,
0,0,עמל בשרון - רעננה,
0,0,"מר""ג דורות נתניה",
0,0,נאות התיכון,
0,0,מ.גריאטרי פרדס חנה,
0,23,המשפחה הקדושה,149.1666717529297
0,0,הסהר האדום,
0,23,הר הצופים,67.36111450195312
0,9,הצרפתי,67.91044616699219
0,4,אלישע,
0,2,אסותא באר שבע,
0,2,אסותא חיפה,
0,4,אסותא רמת החייל,
0,3,אסותא ראשון לציון,
