cityDesc,activeSickKids,activeSickKidsPerc,totalActiveSick,activeSickNormalized,cityScore,cityColour,totalPopulation
Afula,קטן מ-15,אין מידע,35,6.16,5.99,צהוב,56844
Akko,קטן מ-15,אין מידע,32,6.46,5.86,צהוב,49517
Ari'el,קטן מ-15,אין מידע,20,9.76,8.67,אדום,20488
Ashdod,32,13.68,234,10.34,7.18,כתום,226329
Ashqelon,51,19.69,259,17.69,7.71,אדום,146442
Azor,קטן מ-15,אין מידע,19,14.36,7.56,אדום,13228
Bat Yam,קטן מ-15,אין מידע,134,10.49,6.24,כתום,127772
Be'er Sheva,44,14.01,314,14.91,6.55,כתום,210624
Be'er Ya'aqov,קטן מ-15,אין מידע,24,8.33,8.24,אדום,28818
Bene Beraq,קטן מ-15,אין מידע,52,2.50,4.04,ירוק,208031
Bet Shemesh,קטן מ-15,אין מידע,22,1.66,4.4,ירוק,132210
Binyamina-Giv'at Ada,קטן מ-15,אין מידע,22,13.77,6.59,כתום,15971
Dimona,15,17.05,88,25.18,7.42,כתום,34954
Elat,קטן מ-15,אין מידע,28,5.33,7.21,כתום,52507
Gan Yavne,קטן מ-15,אין מידע,25,10.47,7.48,כתום,23887
Ganne Tiqwa,קטן מ-15,אין מידע,34,15.81,6.82,כתום,21508
Gedera,קטן מ-15,אין מידע,26,9.03,5.2,צהוב,28805
Giv'at Shemu'el,קטן מ-15,אין מידע,20,7.34,6.44,כתום,27236
Giv'atayim,קטן מ-15,אין מידע,80,13.14,7.3,כתום,60872
Hadera,קטן מ-15,אין מידע,143,14.45,6.52,כתום,98928
Haifa,32,8.56,374,13.12,6.04,כתום,284981
Harish,קטן מ-15,אין מידע,20,10.20,7.72,אדום,19608
Herzliyya,קטן מ-15,אין מידע,122,12.30,6.6,כתום,99208
Hod Hasharon,קטן מ-15,אין מידע,80,12.35,5.48,צהוב,64755
Holon,29,11.24,258,13.13,7.1,כתום,196510
Jerusalem,36,7.35,490,5.14,4.94,צהוב,952916
Karmi'el,קטן מ-15,אין מידע,70,15.15,9.17,אדום,46190
Kefar Sava,15,8.93,168,16.53,5.53,צהוב,101664
