gender,age,period,count_verified,verified_percentage,count_dead,dead_percentage,count_breathe,breathe_percentage,count_severe,severe_percentage,count_hospitalized,hospitalized_percentage
זכר,0-9,חודש אחרון,552,1.2,0,0,1,0.6,1,0.2,62,2.3
זכר,0-9,שנה,300576,9,5,0.1,21,1,66,0.6,1990,4.9
זכר,0-9,מתחילת קורונה,442863,9.4,8,0.1,35,0.5,125,0.4,3382,3.7
זכר,0-9,3 חודשים,1285,1.3,0,0,1,0.4,1,0.1,107,2.2
זכר,0-9,6 חודשים,18474,4,1,0.1,5,0.8,9,0.3,547,3.5
נקבה,0-9,חודש אחרון,506,1.1,0,0,1,0.6,0,0,38,1.4
נקבה,0-9,שנה,239252,7.1,2,0.1,11,0.5,42,0.4,1591,3.9
נקבה,0-9,מתחילת קורונה,364916,7.8,4,0,18,0.3,78,0.2,2719,2.9
נקבה,0-9,3 חודשים,1387,1.4,0,0,1,0.4,0,0,66,1.4
נקבה,0-9,6 חודשים,16490,3.5,0,0,2,0.3,9,0.3,399,2.6
זכר,10-19,שנה,291419,8.7,3,0.1,11,0.5,28,0.3,470,1.2
זכר,10-19,מתחילת קורונה,442098,9.4,6,0.1,25,0.4,81,0.2,1097,1.2
זכר,10-19,3 חודשים,2840,2.9,0,0,0,0,0,0,22,0.5
זכר,10-19,6 חודשים,16211,3.5,0,0,1,0.2,4,0.1,124,0.8
זכר,10-19,חודש אחרון,1455,3.1,0,0,0,0,0,0,9,0.3
נקבה,10-19,שנה,293013,8.7,2,0.1,9,0.4,20,0.2,507,1.2
נקבה,10-19,חודש אחרון,1920,4.1,0,0,0,0,1,0.2,15,0.6
נקבה,10-19,6 חודשים,18418,4,0,0,0,0,6,0.2,123,0.8
נקבה,10-19,מתחילת קורונה,434292,9.2,7,0.1,23,0.3,83,0.3,1245,1.3
נקבה,10-19,3 חודשים,4028,4.1,0,0,0,0,2,0.2,26,0.5
זכר,20-29,חודש אחרון,2069,4.5,1,0.7,1,0.6,3,0.5,22,0.8
זכר,20-29,שנה,172055,5.1,4,0.1,17,0.8,51,0.5,543,1.3
זכר,20-29,מתחילת קורונה,272709,5.8,26,0.2,61,0.9,254,0.8,1708,1.8
זכר,20-29,6 חודשים,20379,4.4,2,0.2,7,1.1,10,0.3,160,1
זכר,20-29,3 חודשים,3796,3.9,1,0.3,4,1.5,4,0.4,36,0.7
נקבה,20-29,שנה,264574,7.9,5,0.1,17,0.8,38,0.4,2267,5.6
נקבה,20-29,מתחילת קורונה,387561,8.2,22,0.2,64,1,285,0.9,5497,6
נקבה,20-29,חודש אחרון,3097,6.7,0,0,2,1.2,1,0.2,46,1.7
נקבה,20-29,3 חודשים,6167,6.3,0,0,2,0.8,3,0.3,97,2
נקבה,20-29,6 חודשים,28919,6.2,0,0,8,1.2,15,0.4,533,3.4
זכר,30-39,חודש אחרון,2366,5.1,0,0,2,1.2,5,0.9,35,1.3
זכר,30-39,שנה,191603,5.7,11,0.3,35,1.7,80,0.8,686,1.7
זכר,30-39,מתחילת קורונה,273777,5.8,53,0.4,109,1.6,647,2,2408,2.6
זכר,30-39,6 חודשים,25336,5.4,0,0,6,0.9,20,0.6,216,1.4
