section,female,male,period
0-9,"{'amount': 16490, 'percentage': 3.5}","{'amount': 18474, 'percentage': 4}",6 חודשים
0-9,"{'amount': 1387, 'percentage': 1.4}","{'amount': 1285, 'percentage': 1.3}",3 חודשים
0-9,"{'amount': 364916, 'percentage': 7.8}","{'amount': 442863, 'percentage': 9.4}",מתחילת קורונה
0-9,"{'amount': 239252, 'percentage': 7.1}","{'amount': 300576, 'percentage': 9}",שנה
0-9,"{'amount': 506, 'percentage': 1.1}","{'amount': 552, 'percentage': 1.2}",חודש אחרון
10-19,"{'amount': 4028, 'percentage': 4.1}","{'amount': 2840, 'percentage': 2.9}",3 חודשים
10-19,"{'amount': 434292, 'percentage': 9.2}","{'amount': 442098, 'percentage': 9.4}",מתחילת קורונה
10-19,"{'amount': 18418, 'percentage': 4}","{'amount': 16211, 'percentage': 3.5}",6 חודשים
10-19,"{'amount': 1920, 'percentage': 4.1}","{'amount': 1455, 'percentage': 3.1}",חודש אחרון
10-19,"{'amount': 293013, 'percentage': 8.7}","{'amount': 291419, 'percentage': 8.7}",שנה
20-29,"{'amount': 6167, 'percentage': 6.3}","{'amount': 3796, 'percentage': 3.9}",3 חודשים
20-29,"{'amount': 28919, 'percentage': 6.2}","{'amount': 20379, 'percentage': 4.4}",6 חודשים
20-29,"{'amount': 387561, 'percentage': 8.2}","{'amount': 272709, 'percentage': 5.8}",מתחילת קורונה
20-29,"{'amount': 3097, 'percentage': 6.7}","{'amount': 2069, 'percentage': 4.5}",חודש אחרון
20-29,"{'amount': 264574, 'percentage': 7.9}","{'amount': 172055, 'percentage': 5.1}",שנה
30-39,"{'amount': 6589, 'percentage': 6.8}","{'amount': 4519, 'percentage': 4.6}",3 חודשים
30-39,"{'amount': 34954, 'percentage': 7.5}","{'amount': 25336, 'percentage': 5.4}",6 חודשים
30-39,"{'amount': 395196, 'percentage': 8.4}","{'amount': 273777, 'percentage': 5.8}",מתחילת קורונה
30-39,"{'amount': 290545, 'percentage': 8.7}","{'amount': 191603, 'percentage': 5.7}",שנה
30-39,"{'amount': 3298, 'percentage': 7.1}","{'amount': 2366, 'percentage': 5.1}",חודש אחרון
40-49,"{'amount': 7907, 'percentage': 8.1}","{'amount': 4587, 'percentage': 4.7}",3 חודשים
40-49,"{'amount': 36834, 'percentage': 7.9}","{'amount': 24427, 'percentage': 5.2}",6 חודשים
40-49,"{'amount': 357653, 'percentage': 7.6}","{'amount': 248416, 'percentage': 5.3}",מתחילת קורונה
40-49,"{'amount': 272626, 'percentage': 8.1}","{'amount': 180261, 'percentage': 5.4}",שנה
40-49,"{'amount': 3909, 'percentage': 8.4}","{'amount': 2346, 'percentage': 5.1}",חודש אחרון
50-59,"{'amount': 8465, 'percentage': 8.7}","{'amount': 4759, 'percentage': 4.9}",3 חודשים
50-59,"{'amount': 254328, 'percentage': 5.4}","{'amount': 176120, 'percentage': 3.7}",מתחילת קורונה
50-59,"{'amount': 36949, 'percentage': 7.9}","{'amount': 22822, 'percentage': 4.9}",6 חודשים
50-59,"{'amount': 198645, 'percentage': 5.9}","{'amount': 129984, 'percentage': 3.9}",שנה
50-59,"{'amount': 4065, 'percentage': 8.8}","{'amount': 2357, 'percentage': 5.1}",חודש אחרון
60-69,"{'amount': 9058, 'percentage': 9.3}","{'amount': 6161, 'percentage': 6.3}",3 חודשים
60-69,"{'amount': 39332, 'percentage': 8.4}","{'amount': 27357, 'percentage': 5.9}",6 חודשים
60-69,"{'amount': 188064, 'percentage': 4}","{'amount': 139099, 'percentage': 3}",מתחילת קורונה
60-69,"{'amount': 4070, 'percentage': 8.8}","{'amount': 2836, 'percentage': 6.1}",חודש אחרון
60-69,"{'amount': 153903, 'percentage': 4.6}","{'amount': 108105, 'percentage': 3.2}",שנה
70-79,"{'amount': 8789, 'percentage': 9}","{'amount': 6935, 'percentage': 7.1}",3 חודשים
70-79,"{'amount': 116405, 'percentage': 2.5}","{'amount': 95504, 'percentage': 2}",מתחילת קורונה
70-79,"{'amount': 34815, 'percentage': 7.5}","{'amount': 27378, 'percentage': 5.9}",6 חודשים
70-79,"{'amount': 98910, 'percentage': 2.9}","{'amount': 79684, 'percentage': 2.4}",שנה
70-79,"{'amount': 3759, 'percentage': 8.1}","{'amount': 2973, 'percentage': 6.4}",חודש אחרון
80-89,"{'amount': 4695, 'percentage': 4.8}","{'amount': 3324, 'percentage': 3.4}",3 חודשים
80-89,"{'amount': 17160, 'percentage': 3.7}","{'amount': 12243, 'percentage': 2.6}",6 חודשים
80-89,"{'amount': 52523, 'percentage': 1.1}","{'amount': 38271, 'percentage': 0.8}",מתחילת קורונה
80-89,"{'amount': 2142, 'percentage': 4.6}","{'amount': 1534, 'percentage': 3.3}",חודש אחרון
80-89,"{'amount': 42579, 'percentage': 1.3}","{'amount': 31124, 'percentage': 0.9}",שנה
90+,"{'amount': 5060, 'percentage': 1.1}","{'amount': 2666, 'percentage': 0.6}",6 חודשים
90+,"{'amount': 1447, 'percentage': 1.5}","{'amount': 799, 'percentage': 0.8}",3 חודשים
90+,"{'amount': 15765, 'percentage': 0.3}","{'amount': 8304, 'percentage': 0.2}",מתחילת קורונה
90+,"{'amount': 714, 'percentage': 1.5}","{'amount': 406, 'percentage': 0.9}",חודש אחרון
90+,"{'amount': 12156, 'percentage': 0.4}","{'amount': 6549, 'percentage': 0.2}",שנה
