period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,105639,7742,7.33
3_Month,0-9,279126,68523,24.55
6_Month,0-9,1221017,503401,41.23
1_Year,0-9,1491396,625512,41.94
All,0-9,1699191,733531,43.17
1_Month,10-19,110287,7554,6.85
3_Month,10-19,299931,66796,22.27
6_Month,10-19,1143686,539902,47.21
1_Year,10-19,1391930,629825,45.25
All,10-19,1618677,775511,47.91
1_Month,20-29,160032,7054,4.41
3_Month,20-29,403151,68861,17.08
6_Month,20-29,985423,374156,37.97
1_Year,20-29,1224979,436587,35.64
All,20-29,1451091,558486,38.49
1_Month,30-39,150469,9465,6.29
3_Month,30-39,389144,80807,20.77
6_Month,30-39,957816,405734,42.36
1_Year,30-39,1167510,469471,40.21
All,30-39,1351949,555928,41.12
1_Month,40-49,141076,9644,6.84
3_Month,40-49,371111,77325,20.84
6_Month,40-49,874537,373649,42.73
1_Year,40-49,1045260,422789,40.45
All,40-49,1199620,497200,41.45
1_Month,50-59,128996,8560,6.64
3_Month,50-59,327372,61127,18.67
6_Month,50-59,675280,250978,37.17
1_Year,50-59,808330,278817,34.49
All,50-59,933246,336148,36.02
1_Month,60-69,116271,9032,7.77
3_Month,60-69,288103,51600,17.91
6_Month,60-69,555699,175722,31.62
1_Year,60-69,664177,193366,29.11
All,60-69,763041,231861,30.39
1_Month,70-79,77291,7507,9.71
3_Month,70-79,191476,35134,18.35
6_Month,70-79,348465,98191,28.18
1_Year,70-79,418489,107850,25.77
All,70-79,482645,128318,26.59
1_Month,80-89,30983,2743,8.85
3_Month,80-89,71519,12863,17.99
6_Month,80-89,129632,37496,28.92
1_Year,80-89,160324,42096,26.26
All,80-89,202108,53112,26.28
1_Month,90+,8641,624,7.22
3_Month,90+,17408,2980,17.12
6_Month,90+,30230,9504,31.44
1_Year,90+,37911,10705,28.24
All,90+,52118,14372,27.58
