name,score,governmentColor,sickTo10000,positiveTests,growthLastWeek,activeSick,color,date,firstDose,secondDose,thirdDose,activeSickTo1000
BETAR ILLIT,2.1,ירוק,0.3,0,-28, קטן מ-15 ,ירוק,2022-05-23T00:00:00.000Z,34.32,24.03,11.88,
KEFAR YONA,6.2,צהוב,23.0,8,36,47,כתום,2022-05-23T00:00:00.000Z,75.19,71.55,55.34,18.0
KABUL,2.7,ירוק,2.8,0,0, קטן מ-15 ,ירוק,2022-05-23T00:00:00.000Z,65.51,55.18,34.26,
PEQI'IN (BUQEI'A),4.9,צהוב,3.4,2,0, קטן מ-15 ,צהוב,2022-05-23T00:00:00.000Z,70.70,60.46,39.72,
FASSUTA,2,ירוק,0.0,0,0, קטן מ-15 ,ירוק,2022-05-23T00:00:00.000Z,78.41,71.60,50.99,
KARMI'EL,5.7,כתום,17.8,7,-23,78,צהוב,2022-05-23T00:00:00.000Z,80.07,76.11,60.54,16.9
QIRYAT ARBA,3.9,צהוב,2.7,4,0, קטן מ-15 ,ירוק,2022-05-23T00:00:00.000Z,62.37,55.19,39.68,
KOKHAV YA'AQOV,5.7,צהוב,4.5,8,0, קטן מ-15 ,צהוב,2022-05-23T00:00:00.000Z,39.34,30.73,18.66,
ZUR MOSHE,5.8,ירוק,21.1,9,0, קטן מ-15 ,צהוב,2022-05-23T00:00:00.000Z,70.49,67.74,54.57,
IKSAL,2.1,ירוק,2.0,1,0, קטן מ-15 ,ירוק,2022-05-23T00:00:00.000Z,67.43,58.57,32.51,
KAFAR MANDA,2.5,ירוק,1.5,0,0, קטן מ-15 ,ירוק,2022-05-23T00:00:00.000Z,61.89,52.09,26.10,
KAFAR MISR,3.8,ירוק,10.8,7,0, קטן מ-15 ,ירוק,2022-05-23T00:00:00.000Z,68.68,58.39,33.77,
YOQNE'AM ILLIT,5.6,צהוב,20.4,9,28,55,צהוב,2022-05-23T00:00:00.000Z,80.92,77.60,61.90,22.9
DEIR AL-ASAD,3.6,ירוק,6.3,3,0, קטן מ-15 ,ירוק,2022-05-23T00:00:00.000Z,70.64,59.16,37.09,
KAFAR KAMA,8.1,כתום,44.2,19,15, קטן מ-15 ,אדום,2022-05-23T00:00:00.000Z,74.06,70.20,55.45,
RAMAT YISHAY,4.1,צהוב,11.4,4,-37, קטן מ-15 ,ירוק,2022-05-23T00:00:00.000Z,84.36,81.83,66.82,
QIRYAT YAM,5.4,כתום,17.8,5,-23,59,צהוב,2022-05-23T00:00:00.000Z,77.69,74.00,58.41,15.0
HOD HASHARON,5.9,כתום,24.4,6,-3,135,צהוב,2022-05-23T00:00:00.000Z,83.24,80.35,65.41,20.8
BINYAMINA-GIV'AT ADA,6.3,כתום,36.3,11,26,41,כתום,2022-05-23T00:00:00.000Z,78.60,75.10,59.18,25.7
SHEIKH DANNUN,4,ירוק,13.6,2,0, קטן מ-15 ,ירוק,2022-05-23T00:00:00.000Z,65.60,57.73,32.77,
MA'ALE ADUMMIM,5.2,צהוב,10.8,5,-16,39,צהוב,2022-05-23T00:00:00.000Z,77.57,72.01,55.34,10.3
