instituteDesc,occupancy,gOccupancy,occupancyDate
רבין ק. השרון,54.4,62.2,2022-03-09T00:00:00.000Z
יוספטל,62.5,44.6,2022-03-09T00:00:00.000Z
וולפסון,66.8,76.1,2022-03-09T00:00:00.000Z
הכרמל,67.9,76.3,2022-03-09T00:00:00.000Z
סורוקה,70.9,79.3,2022-03-09T00:00:00.000Z
פוריה,71.8,73.2,2022-03-09T00:00:00.000Z
איכילוב,78.3,113.7,2022-03-09T00:00:00.000Z
המרכזי בעמק,81.3,72.1,2022-03-09T00:00:00.000Z
הדסה הר הצופים,86.1,96.5,2022-03-09T00:00:00.000Z
בני ציון,91.7,88,2022-03-09T00:00:00.000Z
שמיר,93.4,76.2,2022-03-09T00:00:00.000Z
ברזילי,93.8,86.1,2022-03-09T00:00:00.000Z
קפלן,96.7,90.3,2022-03-09T00:00:00.000Z
"רמב""ם",97.5,94.3,2022-03-09T00:00:00.000Z
נהריה,101.1,91,2022-03-09T00:00:00.000Z
מאיר,101,96.1,2022-03-09T00:00:00.000Z
לניאדו,101.3,86.6,2022-03-09T00:00:00.000Z
שיבא,107.5,111.5,2022-03-09T00:00:00.000Z
הלל יפה,111.6,97.1,2022-03-09T00:00:00.000Z
רבין ק. בילינסון,113.7,96.7,2022-03-09T00:00:00.000Z
זיו צפת,117.2,81.3,2022-03-09T00:00:00.000Z
אסותא אשדוד,122,113.7,2022-03-09T00:00:00.000Z
הדסה עין כרם,130.1,103.7,2022-03-09T00:00:00.000Z
