section,male,female,period
0-9,"{'amount': 348307, 'percentage': 10.9}","{'amount': 278779, 'percentage': 8.7}",שנה
0-9,"{'amount': 180356, 'percentage': 10.9}","{'amount': 133682, 'percentage': 8.1}",3 חודשים
0-9,"{'amount': 416810, 'percentage': 10.4}","{'amount': 336462, 'percentage': 8.4}",מתחילת קורונה
0-9,"{'amount': 279552, 'percentage': 10.3}","{'amount': 216148, 'percentage': 8}",6 חודשים
0-9,"{'amount': 15533, 'percentage': 6.9}","{'amount': 12023, 'percentage': 5.3}",חודש אחרון
10-19,"{'amount': 270019, 'percentage': 10}","{'amount': 265164, 'percentage': 9.8}",6 חודשים
10-19,"{'amount': 154420, 'percentage': 9.4}","{'amount': 143692, 'percentage': 8.7}",3 חודשים
10-19,"{'amount': 12024, 'percentage': 5.3}","{'amount': 11663, 'percentage': 5.2}",חודש אחרון
10-19,"{'amount': 320790, 'percentage': 10.1}","{'amount': 317021, 'percentage': 9.9}",שנה
10-19,"{'amount': 417277, 'percentage': 10.4}","{'amount': 401459, 'percentage': 10}",מתחילת קורונה
20-29,"{'amount': 172612, 'percentage': 5.4}","{'amount': 261175, 'percentage': 8.2}",שנה
20-29,"{'amount': 143728, 'percentage': 5.3}","{'amount': 223756, 'percentage': 8.3}",6 חודשים
20-29,"{'amount': 80555, 'percentage': 4.9}","{'amount': 126755, 'percentage': 7.7}",3 חודשים
20-29,"{'amount': 11828, 'percentage': 5.2}","{'amount': 16239, 'percentage': 7.2}",חודש אחרון
20-29,"{'amount': 243415, 'percentage': 6.1}","{'amount': 344741, 'percentage': 8.6}",מתחילת קורונה
30-39,"{'amount': 183724, 'percentage': 5.8}","{'amount': 281208, 'percentage': 8.8}",שנה
30-39,"{'amount': 96513, 'percentage': 5.9}","{'amount': 149501, 'percentage': 9.1}",3 חודשים
30-39,"{'amount': 155569, 'percentage': 5.8}","{'amount': 241392, 'percentage': 8.9}",6 חודשים
30-39,"{'amount': 15089, 'percentage': 6.7}","{'amount': 20251, 'percentage': 9}",חודש אחרון
30-39,"{'amount': 236427, 'percentage': 5.9}","{'amount': 343430, 'percentage': 8.5}",מתחילת קורונה
40-49,"{'amount': 167281, 'percentage': 5.3}","{'amount': 249160, 'percentage': 7.8}",שנה
40-49,"{'amount': 211327, 'percentage': 5.3}","{'amount': 303195, 'percentage': 7.5}",מתחילת קורונה
40-49,"{'amount': 144548, 'percentage': 5.3}","{'amount': 219916, 'percentage': 8.1}",6 חודשים
40-49,"{'amount': 90059, 'percentage': 5.5}","{'amount': 137422, 'percentage': 8.3}",3 חודשים
40-49,"{'amount': 13813, 'percentage': 6.1}","{'amount': 19599, 'percentage': 8.7}",חודש אחרון
50-59,"{'amount': 96526, 'percentage': 3.6}","{'amount': 145797, 'percentage': 5.4}",6 חודשים
50-59,"{'amount': 109260, 'percentage': 3.4}","{'amount': 162043, 'percentage': 5.1}",שנה
50-59,"{'amount': 60880, 'percentage': 3.7}","{'amount': 95030, 'percentage': 5.8}",3 חודשים
50-59,"{'amount': 10778, 'percentage': 4.8}","{'amount': 16922, 'percentage': 7.5}",חודש אחרון
50-59,"{'amount': 141957, 'percentage': 3.5}","{'amount': 200793, 'percentage': 5}",מתחילת קורונה
60-69,"{'amount': 76954, 'percentage': 2.4}","{'amount': 107848, 'percentage': 3.4}",שנה
60-69,"{'amount': 68773, 'percentage': 2.5}","{'amount': 97955, 'percentage': 3.6}",6 חודשים
60-69,"{'amount': 43283, 'percentage': 2.6}","{'amount': 64881, 'percentage': 3.9}",3 חודשים
60-69,"{'amount': 9989, 'percentage': 4.4}","{'amount': 14883, 'percentage': 6.6}",חודש אחרון
60-69,"{'amount': 99338, 'percentage': 2.5}","{'amount': 131592, 'percentage': 3.3}",מתחילת קורונה
70-79,"{'amount': 40487, 'percentage': 1.5}","{'amount': 50195, 'percentage': 1.9}",6 חודשים
70-79,"{'amount': 44893, 'percentage': 1.4}","{'amount': 55506, 'percentage': 1.7}",שנה
70-79,"{'amount': 26469, 'percentage': 1.6}","{'amount': 34066, 'percentage': 2.1}",3 חודשים
70-79,"{'amount': 7452, 'percentage': 3.3}","{'amount': 9451, 'percentage': 4.2}",חודש אחרון
70-79,"{'amount': 56031, 'percentage': 1.4}","{'amount': 67494, 'percentage': 1.7}",מתחילת קורונה
80-89,"{'amount': 16340, 'percentage': 0.5}","{'amount': 23158, 'percentage': 0.7}",שנה
80-89,"{'amount': 9673, 'percentage': 0.6}","{'amount': 14099, 'percentage': 0.9}",3 חודשים
80-89,"{'amount': 21346, 'percentage': 0.5}","{'amount': 30386, 'percentage': 0.8}",מתחילת קורונה
80-89,"{'amount': 14348, 'percentage': 0.5}","{'amount': 20476, 'percentage': 0.8}",6 חודשים
80-89,"{'amount': 2709, 'percentage': 1.2}","{'amount': 3703, 'percentage': 1.6}",חודש אחרון
90+,"{'amount': 2086, 'percentage': 0.1}","{'amount': 3933, 'percentage': 0.2}",3 חודשים
90+,"{'amount': 3482, 'percentage': 0.1}","{'amount': 6701, 'percentage': 0.2}",שנה
90+,"{'amount': 3052, 'percentage': 0.1}","{'amount': 5880, 'percentage': 0.2}",6 חודשים
90+,"{'amount': 551, 'percentage': 0.2}","{'amount': 981, 'percentage': 0.4}",חודש אחרון
90+,"{'amount': 4763, 'percentage': 0.1}","{'amount': 9487, 'percentage': 0.2}",מתחילת קורונה
