date,active_isolations,new_daily_isolations,new_isolations_return_abroad,new_isolations_contact_verified,new_isolations_other_reason
2021-08-15T00:00:00.000Z,90966,20097,15220,3813,1064
2021-08-16T00:00:00.000Z,94005,15166,11292,2997,877
2021-08-17T00:00:00.000Z,98095,13359,9443,3023,893
2021-08-18T00:00:00.000Z,100682,15652,10776,3786,1090
2021-08-19T00:00:00.000Z,103083,16611,13053,2585,973
2021-08-20T00:00:00.000Z,107511,15361,10816,3758,787
2021-08-21T00:00:00.000Z,107935,8798,6357,2064,377
2021-08-22T00:00:00.000Z,112346,17388,12653,3389,1346
2021-08-23T00:00:00.000Z,112771,17509,13297,3053,1159
2021-08-24T00:00:00.000Z,113326,14558,10305,3092,1161
2021-08-25T00:00:00.000Z,113276,16013,10926,3896,1191
2021-08-26T00:00:00.000Z,115195,19036,11899,6130,1007
2021-08-27T00:00:00.000Z,115542,14146,9332,3899,915
2021-08-28T00:00:00.000Z,112282,6891,5349,1169,373
2021-08-29T00:00:00.000Z,112906,17864,10317,5936,1611
2021-08-30T00:00:00.000Z,112845,17316,10245,5988,1083
2021-08-31T00:00:00.000Z,112834,15434,7506,6731,1197
2021-09-01T00:00:00.000Z,112220,14148,6573,6608,967
2021-09-02T00:00:00.000Z,114529,18160,8145,9088,927
2021-09-03T00:00:00.000Z,119284,17819,8467,8525,827
2021-09-04T00:00:00.000Z,121888,11003,3760,6563,680
2021-09-05T00:00:00.000Z,133605,27052,8996,16608,1448
2021-09-06T00:00:00.000Z,136871,17935,6078,10770,1087
2021-09-07T00:00:00.000Z,137692,14526,2524,11269,733
2021-09-08T00:00:00.000Z,137212,22031,3956,16956,1119
2021-09-09T00:00:00.000Z,149917,44233,19032,23752,1449
2021-09-10T00:00:00.000Z,151095,27244,13913,12496,835
2021-09-11T00:00:00.000Z,155445,20438,7991,11678,769
2021-09-12T00:00:00.000Z,146367,33740,12869,19595,1276
2021-09-13T00:00:00.000Z,156387,32900,11386,20570,944
2021-09-14T00:00:00.000Z,169377,32288,11804,19589,895
2021-09-15T00:00:00.000Z,163084,19144,6382,12236,526
2021-09-16T00:00:00.000Z,133378,4315,116,3958,241
2021-09-17T00:00:00.000Z,131417,23916,12497,10653,766
2021-09-18T00:00:00.000Z,136154,22163,10735,10887,541
2021-09-19T00:00:00.000Z,134663,36892,17657,18330,905
2021-09-20T00:00:00.000Z,137072,32044,15969,15508,567
2021-09-21T00:00:00.000Z,133480,22118,10159,11573,386
2021-09-22T00:00:00.000Z,138124,26400,14330,11476,594
2021-09-23T00:00:00.000Z,131151,31336,18380,12564,392
2021-09-24T00:00:00.000Z,124848,25020,16926,7826,268
2021-09-25T00:00:00.000Z,122780,20540,14107,6234,199
2021-09-26T00:00:00.000Z,129279,37756,25705,11648,403
2021-09-27T00:00:00.000Z,120746,35580,25733,9604,243
2021-09-28T00:00:00.000Z,107788,27632,19732,7708,192
2021-09-29T00:00:00.000Z,103776,29822,19875,9533,414
2021-09-30T00:00:00.000Z,104168,31325,21842,9278,205
2021-10-01T00:00:00.000Z,100579,22891,17305,5431,155
2021-10-02T00:00:00.000Z,100078,18969,12510,6286,173
2021-10-03T00:00:00.000Z,100309,26425,17921,8222,282
2021-10-04T00:00:00.000Z,101012,27206,17774,9212,220
2021-10-05T00:00:00.000Z,105656,24042,12946,10916,180
2021-10-06T00:00:00.000Z,107602,23180,12273,10727,180
2021-10-07T00:00:00.000Z,108744,27481,16481,10858,142
2021-10-08T00:00:00.000Z,106032,19621,13783,5725,113
2021-10-09T00:00:00.000Z,104922,12828,8262,4474,92
2021-10-10T00:00:00.000Z,112287,27126,15722,11269,135
2021-10-11T00:00:00.000Z,108204,23749,14828,8774,147
2021-10-12T00:00:00.000Z,106610,21501,10110,11253,138
2021-10-13T00:00:00.000Z,104778,20418,9748,10559,111
2021-10-14T00:00:00.000Z,102831,23547,13897,9588,62
2021-10-15T00:00:00.000Z,97047,18117,12314,5755,48
2021-10-16T00:00:00.000Z,98664,12783,8937,3788,58
2021-10-17T00:00:00.000Z,101897,26211,17073,9055,83
2021-10-18T00:00:00.000Z,97349,25234,16703,8450,81
2021-10-19T00:00:00.000Z,88245,18811,11728,7044,39
2021-10-20T00:00:00.000Z,89144,17300,10615,6619,66
2021-10-21T00:00:00.000Z,81667,22028,15120,6862,46
2021-10-22T00:00:00.000Z,79525,18313,14016,4277,20
2021-10-23T00:00:00.000Z,82263,11252,9596,1631,25
2021-10-24T00:00:00.000Z,79846,24561,18549,5963,49
2021-10-25T00:00:00.000Z,69742,22638,16717,5878,43
2021-10-26T00:00:00.000Z,64679,16083,11029,5022,32
2021-10-27T00:00:00.000Z,61511,15231,11083,4111,37
2021-10-28T00:00:00.000Z,60580,18433,14477,3927,29
2021-10-29T00:00:00.000Z,56682,16145,13281,2847,17
2021-10-30T00:00:00.000Z,55383,10877,9662,1198,17
2021-10-31T00:00:00.000Z,60944,24244,20000,4204,40
2021-11-01T00:00:00.000Z,55493,20647,17273,3340,34
2021-11-02T00:00:00.000Z,55056,16876,12880,3961,35
2021-11-03T00:00:00.000Z,54006,14334,10327,3980,27
2021-11-04T00:00:00.000Z,54920,18154,14809,3318,27
2021-11-05T00:00:00.000Z,51100,15181,13146,2013,22
2021-11-06T00:00:00.000Z,54424,12753,11488,1250,15
2021-11-07T00:00:00.000Z,55922,22385,18871,3486,28
2021-11-08T00:00:00.000Z,53502,21233,17709,3489,35
2021-11-09T00:00:00.000Z,48612,12883,10586,2272,25
2021-11-10T00:00:00.000Z,47656,13897,10315,3556,26
2021-11-11T00:00:00.000Z,48337,20209,16619,3565,25
2021-11-12T00:00:00.000Z,43825,15158,13047,2094,17
2021-11-13T00:00:00.000Z,41310,7374,6436,926,12
2021-11-14T00:00:00.000Z,46197,19352,16290,3031,31
2021-11-15T00:00:00.000Z,43964,21455,18286,3148,21
2021-11-16T00:00:00.000Z,40168,15395,12451,2924,20
2021-11-17T00:00:00.000Z,39433,15625,12073,3534,18
2021-11-18T00:00:00.000Z,43849,21681,17646,4012,23
2021-11-19T00:00:00.000Z,36518,16520,14565,1929,26
2021-11-20T00:00:00.000Z,41452,13923,12672,1233,18
2021-11-21T00:00:00.000Z,46310,24935,20460,4442,33
2021-11-22T00:00:00.000Z,44349,24229,20199,4000,30
2021-11-23T00:00:00.000Z,42970,18922,14717,4178,27
2021-11-24T00:00:00.000Z,42782,17419,13468,3932,19
2021-11-25T00:00:00.000Z,46420,23203,19361,3827,15
2021-11-26T00:00:00.000Z,42673,17279,15386,1877,16
2021-11-27T00:00:00.000Z,45059,12629,11599,1007,23
2021-11-28T00:00:00.000Z,54052,26147,21742,4352,53
2021-11-29T00:00:00.000Z,71194,21995,17180,4776,39
2021-11-30T00:00:00.000Z,69477,17366,13179,4152,35
2021-12-01T00:00:00.000Z,73322,15603,11894,3668,41
2021-12-02T00:00:00.000Z,76946,20929,17844,3054,31
2021-12-03T00:00:00.000Z,77700,16404,14793,1592,19
2021-12-04T00:00:00.000Z,79471,11844,10803,1010,31
2021-12-05T00:00:00.000Z,80158,24092,20497,3554,41
2021-12-06T00:00:00.000Z,84174,23653,19084,4524,45
2021-12-07T00:00:00.000Z,83154,18553,15194,3332,27
2021-12-08T00:00:00.000Z,79891,16354,12381,3942,31
2021-12-09T00:00:00.000Z,75086,18411,15159,3229,23
2021-12-10T00:00:00.000Z,72278,13319,11103,2193,23
2021-12-11T00:00:00.000Z,72142,9468,7957,1485,26
2021-12-12T00:00:00.000Z,69430,15289,13243,2010,36
2021-12-13T00:00:00.000Z,70880,18237,13486,4711,40
2021-12-14T00:00:00.000Z,71006,16485,11367,5089,29
2021-12-15T00:00:00.000Z,69684,15557,10646,4878,33
2021-12-16T00:00:00.000Z,71324,18119,13440,4639,40
2021-12-17T00:00:00.000Z,68286,9181,6250,2900,31
2021-12-18T00:00:00.000Z,68115,10187,8241,1915,31
2021-12-19T00:00:00.000Z,72619,20096,13874,6171,51
2021-12-20T00:00:00.000Z,77551,18905,11803,7042,60
2021-12-21T00:00:00.000Z,81519,17970,11605,6323,42
2021-12-22T00:00:00.000Z,78042,13938,6751,7101,86
2021-12-23T00:00:00.000Z,78926,19061,11234,7770,57
2021-12-24T00:00:00.000Z,79678,12376,7201,5072,103
2021-12-25T00:00:00.000Z,81019,6932,3177,3674,81
2021-12-26T00:00:00.000Z,84322,16381,7152,9071,158
2021-12-27T00:00:00.000Z,89014,17322,5704,11443,175
2021-12-28T00:00:00.000Z,92676,17390,5641,11556,193
2021-12-29T00:00:00.000Z,90302,15745,4482,11039,224
2021-12-30T00:00:00.000Z,88730,20143,6505,13164,474
2021-12-31T00:00:00.000Z,89990,12283,3727,7865,691
2022-01-01T00:00:00.000Z,91563,8794,2860,4853,1081
2022-01-02T00:00:00.000Z,99362,25080,8150,14911,2019
2022-01-03T00:00:00.000Z,97523,26385,7116,17203,2066
2022-01-04T00:00:00.000Z,100184,22646,5754,14605,2287
2022-01-05T00:00:00.000Z,106689,28220,5600,19855,2765
2022-01-06T00:00:00.000Z,105035,25801,6985,15747,3069
2022-01-07T00:00:00.000Z,99200,15746,5396,9271,1079
2022-01-08T00:00:00.000Z,106752,14269,4571,7937,1761
2022-01-09T00:00:00.000Z,114209,28780,7732,18664,2384
2022-01-10T00:00:00.000Z,119804,30032,6504,22776,752
2022-01-11T00:00:00.000Z,124066,27160,5012,21243,905
2022-01-12T00:00:00.000Z,132084,29876,5290,23416,1170
2022-01-13T00:00:00.000Z,137304,29933,7136,21654,1143
2022-01-14T00:00:00.000Z,139670,19426,5671,13014,741
2022-01-15T00:00:00.000Z,149722,20722,4299,15492,931
2022-01-16T00:00:00.000Z,156244,30990,8960,19897,2133
2022-01-17T00:00:00.000Z,163155,32253,7296,23604,1353
2022-01-18T00:00:00.000Z,168176,32780,5980,24098,2702
2022-01-19T00:00:00.000Z,165401,27437,6427,19048,1962
2022-01-20T00:00:00.000Z,155288,27597,9468,16791,1338
2022-01-21T00:00:00.000Z,152774,15791,6465,8707,619
2022-01-22T00:00:00.000Z,151241,11850,4812,6404,634
2022-01-23T00:00:00.000Z,152804,26761,9186,15901,1674
2022-01-24T00:00:00.000Z,148533,24769,8418,14467,1884
2022-01-25T00:00:00.000Z,142852,22279,6019,14353,1907
2022-01-26T00:00:00.000Z,138036,21816,6132,13823,1861
2022-01-27T00:00:00.000Z,122934,14350,9666,3527,1157
2022-01-28T00:00:00.000Z,109783,9061,7304,1264,493
2022-01-29T00:00:00.000Z,103637,6937,5032,1356,549
2022-01-30T00:00:00.000Z,96094,15422,10281,3542,1599
2022-01-31T00:00:00.000Z,86322,13317,8685,3150,1482
2022-02-01T00:00:00.000Z,79835,11224,7196,2802,1226
2022-02-02T00:00:00.000Z,74736,10553,6547,2723,1283
2022-02-03T00:00:00.000Z,69341,12536,9879,1768,889
2022-02-04T00:00:00.000Z,59919,8505,7455,654,396
2022-02-05T00:00:00.000Z,58942,7473,6111,830,532
2022-02-06T00:00:00.000Z,52969,14173,11481,1655,1037
2022-02-07T00:00:00.000Z,43493,13474,10925,1456,1093
2022-02-08T00:00:00.000Z,37393,10251,8240,1333,678
2022-02-09T00:00:00.000Z,36618,10931,8316,1856,759
2022-02-10T00:00:00.000Z,37795,13655,12243,880,532
2022-02-11T00:00:00.000Z,30492,10213,9457,485,271
2022-02-12T00:00:00.000Z,31600,9686,8902,509,275
2022-02-13T00:00:00.000Z,34176,16559,14905,1030,624
2022-02-14T00:00:00.000Z,32307,15755,14474,811,470
2022-02-15T00:00:00.000Z,30210,13380,12279,717,384
2022-02-16T00:00:00.000Z,29343,12150,11029,751,370
2022-02-17T00:00:00.000Z,32023,16040,15063,707,270
2022-02-18T00:00:00.000Z,28690,13257,12708,420,129
2022-02-19T00:00:00.000Z,27530,10756,10272,352,132
2022-02-20T00:00:00.000Z,32569,18499,17365,822,312
2022-02-21T00:00:00.000Z,29193,17765,16848,645,272
2022-02-22T00:00:00.000Z,27734,14352,13700,448,204
2022-02-23T00:00:00.000Z,27492,13762,13100,468,194
2022-02-24T00:00:00.000Z,29797,16506,15877,482,147
2022-02-25T00:00:00.000Z,27359,14442,14109,280,53
2022-02-26T00:00:00.000Z,27848,11628,11221,325,82
2022-02-27T00:00:00.000Z,30056,19124,18276,645,203
2022-02-28T00:00:00.000Z,20801,22176,21556,476,144
2022-03-01T00:00:00.000Z,17201,17179,16585,488,106
2022-03-02T00:00:00.000Z,17190,16984,16376,495,113
2022-03-03T00:00:00.000Z,22343,19523,18906,529,88
2022-03-04T00:00:00.000Z,17426,16542,16321,203,18
2022-03-05T00:00:00.000Z,16882,13021,12865,113,43
2022-03-06T00:00:00.000Z,22197,21469,20838,525,106
2022-03-07T00:00:00.000Z,19385,20643,20268,288,87
2022-03-08T00:00:00.000Z,17133,18775,18389,337,49
2022-03-09T00:00:00.000Z,17787,19153,18621,464,68
2022-03-10T00:00:00.000Z,18096,19442,18767,622,53
2022-03-11T00:00:00.000Z,11662,13823,13607,194,22
2022-03-12T00:00:00.000Z,13202,11071,10974,61,36
2022-03-13T00:00:00.000Z,17392,18128,17697,369,62
2022-03-14T00:00:00.000Z,16823,17592,17181,376,35
2022-03-15T00:00:00.000Z,13903,15770,15382,354,34
2022-03-16T00:00:00.000Z,13637,16156,15758,356,42
2022-03-17T00:00:00.000Z,13341,16115,15890,199,26
2022-03-18T00:00:00.000Z,11173,13763,13596,131,36
2022-03-19T00:00:00.000Z,13496,14610,14487,69,54
2022-03-20T00:00:00.000Z,17117,21078,20779,199,100
2022-03-21T00:00:00.000Z,15289,19409,19105,211,93
2022-03-22T00:00:00.000Z,12122,16310,15926,292,92
2022-03-23T00:00:00.000Z,13154,16733,16330,331,72
2022-03-24T00:00:00.000Z,16292,19333,18959,277,97
2022-03-25T00:00:00.000Z,13692,15707,15512,136,59
2022-03-26T00:00:00.000Z,13698,13577,13307,196,74
2022-03-27T00:00:00.000Z,19175,21275,20862,272,141
2022-03-28T00:00:00.000Z,16971,21209,20829,255,125
2022-03-29T00:00:00.000Z,15513,18069,17778,194,97
2022-03-30T00:00:00.000Z,11736,17698,17427,178,93
2022-03-31T00:00:00.000Z,13947,19486,19252,146,88
2022-04-01T00:00:00.000Z,9764,17161,16962,154,45
2022-04-02T00:00:00.000Z,11299,14246,14045,149,52
2022-04-03T00:00:00.000Z,15027,22338,21938,254,146
2022-04-04T00:00:00.000Z,12715,20632,20197,312,123
2022-04-05T00:00:00.000Z,11345,17096,16681,282,133
2022-04-06T00:00:00.000Z,12571,19101,18805,209,87
2022-04-07T00:00:00.000Z,13220,20430,20176,205,49
2022-04-08T00:00:00.000Z,10627,19891,19711,139,41
2022-04-09T00:00:00.000Z,11339,14386,14214,127,45
2022-04-10T00:00:00.000Z,15093,23261,23068,109,84
2022-04-11T00:00:00.000Z,14966,26214,25928,229,57
2022-04-12T00:00:00.000Z,15441,24760,24473,231,56
2022-04-13T00:00:00.000Z,15592,27470,27144,278,48
2022-04-14T00:00:00.000Z,18088,28757,28536,197,24
2022-04-15T00:00:00.000Z,12733,22822,22654,159,9
2022-04-16T00:00:00.000Z,9144,11717,11604,92,21
2022-04-17T00:00:00.000Z,12142,19249,19020,198,31
2022-04-18T00:00:00.000Z,15352,25103,24836,252,15
2022-04-19T00:00:00.000Z,15043,25548,25334,196,18
2022-04-20T00:00:00.000Z,19062,32245,32043,184,18
2022-04-21T00:00:00.000Z,26202,39266,39097,154,15
2022-04-22T00:00:00.000Z,16649,25371,25266,99,6
2022-04-23T00:00:00.000Z,17929,27482,27324,138,20
2022-04-24T00:00:00.000Z,28276,42211,41967,217,27
2022-04-25T00:00:00.000Z,21257,35187,34962,188,37
2022-04-26T00:00:00.000Z,15931,27242,26946,254,42
2022-04-27T00:00:00.000Z,15356,27342,27062,257,23
2022-04-28T00:00:00.000Z,18699,30443,30227,189,27
2022-04-29T00:00:00.000Z,20745,24867,24639,207,21
2022-04-30T00:00:00.000Z,16852,17179,17017,139,23
2022-05-01T00:00:00.000Z,26288,27087,26800,243,44
2022-05-02T00:00:00.000Z,18792,26821,26584,198,39
2022-05-03T00:00:00.000Z,13772,22586,22369,192,25
2022-05-04T00:00:00.000Z,11671,22523,22395,107,21
2022-05-05T00:00:00.000Z,15191,29444,29346,83,15
2022-05-06T00:00:00.000Z,16850,29370,29253,98,19
2022-05-07T00:00:00.000Z,18892,28302,28179,104,19
2022-05-08T00:00:00.000Z,8368,22026,21838,162,26
2022-05-09T00:00:00.000Z,9468,7625,7589,36,0
2022-05-10T00:00:00.000Z,14415,22279,21937,274,68
2022-05-11T00:00:00.000Z,12860,23075,22973,75,27
2022-05-12T00:00:00.000Z,22219,25694,25623,57,14
2022-05-13T00:00:00.000Z,13525,22316,22263,43,10
2022-05-14T00:00:00.000Z,10031,16495,16439,39,17
2022-05-15T00:00:00.000Z,16547,28828,28749,50,29
2022-05-16T00:00:00.000Z,13677,27048,26984,41,23
2022-05-17T00:00:00.000Z,12176,22792,22740,33,19
2022-05-18T00:00:00.000Z,13546,22484,22438,37,9
2022-05-19T00:00:00.000Z,12791,24754,24723,20,11
2022-05-20T00:00:00.000Z,10530,22404,22379,16,9
2022-05-21T00:00:00.000Z,1732,843,817,6,20
2022-05-22T00:00:00.000Z,433,138,108,6,24
2022-05-23T00:00:00.000Z,192,7,2,2,3
2022-05-24T00:00:00.000Z,204,24,1,0,23
2022-05-25T00:00:00.000Z,194,8,0,0,8
