name,coronaOccupancy,normalOccupancy,isolatedTeam
שיבא,,86.96202850341797,14
יוספטל,,49.23077011108398,1
שמיר,,50.95398330688477,4
וולפסון,,55.78330993652344,10
זיו צפת,,63.40057754516602,8
הלל יפה,,67.57281494140625,5
נהריה,,63.76210403442383,13
ברזילי,,62.16666793823242,8
פוריה,,53.52112579345703,10
סוראסקי,,83.51836395263672,14
בני ציון,,67.89838409423828,22
רבין ק. בילינסון,,82.39521026611328,12
סורוקה,,64.11815643310547,1
מאיר,,68.38046264648438,18
קפלן,,81.04692840576172,4
"רמב""ם",,79.69071960449219,13
הכרמל,,59.9182014465332,0
השרון ק. גולדה,,41.90871429443359,8
הדסה עין כרם,,93.1174087524414,30
הסקוטי,,102.2556381225586,4
המשפחה הקדושה,,,0
סנט ג'וזף,,,1
שערי צדק,,85.01228332519531,17
אל מקאסד,,,0
לניאדו,,73.2590560913086,4
אוגוסטה ויקטוריה,,,0
מעייני הישועה,,83.06709289550781,7
אסותא אשדוד,,,5
שניידר,,,0
סנט וינסנט,,58.20895385742188,5
המרכזי בעמק,,65.3448257446289,26
