gender,age,period,count_verified,verified_percentage,count_dead,dead_percentage,count_breathe,breathe_percentage,count_severe,severe_percentage,count_hospitalized,hospitalized_percentage
זכר,0-9,3 חודשים,19683,4.7,0,0,5,1.1,8,0.3,470,4
זכר,0-9,שנה,324177,9.5,4,0.1,23,1,77,0.7,2107,5.1
זכר,0-9,6 חודשים,46681,5.4,0,0,6,0.8,21,0.5,703,4.1
זכר,0-9,חודש אחרון,921,3.1,0,0,1,0.7,0,0,59,3.2
זכר,0-9,מתחילת קורונה,441697,9.6,7,0.1,34,0.5,124,0.4,3281,3.7
נקבה,0-9,שנה,261261,7.7,2,0,10,0.4,52,0.4,1693,4.1
נקבה,0-9,מתחילת קורונה,363078,7.9,5,0,17,0.3,78,0.2,2656,3
נקבה,0-9,חודש אחרון,1133,3.8,0,0,0,0,1,0.3,43,2.4
נקבה,0-9,3 חודשים,17346,4.1,0,0,1,0.2,9,0.3,352,3
נקבה,0-9,6 חודשים,39295,4.5,0,0,3,0.4,12,0.3,549,3.2
זכר,10-19,3 חודשים,16081,3.8,0,0,1,0.2,4,0.1,105,0.9
זכר,10-19,שנה,305634,9,5,0.1,16,0.7,38,0.3,535,1.3
זכר,10-19,6 חודשים,40352,4.6,0,0,1,0.1,5,0.1,151,0.9
זכר,10-19,חודש אחרון,967,3.2,0,0,1,0.7,0,0,13,0.7
זכר,10-19,מתחילת קורונה,439340,9.6,7,0.1,25,0.4,82,0.3,1080,1.2
נקבה,10-19,3 חודשים,17292,4.1,0,0,0,0,4,0.1,115,1
נקבה,10-19,6 חודשים,42295,4.9,1,0.1,2,0.3,8,0.2,176,1
נקבה,10-19,שנה,306980,9,4,0.1,13,0.6,27,0.2,581,1.4
נקבה,10-19,חודש אחרון,1376,4.6,0,0,0,0,0,0,14,0.8
נקבה,10-19,מתחילת קורונה,429581,9.3,8,0.1,23,0.4,81,0.3,1218,1.4
זכר,20-29,שנה,174479,5.1,5,0.1,22,0.9,70,0.6,613,1.5
זכר,20-29,6 חודשים,41676,4.8,2,0.2,6,0.8,13,0.3,214,1.2
זכר,20-29,מתחילת קורונה,268710,5.8,25,0.2,57,0.9,251,0.8,1671,1.9
זכר,20-29,חודש אחרון,1041,3.5,0,0,1,0.7,3,0.8,23,1.3
זכר,20-29,3 חודשים,18931,4.5,1,0.1,3,0.7,7,0.3,133,1.1
נקבה,20-29,3 חודשים,25966,6.2,0,0,6,1.3,14,0.5,473,4.1
נקבה,20-29,6 חודשים,59567,6.8,0,0,6,0.8,16,0.4,738,4.3
נקבה,20-29,שנה,268440,7.9,7,0.2,22,0.9,80,0.7,2572,6.2
נקבה,20-29,מתחילת קורונה,381056,8.3,22,0.2,62,1,284,0.9,5411,6.2
נקבה,20-29,חודש אחרון,1670,5.6,0,0,1,0.7,4,1.1,45,2.5
זכר,30-39,6 חודשים,51807,5.9,2,0.2,13,1.7,27,0.7,288,1.7
זכר,30-39,מתחילת קורונה,268873,5.8,53,0.5,106,1.6,643,2,2357,2.7
זכר,30-39,חודש אחרון,1299,4.3,0,0,1,0.7,3,0.8,18,1
זכר,30-39,3 חודשים,23495,5.6,0,0,3,0.7,14,0.5,175,1.5
זכר,30-39,שנה,193969,5.7,16,0.4,40,1.7,155,1.3,825,2
נקבה,30-39,3 חודשים,32325,7.7,2,0.3,9,2,9,0.3,487,4.2
נקבה,30-39,שנה,296227,8.7,13,0.3,38,1.6,151,1.3,2590,6.3
נקבה,30-39,6 חודשים,71280,8.2,4,0.3,17,2.2,24,0.6,795,4.6
נקבה,30-39,חודש אחרון,2138,7.1,0,0,2,1.5,2,0.6,52,2.9
נקבה,30-39,מתחילת קורונה,388302,8.4,40,0.3,113,1.7,600,1.9,5486,6.2
זכר,40-49,שנה,181219,5.3,46,1.1,90,3.8,321,2.7,1103,2.7
זכר,40-49,6 חודשים,49322,5.7,6,0.5,15,1.9,46,1.1,351,2
זכר,40-49,מתחילת קורונה,243476,5.3,125,1.1,270,4.2,1433,4.5,3735,4.2
זכר,40-49,חודש אחרון,1418,4.7,1,0.9,3,2.2,1,0.3,29,1.6
זכר,40-49,3 חודשים,22662,5.4,5,0.7,9,2,30,1.1,234,2
נקבה,40-49,3 חודשים,33192,7.9,4,0.5,6,1.3,22,0.8,233,2
נקבה,40-49,6 חודשים,71941,8.3,6,0.5,11,1.4,32,0.8,373,2.2
נקבה,40-49,חודש אחרון,2366,7.9,1,0.9,1,0.7,2,0.6,30,1.7
נקבה,40-49,מתחילת קורונה,349298,7.6,80,0.7,143,2.2,983,3.1,3699,4.2
נקבה,40-49,שנה,272215,8,25,0.6,45,1.9,236,2,1260,3.1
זכר,50-59,3 חודשים,20477,4.9,11,1.4,22,4.9,75,2.7,392,3.4
זכר,50-59,6 חודשים,42113,4.8,25,2.1,47,6,116,2.9,629,3.6
זכר,50-59,חודש אחרון,1352,4.5,2,1.9,10,7.4,6,1.7,64,3.5
זכר,50-59,מתחילת קורונה,170933,3.7,400,3.4,567,8.7,2301,7.2,5170,5.9
זכר,50-59,שנה,127578,3.7,124,3,181,7.7,563,4.8,1707,4.1
נקבה,50-59,3 חודשים,32320,7.7,6,0.8,13,2.9,55,2,297,2.6
נקבה,50-59,שנה,193568,5.7,65,1.6,100,4.3,408,3.5,1366,3.3
נקבה,50-59,6 חודשים,66350,7.6,10,0.8,21,2.7,85,2.1,454,2.6
נקבה,50-59,חודש אחרון,2452,8.2,3,2.8,6,4.4,8,2.2,55,3
נקבה,50-59,מתחילת קורונה,245514,5.3,205,1.8,268,4.1,1625,5.1,4120,4.7
זכר,60-69,שנה,103028,3,305,7.3,301,12.9,1039,8.8,2912,7.1
זכר,60-69,6 חודשים,44529,5.1,62,5.2,111,14.2,327,8,1253,7.3
זכר,60-69,מתחילת קורונה,132412,2.9,1041,8.9,993,15.3,3494,11,7242,8.2
זכר,60-69,חודש אחרון,1733,5.8,5,4.7,26,19.3,29,8.1,142,7.8
זכר,60-69,3 חודשים,23771,5.7,43,5.6,65,14.5,224,8,824,7.1
נקבה,60-69,3 חודשים,34176,8.2,16,2.1,27,6,139,5,624,5.4
נקבה,60-69,6 חודשים,65569,7.5,35,2.9,52,6.7,212,5.2,958,5.6
נקבה,60-69,חודש אחרון,2820,9.4,5,4.7,11,8.1,20,5.6,107,5.9
נקבה,60-69,מתחילת קורונה,178681,3.9,574,4.9,528,8.1,2359,7.4,5357,6.1
נקבה,60-69,שנה,146771,4.3,194,4.7,184,7.9,746,6.3,2209,5.4
זכר,70-79,3 חודשים,22839,5.4,98,12.8,77,17.1,407,14.6,1423,12.3
זכר,70-79,6 חודשים,40457,4.6,168,14,144,18.5,597,14.7,2087,12.1
זכר,70-79,שנה,72992,2.1,551,13.3,364,15.5,1556,13.2,4148,10.1
זכר,70-79,חודש אחרון,1966,6.6,12,11.3,14,10.4,62,17.2,261,14.4
זכר,70-79,מתחילת קורונה,87978,1.9,1750,15,1104,17,4087,12.9,8309,9.4
נקבה,70-79,3 חודשים,29159,7,65,8.5,52,11.6,308,11.1,1142,9.8
נקבה,70-79,שנה,90818,2.7,408,9.8,251,10.7,1238,10.5,3413,8.3
נקבה,70-79,6 חודשים,51258,5.9,106,8.9,83,10.7,434,10.7,1660,9.6
נקבה,70-79,חודש אחרון,2732,9.1,5,4.7,14,10.4,39,10.8,189,10.4
נקבה,70-79,מתחילת קורונה,107260,2.3,1111,9.5,632,9.7,3097,9.7,6753,7.7
זכר,80-89,שנה,27859,0.8,738,17.8,269,11.5,1649,14,3968,9.6
זכר,80-89,מתחילת קורונה,34631,0.8,2058,17.6,704,10.8,3540,11.1,7012,8
זכר,80-89,חודש אחרון,808,2.7,22,20.8,21,15.6,65,18.1,240,13.2
זכר,80-89,3 חודשים,9798,2.3,145,18.9,63,14,478,17.2,1412,12.2
זכר,80-89,6 חודשים,16251,1.9,218,18.2,107,13.7,679,16.7,2015,11.7
נקבה,80-89,3 חודשים,13719,3.3,136,17.7,49,10.9,462,16.6,1487,12.8
נקבה,80-89,6 חודשים,21875,2.5,200,16.7,72,9.2,663,16.3,2109,12.2
נקבה,80-89,שנה,38275,1.1,716,17.2,224,9.6,1705,14.5,4223,10.2
נקבה,80-89,חודש אחרון,1207,4,20,18.9,15,11.1,58,16.1,243,13.4
נקבה,80-89,מתחילת קורונה,47714,1,1891,16.2,525,8.1,3631,11.4,7577,8.6
זכר,90+,3 חודשים,2004,0.5,107,13.9,17,3.8,196,7,485,4.2
זכר,90+,שנה,5745,0.2,419,10.1,72,3.1,675,5.7,1408,3.4
זכר,90+,6 חודשים,3189,0.4,162,13.5,30,3.9,304,7.5,711,4.1
