CountBreath,CountDeath,CountEasyStatus,CountHardStatus,CountMediumStatus,Counthospitalized,Counthospitalized_without_release,StandardOccupancy,date,new_hospitalized,num_visits,patients_home,patients_hotel,total_beds
0,0,11,0,0,11,11,0.00864100549882168,2020-03-02T00:00:00.000Z,1,5632,-183,0,1273
0,0,10,0,0,10,10,0.007855459544383346,2020-03-03T00:00:00.000Z,0,7857,-180,0,1273
0,0,12,0,0,12,11,0.009426551453260016,2020-03-04T00:00:00.000Z,0,7012,-182,0,1273
0,0,12,1,0,13,13,0.01021209740769835,2020-03-05T00:00:00.000Z,1,7012,-182,0,1273
1,0,14,2,0,16,16,0.01256873527101336,2020-03-06T00:00:00.000Z,1,5177,-181,0,1273
2,0,17,3,0,20,20,0.01571091908876669,2020-03-07T00:00:00.000Z,1,4861,-181,0,1273
4,0,21,5,0,26,26,0.0204241948153967,2020-03-08T00:00:00.000Z,2,7330,-178,0,1273
5,0,33,6,0,39,39,0.03063629222309505,2020-03-09T00:00:00.000Z,7,6205,-187,0,1273
5,0,53,6,0,59,59,0.04634721131186174,2020-03-10T00:00:00.000Z,2,6021,-174,0,1273
6,0,73,7,1,81,81,0.0636292223095051,2020-03-11T00:00:00.000Z,10,5981,-176,0,1273
6,0,95,7,1,103,101,0.08091123330714847,2020-03-12T00:00:00.000Z,6,5983,-175,0,1273
6,0,112,7,4,123,122,0.09662215239591516,2020-03-13T00:00:00.000Z,10,4121,-161,0,1273
4,0,152,6,4,162,161,0.1272584446190102,2020-03-14T00:00:00.000Z,20,3692,-171,0,1273
6,0,187,9,6,202,200,0.1586802827965436,2020-03-15T00:00:00.000Z,37,5490,-172,0,1273
7,0,205,11,5,221,215,0.173605655930872,2020-03-16T00:00:00.000Z,27,4759,-114,0,1273
7,0,238,12,6,256,256,0.2010997643362137,2020-03-17T00:00:00.000Z,46,4338,-66,0,1273
7,0,279,16,11,306,269,0.2403770620581304,2020-03-18T00:00:00.000Z,54,3920,34,0,1273
12,0,263,21,11,295,264,0.2317360565593087,2020-03-19T00:00:00.000Z,31,4053,164,0,1273
12,1,252,23,14,289,251,0.2270227808326787,2020-03-20T00:00:00.000Z,30,3207,341,0,1273
15,0,229,27,21,277,274,0.2175962293794187,2020-03-21T00:00:00.000Z,35,2905,524,0,1273
22,0,255,37,32,324,305,0.2545168892380204,2020-03-22T00:00:00.000Z,54,4523,740,0,1273
24,0,274,42,36,352,323,0.2765121759622938,2020-03-23T00:00:00.000Z,58,4053,1060,0,1273
26,3,302,45,48,395,343,0.3102906520031422,2020-03-24T00:00:00.000Z,82,3963,1453,0,1273
28,1,311,49,53,413,397,0.3244304791830322,2020-03-25T00:00:00.000Z,81,3666,1811,0,1273
31,5,345,54,65,464,413,0.3644933228593873,2020-03-26T00:00:00.000Z,83,3925,2293,0,1273
37,2,381,65,69,515,468,0.4045561665357423,2020-03-27T00:00:00.000Z,110,3267,2661,0,1273
41,1,363,69,81,513,485,0.4029850746268657,2020-03-28T00:00:00.000Z,53,2834,3100,0,1273
50,3,377,78,88,543,515,0.4265514532600157,2020-03-29T00:00:00.000Z,70,4289,3565,0,1273
55,1,426,88,105,619,570,0.4862529457973291,2020-03-30T00:00:00.000Z,121,3886,4024,0,1273
64,4,457,97,114,668,628,0.5247446975648076,2020-03-31T00:00:00.000Z,111,4005,4639,0,1273
72,8,515,111,143,769,728,0.6040848389630793,2020-04-01T00:00:00.000Z,147,4088,4487,689,1273
79,10,555,113,145,813,727,0.638648860958366,2020-04-02T00:00:00.000Z,115,4284,5073,720,1273
93,5,515,130,159,804,719,0.631578947368421,2020-04-03T00:00:00.000Z,97,3494,5583,717,1273
107,7,481,139,171,791,752,0.6213668499607227,2020-04-04T00:00:00.000Z,73,3155,5912,718,1273
106,6,498,135,194,827,743,0.6496465043205027,2020-04-05T00:00:00.000Z,100,4495,6419,693,1273
110,7,458,147,209,814,703,0.6394344069128044,2020-04-06T00:00:00.000Z,93,4088,6697,796,1273
106,7,388,159,201,748,656,0.5875883739198743,2020-04-07T00:00:00.000Z,72,4313,6962,819,1273
115,9,336,166,193,695,622,0.5459544383346425,2020-04-08T00:00:00.000Z,57,3511,7137,859,1273
117,9,312,166,187,665,634,0.5223880597014925,2020-04-09T00:00:00.000Z,65,3363,7264,944,1273
128,8,330,170,170,670,598,0.5263157894736842,2020-04-10T00:00:00.000Z,56,4086,7389,1002,1273
130,6,283,182,162,627,595,0.4925373134328358,2020-04-11T00:00:00.000Z,39,3172,7504,1061,1273
130,7,316,177,174,667,620,0.5239591516103692,2020-04-12T00:00:00.000Z,90,4965,7668,1074,1273
137,8,330,192,169,691,629,0.5428122545168892,2020-04-13T00:00:00.000Z,91,4653,7671,1181,1273
134,8,328,178,170,676,631,0.5310290652003142,2020-04-14T00:00:00.000Z,75,4376,7635,1229,1273
133,13,319,180,174,673,655,0.5286724273369993,2020-04-15T00:00:00.000Z,69,3492,7599,1238,1273
136,7,360,181,162,703,643,0.5522388059701493,2020-04-16T00:00:00.000Z,51,5388,7420,1366,1273
125,9,337,166,163,666,613,0.5231736056559309,2020-04-17T00:00:00.000Z,48,4188,7387,1348,1273
118,11,329,174,141,644,619,0.5058915946582875,2020-04-18T00:00:00.000Z,42,3825,6970,1661,1273
118,8,317,157,147,621,571,0.4878240377062058,2020-04-19T00:00:00.000Z,40,5788,6940,1707,1273
123,6,323,154,135,612,560,0.4807541241162608,2020-04-20T00:00:00.000Z,49,5097,6696,1723,1273
119,9,254,145,147,546,510,0.4289080911233307,2020-04-21T00:00:00.000Z,27,4921,6561,1738,1273
110,3,260,149,124,533,498,0.4186959937156324,2020-04-22T00:00:00.000Z,36,4822,6433,1739,1273
114,4,249,146,107,502,454,0.394344069128044,2020-04-23T00:00:00.000Z,32,5353,6499,1605,1273
108,3,209,144,109,462,440,0.3629222309505106,2020-04-24T00:00:00.000Z,26,4411,6105,1751,1273
107,3,201,136,105,442,429,0.3472113118617439,2020-04-25T00:00:00.000Z,8,3643,5828,1762,1273
111,2,207,142,92,441,415,0.3464257659073056,2020-04-26T00:00:00.000Z,33,5757,5714,1737,1273
102,4,194,133,88,415,382,0.3260015710919089,2020-04-27T00:00:00.000Z,21,5298,5266,1775,1273
101,5,178,128,85,391,367,0.3071484681853888,2020-04-28T00:00:00.000Z,28,4854,4984,1726,1273
96,6,169,121,87,377,362,0.2961508248232522,2020-04-29T00:00:00.000Z,23,4207,4640,1726,1273
90,6,177,113,88,378,346,0.2969363707776905,2020-04-30T00:00:00.000Z,19,5673,4394,1721,1273
89,4,157,111,85,353,333,0.2772977219167321,2020-05-01T00:00:00.000Z,20,4551,3848,1746,1273
90,3,156,112,67,335,328,0.2631578947368421,2020-05-02T00:00:00.000Z,13,3973,3776,1610,1273
84,3,150,102,72,324,300,0.2545168892380204,2020-05-03T00:00:00.000Z,14,5982,3697,1591,1273
78,3,148,98,74,320,289,0.2513747054202671,2020-05-04T00:00:00.000Z,19,5531,3442,1545,1273
