gender,age,period,count_verified,verified_percentage,count_dead,dead_percentage,count_breathe,breathe_percentage,count_severe,severe_percentage
זכר,0-9,חודש אחרון,197944,11.3,0,0,10,1.4,30,0.8
זכר,0-9,6 חודשים,273761,11.7,3,0.1,15,0.9,58,0.7
זכר,0-9,מתחילת קורונה,351432,10.8,5,0.1,24,0.4,90,0.3
זכר,0-9,שנה,300727,11.8,3,0.1,17,0.6,69,0.5
זכר,0-9,3 חודשים,211202,11,2,0.2,10,1.2,32,0.8
נקבה,0-9,3 חודשים,152495,7.9,1,0.1,7,0.8,20,0.5
נקבה,0-9,חודש אחרון,138744,7.9,1,0.1,7,1,17,0.5
נקבה,0-9,שנה,230154,9,3,0.1,12,0.4,45,0.3
נקבה,0-9,6 חודשים,207109,8.9,1,0,7,0.4,33,0.4
נקבה,0-9,מתחילת קורונה,272131,8.4,4,0,14,0.3,54,0.2
זכר,10-19,מתחילת קורונה,363795,11.2,4,0,21,0.4,63,0.2
זכר,10-19,6 חודשים,258696,11.1,2,0.1,12,0.7,30,0.3
זכר,10-19,שנה,282855,11.1,2,0,13,0.5,42,0.3
זכר,10-19,3 חודשים,213945,11.1,1,0.1,7,0.8,18,0.4
זכר,10-19,חודש אחרון,195611,11.1,1,0.1,7,1,14,0.4
נקבה,10-19,חודש אחרון,174801,10,0,0,6,0.8,9,0.2
נקבה,10-19,מתחילת קורונה,333711,10.3,4,0,19,0.3,62,0.2
נקבה,10-19,שנה,265913,10.4,1,0,14,0.5,41,0.3
נקבה,10-19,3 חודשים,198094,10.3,0,0,7,0.8,12,0.3
נקבה,10-19,6 חודשים,242453,10.4,1,0,11,0.7,26,0.3
זכר,20-29,חודש אחרון,95356,5.4,1,0.1,6,0.8,22,0.6
זכר,20-29,3 חודשים,107122,5.6,2,0.2,8,0.9,26,0.6
זכר,20-29,6 חודשים,131798,5.7,5,0.2,19,1.1,71,0.8
זכר,20-29,מתחילת קורונה,207840,6.4,24,0.3,49,0.9,203,0.8
זכר,20-29,שנה,147280,5.8,14,0.3,37,1.4,136,1
נקבה,20-29,3 חודשים,162817,8.5,2,0.2,12,1.4,22,0.5
נקבה,20-29,שנה,215766,8.4,9,0.2,29,1.1,148,1.1
נקבה,20-29,מתחילת קורונה,283492,8.7,18,0.2,55,1,245,0.9
נקבה,20-29,חודש אחרון,146373,8.3,2,0.2,9,1.3,13,0.4
נקבה,20-29,6 חודשים,195239,8.4,5,0.2,17,1,83,1
זכר,30-39,6 חודשים,132507,5.7,16,0.6,30,1.8,179,2.1
זכר,30-39,שנה,146151,5.7,30,0.7,51,1.9,339,2.5
זכר,30-39,חודש אחרון,99337,5.7,3,0.3,11,1.5,32,0.9
זכר,30-39,3 חודשים,108643,5.6,5,0.4,14,1.7,41,1
זכר,30-39,מתחילת קורונה,190291,5.9,47,0.5,85,1.6,560,2.1
נקבה,30-39,מתחילת קורונה,271967,8.4,31,0.3,87,1.6,542,2.1
נקבה,30-39,חודש אחרון,156273,8.9,0,0,6,0.8,39,1.1
נקבה,30-39,6 חודשים,204161,8.8,9,0.3,27,1.6,189,2.2
נקבה,30-39,3 חודשים,169759,8.8,0,0,10,1.2,51,1.3
נקבה,30-39,שנה,221651,8.7,19,0.5,60,2.2,350,2.6
זכר,40-49,שנה,130726,5.1,66,1.6,143,5.3,687,5.2
זכר,40-49,חודש אחרון,92400,5.3,4,0.4,27,3.8,69,1.9
זכר,40-49,6 חודשים,119621,5.1,38,1.4,79,4.8,371,4.3
זכר,40-49,מתחילת קורונה,168796,5.2,108,1.2,231,4.2,1284,4.9
זכר,40-49,3 חודשים,101021,5.3,9,0.8,39,4.6,93,2.3
נקבה,40-49,6 חודשים,175181,7.5,16,0.6,44,2.7,276,3.2
נקבה,40-49,3 חודשים,151294,7.9,9,0.8,21,2.5,57,1.4
