instituteDesc,occupancy,gOccupancy,occupancyDate
רבין ק. השרון,49.1,64.7,2022-02-08T00:00:00.000Z
הכרמל,52.8,78.7,2022-02-08T00:00:00.000Z
פוריה,52.6,73,2022-02-08T00:00:00.000Z
בני ציון,52.9,77.1,2022-02-08T00:00:00.000Z
וולפסון,59.4,76.9,2022-02-08T00:00:00.000Z
מאיר,65.5,81.2,2022-02-08T00:00:00.000Z
סורוקה,68.2,72.1,2022-02-08T00:00:00.000Z
יוספטל,68.8,49.2,2022-02-08T00:00:00.000Z
"רמב""ם",75.3,84.6,2022-02-08T00:00:00.000Z
לניאדו,75.6,89.1,2022-02-08T00:00:00.000Z
שערי צדק,76,103.5,2022-02-08T00:00:00.000Z
נהריה,76.3,82.6,2022-02-08T00:00:00.000Z
המרכזי בעמק,77.4,73.5,2022-02-08T00:00:00.000Z
הדסה הר הצופים,77.8,88.2,2022-02-08T00:00:00.000Z
קפלן,78.7,87.8,2022-02-08T00:00:00.000Z
שמיר,78.4,76.3,2022-02-08T00:00:00.000Z
זיו צפת,78.1,74.1,2022-02-08T00:00:00.000Z
ברזילי,80.7,80.5,2022-02-08T00:00:00.000Z
רבין ק. בילינסון,83.7,92.6,2022-02-08T00:00:00.000Z
שיבא,94.1,104.5,2022-02-08T00:00:00.000Z
הדסה עין כרם,102.9,99.2,2022-02-08T00:00:00.000Z
אסותא אשדוד,110.2,104.4,2022-02-08T00:00:00.000Z
