period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,998887,344498,34.49
3_Month,0-9,1134750,369315,32.55
6_Month,0-9,1391488,482845,34.7
1_Year,0-9,1508428,523416,34.7
All,0-9,1653925,605551,36.61
1_Month,10-19,833893,378412,45.38
All,10-19,1561225,657896,42.14
1_Year,10-19,1383318,533627,38.58
6_Month,10-19,1258154,498012,39.58
3_Month,10-19,1027181,414972,40.4
3_Month,20-29,781151,271545,34.76
6_Month,20-29,1023490,328830,32.13
1_Year,20-29,1168497,356840,30.54
All,20-29,1347636,462508,34.32
1_Month,20-29,589734,247373,41.95
1_Month,30-39,598485,260369,43.5
All,30-39,1240399,437498,35.27
1_Year,30-39,1093042,362338,33.15
6_Month,30-39,968534,338606,34.96
3_Month,30-39,762495,280267,36.76
1_Month,40-49,550647,235596,42.79
1_Year,40-49,964986,316467,32.79
6_Month,40-49,864499,297330,34.39
3_Month,40-49,699310,254001,36.32
All,40-49,1095618,383255,34.98
1_Month,50-59,383172,152192,39.72
All,50-59,827305,251793,30.44
1_Year,50-59,715855,199146,27.82
6_Month,50-59,636525,186547,29.31
3_Month,50-59,505461,162950,32.24
6_Month,60-69,507040,120289,23.72
1_Month,60-69,307212,99583,32.42
3_Month,60-69,401120,106663,26.59
All,60-69,662934,164780,24.86
1_Year,60-69,571054,129001,22.59
6_Month,70-79,304591,60646,19.91
1_Year,70-79,348166,65609,18.84
All,70-79,407682,84393,20.7
3_Month,70-79,236864,53599,22.63
1_Month,70-79,178464,49832,27.92
All,80-89,176310,36660,20.79
3_Month,80-89,92301,20746,22.48
6_Month,80-89,118650,24231,20.42
1_Year,80-89,140732,26684,18.96
1_Month,80-89,72811,19494,26.77
1_Month,90+,19143,5272,27.54
3_Month,90+,23308,5577,23.93
6_Month,90+,29223,6494,22.22
1_Year,90+,35446,7194,20.3
All,90+,46857,10571,22.56
