day_date,flue_vaccinations_amount_cum
2021-07-01T00:00:00.000Z,3408
2021-07-02T00:00:00.000Z,3773
2021-07-03T00:00:00.000Z,3839
2021-07-04T00:00:00.000Z,8203
2021-07-05T00:00:00.000Z,12299
2021-07-06T00:00:00.000Z,16662
2021-07-07T00:00:00.000Z,20746
2021-07-08T00:00:00.000Z,24419
2021-07-09T00:00:00.000Z,24820
2021-07-10T00:00:00.000Z,24898
2021-07-11T00:00:00.000Z,29464
2021-07-12T00:00:00.000Z,33955
2021-07-13T00:00:00.000Z,38375
2021-07-14T00:00:00.000Z,42450
2021-07-15T00:00:00.000Z,46142
2021-07-16T00:00:00.000Z,46555
2021-07-17T00:00:00.000Z,46631
2021-07-18T00:00:00.000Z,48973
2021-07-19T00:00:00.000Z,52883
2021-07-20T00:00:00.000Z,56082
2021-07-21T00:00:00.000Z,58893
2021-07-22T00:00:00.000Z,61492
2021-07-23T00:00:00.000Z,61783
2021-07-24T00:00:00.000Z,61866
2021-07-25T00:00:00.000Z,66212
2021-07-26T00:00:00.000Z,70908
2021-07-27T00:00:00.000Z,74766
2021-07-28T00:00:00.000Z,78583
2021-07-29T00:00:00.000Z,81962
2021-07-30T00:00:00.000Z,82281
2021-07-31T00:00:00.000Z,82381
2021-08-01T00:00:00.000Z,86415
2021-08-02T00:00:00.000Z,90067
2021-08-03T00:00:00.000Z,93608
2021-08-04T00:00:00.000Z,96998
2021-08-05T00:00:00.000Z,99996
2021-08-06T00:00:00.000Z,100303
2021-08-07T00:00:00.000Z,100373
2021-08-08T00:00:00.000Z,104693
2021-08-09T00:00:00.000Z,108753
2021-08-10T00:00:00.000Z,112655
2021-08-11T00:00:00.000Z,116569
2021-08-12T00:00:00.000Z,119922
2021-08-13T00:00:00.000Z,120287
2021-08-14T00:00:00.000Z,120368
2021-08-15T00:00:00.000Z,124499
2021-08-16T00:00:00.000Z,128806
2021-08-17T00:00:00.000Z,133162
2021-08-18T00:00:00.000Z,137017
2021-08-19T00:00:00.000Z,140124
2021-08-20T00:00:00.000Z,140421
2021-08-21T00:00:00.000Z,140518
2021-08-22T00:00:00.000Z,144434
2021-08-23T00:00:00.000Z,148528
2021-08-24T00:00:00.000Z,152202
2021-08-25T00:00:00.000Z,155579
2021-08-26T00:00:00.000Z,158437
2021-08-27T00:00:00.000Z,158813
2021-08-28T00:00:00.000Z,158923
2021-08-29T00:00:00.000Z,162823
2021-08-30T00:00:00.000Z,166550
2021-08-31T00:00:00.000Z,169665
2021-09-01T00:00:00.000Z,172420
2021-09-02T00:00:00.000Z,175625
2021-09-03T00:00:00.000Z,176076
2021-09-04T00:00:00.000Z,176152
