period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,114011,18515,16.24
3_Month,0-9,483582,212265,43.89
6_Month,0-9,1225195,501944,40.97
1_Year,0-9,1486803,620775,41.75
All,0-9,1690500,728795,43.11
1_Month,10-19,124931,14519,11.62
3_Month,10-19,466910,194430,41.64
6_Month,10-19,1143459,537814,47.03
1_Year,10-19,1383606,625124,45.18
All,10-19,1607609,770753,47.94
1_Month,20-29,146135,16772,11.48
3_Month,20-29,481140,138868,28.86
6_Month,20-29,971637,370364,38.12
1_Year,20-29,1200073,431940,35.99
All,20-29,1424628,554028,38.89
1_Month,30-39,148045,23963,16.19
3_Month,30-39,490417,171921,35.06
6_Month,30-39,946981,400563,42.3
1_Year,30-39,1143410,463215,40.51
All,30-39,1325821,549848,41.47
1_Month,40-49,150033,22732,15.15
3_Month,40-49,467856,160531,34.31
6_Month,40-49,865612,367998,42.51
1_Year,40-49,1023690,416265,40.66
All,40-49,1177077,490833,41.7
1_Month,50-59,133923,19376,14.47
3_Month,50-59,379925,112240,29.54
6_Month,50-59,661846,245523,37.1
1_Year,50-59,784035,273019,34.82
All,50-59,908584,330469,36.37
1_Month,60-69,119025,18662,15.68
3_Month,60-69,323336,81969,25.35
6_Month,60-69,540894,169788,31.39
1_Year,60-69,640610,187194,29.22
All,60-69,739400,225769,30.53
1_Month,70-79,82244,13635,16.58
3_Month,70-79,212045,48963,23.09
6_Month,70-79,337539,93198,27.61
1_Year,70-79,402263,102716,25.53
All,70-79,466521,123215,26.41
1_Month,80-89,35953,5404,15.03
3_Month,80-89,81878,18938,23.13
6_Month,80-89,127167,35807,28.16
1_Year,80-89,156091,40360,25.86
All,80-89,197532,51372,26.01
1_Month,90+,10022,1329,13.26
3_Month,90+,19910,4647,23.34
6_Month,90+,30036,9146,30.45
1_Year,90+,37363,10344,27.69
All,90+,51309,14020,27.32
