city,sickCount,actualSick,verifiedLast7Days,testLast7Days,patientDiffPopulationForTenThousands
תל אביב - יפו,27261,476,329,35528,10
נתניה,17464,284,219,12721,13
פתח תקווה,22250,262,202,13804,11
ראשון לציון,15212,183,124,12522,7
כפר סבא,4491,151,94,8709,15
ירושלים,130727,149,110,22239,2
פרדס חנה-כרכור,2640,141,107,5815,33
חולון,14868,137,103,7570,7
כפר יונה,1643,129,79,3770,53
אשדוד,25811,125,115,7682,6
מודיעין-מכבים-רעות,5136,110,78,6972,12
הרצליה,4535,110,77,7765,12
חדרה,7010,98,78,4031,10
הוד השרון,2974,94,54,6164,15
רמת גן,8048,90,70,8349,6
רעננה,4058,89,67,6329,12
חיפה,16818,87,54,10619,3
באר שבע,15439,86,70,6914,4
רחובות,11490,86,58,5871,6
רמלה,9714,85,62,3053,11
יהוד,2070,84,51,3700,29
שערי תקווה,468,81,35,1777,143
בת ים,9781,61,53,4703,5
מעלה אדומים,3988,57,34,2032,15
ראש העין,5521,54,46,3918,8
גבעתיים,2123,54,44,3279,10
קרית אונו,1882,51,21,3001,14
רמת השרון,2037,48,33,4424,11
יבנה,4387,48,36,2078,10
נס ציונה,2522,40,29,2683,9
אור יהודה,4435,36,27,1492,10
גני תקווה,1391,35,23,2161,17
לוד,8749,33,25,2368,4
אשקלון,11932,32,21,4537,2
קדימה-צורן,1206,31,23,1514,15
צופים,213,29, 11-14 ,628,121
קרני שומרון,759,26,20,1243,27
חריש,1586,26, 11-14 ,1105,13
אורנית,406,25, 11-14 ,1139,28
גדרה,1869,24,21,1092,9
קרית אתא,4720,23,20,1749,4
נהריה,3356,23,18,1525,4
באר יעקב,2308,20,  6-10  ,1062,7
בני ברק,48289,19,16,2301,1
עפולה,3823,19, 11-14 ,1319,3
בית יצחק-שער חפר,107,19,18,303,91
שוהם,1131,19, 11-14 ,2799,10
קרית ביאליק,2273,19,16,1120,5
קרית מוצקין,2390,18, 11-14 ,1740,4
כוכב יאיר,450,17,  6-10  ,676,19
גן יבנה,1680,17,16,998,8
עץ אפרים,225,17,  6-10  ,326,69
קרית ים,2378,16,  6-10  ,1943,4
קדומים,379,16,15,737,35
אור עקיבא,1668,15, 11-14 ,908,8
אבן יהודה,673,15, 11-14 ,1218,11
שדרות,2908,15,  6-10  ,469,5
עלי זהב,290, קטן מ-15 ,  6-10  ,250,29
שילה,409, קטן מ-15 ,  1-5  ,47,4
עתלית,365, קטן מ-15 ,  1-5  ,371,3
צור משה,114, קטן מ-15 ,  1-5  ,142,4
כעביה-טבאש-חג'אג'רה,579, קטן מ-15 ,  1-5  ,77,5
מסעודין אל-עזאזמה,123, קטן מ-15 ,  0  ,57,1
ג'ולס,670, קטן מ-15 ,  1-5  ,51,2
סייד (שבט),18, קטן מ-15 ,  1-5  ,10,9
כפר כנא,2441, קטן מ-15 ,  1-5  ,354,0
אחוזת ברק,127, קטן מ-15 ,  1-5  ,96,4
עראבה,2329, קטן מ-15 ,  1-5  ,577,1
גני מודיעין,364, קטן מ-15 ,  1-5  ,63,15
שעב,674, קטן מ-15 ,  1-5  ,122,1
