name,score,governmentColor,sickTo10000,positiveTests,growthLastWeek,activeSick,color,date,firstDose,secondDose,thirdDose,activeSickTo1000
Umm Batin,2,ירוק,0.0,0,0, 0 ,ירוק,2022-12-08T00:00:00.000Z,19.39,15.73,5.78,0.0
Be'er Ya'aqov,8.1,אדום,11.5,27,-15,42,אדום,2022-12-08T00:00:00.000Z,69.05,64.43,46.93,14.6
Qiryat Gat,7.7,אדום,16.2,19,0,117,אדום,2022-12-08T00:00:00.000Z,66.66,59.97,43.22,20.0
Tayibe,2.7,ירוק,1.3,4,0,קטן מ-15,ירוק,2022-12-08T00:00:00.000Z,58.39,50.26,28.14,
Ma'ale Adummim,8,כתום,9.3,23,-10,54,אדום,2022-12-08T00:00:00.000Z,77.63,72.18,55.55,14.3
Ein Qiniyye,2,ירוק,0.0,0,0, 0 ,ירוק,2022-12-08T00:00:00.000Z,83.95,72.84,50.72,0.0
Bet She'an,8.1,כתום,10.5,26,0,28,אדום,2022-12-08T00:00:00.000Z,74.45,68.44,48.74,14.8
Ma'galim,4.5,ירוק,9.7,33,0,קטן מ-15,ירוק,2022-12-08T00:00:00.000Z,57.31,51.21,36.93,
Fassuta,4.3,ירוק,3.1,4,0,קטן מ-15,ירוק,2022-12-08T00:00:00.000Z,78.41,71.67,51.02,
Mizpe Ramon,4.2,צהוב,3.9,28,0,קטן מ-15,ירוק,2022-12-08T00:00:00.000Z,68.49,64.19,48.72,
Yafi,4.5,ירוק,4.1,8,0,קטן מ-15,צהוב,2022-12-08T00:00:00.000Z,63.77,54.50,32.01,
Arrabe,4.5,ירוק,5.7,9,50,16,צהוב,2022-12-08T00:00:00.000Z,68.98,59.63,34.97,6.1
Muqeible,2.6,ירוק,0.0,0,0,קטן מ-15,ירוק,2022-12-08T00:00:00.000Z,73.06,62.49,34.68,
Abu Juwei'id,5.1,אפור,10.8,18,0,קטן מ-15,צהוב,2022-12-08T00:00:00.000Z,81.07,73.44,45.71,
Qesaryya,5.8,ירוק,10.7,30,0,קטן מ-15,צהוב,2022-12-08T00:00:00.000Z,מעל 90%,87.53,72.29,
Hura,3.3,ירוק,0.9,2,0,קטן מ-15,ירוק,2022-12-08T00:00:00.000Z,25.10,21.07,9.00,
Ofaqim,6.6,צהוב,13.6,13,29,55,כתום,2022-12-08T00:00:00.000Z,65.53,58.16,40.73,17.0
Elyakhin,4.7,כתום,5.8,20,0,קטן מ-15,צהוב,2022-12-08T00:00:00.000Z,72.42,69.04,52.25,
Ashqelon,7.6,אדום,19.3,18,-1,383,אדום,2022-12-08T00:00:00.000Z,72.49,67.69,50.86,26.2
Nes Ziyyona,7.5,אדום,16.0,21,3,91,כתום,2022-12-08T00:00:00.000Z,78.10,74.82,58.92,18.0
Nazareth,4.8,צהוב,4.8,10,42,42,צהוב,2022-12-08T00:00:00.000Z,68.30,59.24,36.12,5.4
Netanya,7,כתום,14.6,13,-12,434,כתום,2022-12-08T00:00:00.000Z,71.75,67.32,51.07,19.4
Sakhnin,3.7,ירוק,4.0,4,30,קטן מ-15,ירוק,2022-12-08T00:00:00.000Z,73.65,62.47,38.27,
Akko,5.2,צהוב,8.3,10,-19,54,צהוב,2022-12-08T00:00:00.000Z,76.66,70.64,51.40,10.9
Yavne'el,4.4,ירוק,4.6,7,0,קטן מ-15,ירוק,2022-12-08T00:00:00.000Z,41.26,36.83,25.20,
Qiryat Motzkin,8,אדום,21.1,22,-26,109,אדום,2022-12-08T00:00:00.000Z,83.45,80.06,65.44,24.0
Rishon Leziyyon,7.2,כתום,17.9,16,4,554,כתום,2022-12-08T00:00:00.000Z,78.22,74.92,60.31,21.6
Rehovot,8.3,אדום,21.9,25,2,347,אדום,2022-12-08T00:00:00.000Z,74.29,69.99,54.06,23.7
Ramla,6.7,כתום,9.1,12,-20,93,כתום,2022-12-08T00:00:00.000Z,68.47,61.26,41.91,12.1
Ramat Gan,6.3,אדום,14.3,12,-20,322,כתום,2022-12-08T00:00:00.000Z,76.65,73.65,61.21,19.3
Ra'annana,6.8,כתום,13.1,16,-25,151,כתום,2022-12-08T00:00:00.000Z,89.91,86.63,71.34,19.6
Shefar'am,6.3,ירוק,9.0,6,111,34,כתום,2022-12-08T00:00:00.000Z,68.90,61.07,38.86,8.0
Tamra,3.4,ירוק,2.3,3,0,קטן מ-15,ירוק,2022-12-08T00:00:00.000Z,69.75,57.89,34.74,
Be'er Sheva,6.6,כתום,22.3,11,4,579,כתום,2022-12-08T00:00:00.000Z,77.34,72.53,56.00,27.5
Nahariyya,7.4,אדום,16.1,19,-6,108,כתום,2022-12-08T00:00:00.000Z,83.46,79.85,63.39,18.2
Haspin,4.1,ירוק,0.0,0,0,קטן מ-15,ירוק,2022-12-08T00:00:00.000Z,51.58,46.66,33.11,
'Qazir,5.3,ירוק,20.3,31,0,קטן מ-15,צהוב,2022-12-08T00:00:00.000Z,68.35,65.98,52.35,
Abu Tulul,2,ירוק,0.0,0,0, 0 ,ירוק,2022-12-08T00:00:00.000Z,17.53,15.24,6.24,0.0
Omer,5.5,כתום,17.2,15,18,19,צהוב,2022-12-08T00:00:00.000Z,מעל 90%,מעל 90%,81.50,25.1
Abu Rubei'a,3.3,אפור,1.1,12,0,קטן מ-15,ירוק,2022-12-08T00:00:00.000Z,10.09,8.22,3.03,
Abu Qureinat,2.4,אפור,0.0,0,0, 0 ,ירוק,2022-12-08T00:00:00.000Z,9.83,8.44,3.21,0.0
Qiryat Mal'akhi,6.6,כתום,9.4,14,-4,31,כתום,2022-12-08T00:00:00.000Z,60.14,52.82,34.04,12.7
Bene Ayish,7.1,כתום,18.8,15,-35,קטן מ-15,כתום,2022-12-08T00:00:00.000Z,72.17,68.27,53.48,
Modi'in-Makkabbim-Re'ut,8.6,אדום,13.5,31,0,151,אדום,2022-12-08T00:00:00.000Z,87.02,83.54,67.36,15.9
Metar,9.7,אדום,32.1,32,60,29,אדום,2022-12-08T00:00:00.000Z,מעל 90%,מעל 90%,70.77,29.1
Bareqet,3.1,ירוק,9.5,22,0,קטן מ-15,ירוק,2022-12-08T00:00:00.000Z,45.89,39.10,24.61,
Rosh Haayin,8.6,אדום,14.9,27,-2,115,אדום,2022-12-08T00:00:00.000Z,72.30,67.94,52.36,17.1
Netivot,5.6,צהוב,7.1,22,-9,45,צהוב,2022-12-08T00:00:00.000Z,55.66,47.50,30.20,11.4
Zur Moshe,4.5,ירוק,9.0,20,0,קטן מ-15,ירוק,2022-12-08T00:00:00.000Z,70.49,67.89,54.96,
Iksal,3.1,צהוב,0.0,0,0,קטן מ-15,ירוק,2022-12-08T00:00:00.000Z,67.47,58.63,32.65,
