period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,122928,36114,29.38
3_Month,0-9,1047533,455422,43.48
6_Month,0-9,1240619,500729,40.36
1_Year,0-9,1484560,613083,41.3
All,0-9,1681896,720922,42.86
1_Month,10-19,127215,36010,28.31
3_Month,10-19,906038,471223,52.01
6_Month,10-19,1145932,536576,46.82
1_Year,10-19,1374372,619696,45.09
All,10-19,1594689,764923,47.97
1_Month,20-29,168009,41683,24.81
3_Month,20-29,747277,321152,42.98
6_Month,20-29,971559,364538,37.52
1_Year,20-29,1185983,424453,35.79
All,20-29,1407201,546709,38.85
1_Month,30-39,169863,46332,27.28
3_Month,30-39,757898,355691,46.93
6_Month,30-39,941940,391785,41.59
1_Year,30-39,1126956,452437,40.15
All,30-39,1305950,539289,41.29
1_Month,40-49,167364,44001,26.29
3_Month,40-49,698522,326195,46.7
6_Month,40-49,857554,359054,41.87
1_Year,40-49,1007093,405927,40.31
All,40-49,1158217,480647,41.5
1_Month,50-59,149644,34507,23.06
3_Month,50-59,523957,217514,41.51
6_Month,50-59,650934,236964,36.4
1_Year,50-59,766158,263852,34.44
All,50-59,889758,321488,36.13
1_Month,60-69,134273,27881,20.76
3_Month,60-69,429132,147667,34.41
6_Month,60-69,530259,160813,30.33
1_Year,60-69,623260,177850,28.54
All,60-69,721412,216521,30.01
1_Month,70-79,92184,17982,19.51
3_Month,70-79,264829,79131,29.88
6_Month,70-79,328665,86170,26.22
1_Year,70-79,388976,95512,24.55
All,70-79,452910,116023,25.62
1_Month,80-89,39216,6327,16.13
3_Month,80-89,101972,30657,30.06
6_Month,80-89,124510,32941,26.46
1_Year,80-89,152139,37425,24.6
All,80-89,192859,48429,25.11
1_Month,90+,10425,1330,12.76
3_Month,90+,24622,7841,31.85
6_Month,90+,29669,8385,28.26
1_Year,90+,36751,9573,26.05
All,90+,50315,13249,26.33
