section,female,male,period
0-9,"{'amount': 331374, 'percentage': 8.4}","{'amount': 415108, 'percentage': 10.5}",מתחילת קורונה
0-9,"{'amount': 273977, 'percentage': 8.8}","{'amount': 346703, 'percentage': 11.1}",שנה
0-9,"{'amount': 194064, 'percentage': 8}","{'amount': 261186, 'percentage': 10.7}",3 חודשים
0-9,"{'amount': 16015, 'percentage': 5.5}","{'amount': 19675, 'percentage': 6.8}",חודש אחרון
0-9,"{'amount': 214222, 'percentage': 8.1}","{'amount': 280383, 'percentage': 10.5}",6 חודשים
10-19,"{'amount': 312137, 'percentage': 10}","{'amount': 321274, 'percentage': 10.3}",שנה
10-19,"{'amount': 262462, 'percentage': 9.9}","{'amount': 271938, 'percentage': 10.2}",6 חודשים
10-19,"{'amount': 231338, 'percentage': 9.5}","{'amount': 247504, 'percentage': 10.2}",3 חודשים
10-19,"{'amount': 18089, 'percentage': 6.3}","{'amount': 17772, 'percentage': 6.1}",חודש אחרון
10-19,"{'amount': 395979, 'percentage': 10}","{'amount': 417795, 'percentage': 10.6}",מתחילת קורונה
20-29,"{'amount': 256168, 'percentage': 8.2}","{'amount': 171525, 'percentage': 5.5}",שנה
20-29,"{'amount': 219846, 'percentage': 8.3}","{'amount': 142844, 'percentage': 5.4}",6 חודשים
20-29,"{'amount': 198736, 'percentage': 8.2}","{'amount': 128049, 'percentage': 5.3}",3 חודשים
20-29,"{'amount': 24382, 'percentage': 8.4}","{'amount': 17052, 'percentage': 5.9}",חודש אחרון
20-29,"{'amount': 339276, 'percentage': 8.6}","{'amount': 242570, 'percentage': 6.1}",מתחילת קורונה
30-39,"{'amount': 274707, 'percentage': 8.8}","{'amount': 181270, 'percentage': 5.8}",שנה
30-39,"{'amount': 218240, 'percentage': 9}","{'amount': 141333, 'percentage': 5.8}",3 חודשים
30-39,"{'amount': 26184, 'percentage': 9}","{'amount': 19762, 'percentage': 6.8}",חודש אחרון
30-39,"{'amount': 336617, 'percentage': 8.5}","{'amount': 234073, 'percentage': 5.9}",מתחילת קורונה
30-39,"{'amount': 236172, 'percentage': 8.9}","{'amount': 153523, 'percentage': 5.8}",6 חודשים
40-49,"{'amount': 242620, 'percentage': 7.8}","{'amount': 165250, 'percentage': 5.3}",שנה
40-49,"{'amount': 197911, 'percentage': 8.1}","{'amount': 131630, 'percentage': 5.4}",3 חודשים
40-49,"{'amount': 25643, 'percentage': 8.9}","{'amount': 17974, 'percentage': 6.2}",חודש אחרון
40-49,"{'amount': 296338, 'percentage': 7.5}","{'amount': 209407, 'percentage': 5.3}",מתחילת קורונה
40-49,"{'amount': 214266, 'percentage': 8.1}","{'amount': 142793, 'percentage': 5.4}",6 חודשים
50-59,"{'amount': 195217, 'percentage': 4.9}","{'amount': 140098, 'percentage': 3.5}",מתחילת קורונה
50-59,"{'amount': 156664, 'percentage': 5}","{'amount': 107320, 'percentage': 3.4}",שנה
50-59,"{'amount': 131737, 'percentage': 5.4}","{'amount': 87855, 'percentage': 3.6}",3 חודשים
50-59,"{'amount': 20724, 'percentage': 7.2}","{'amount': 13410, 'percentage': 4.6}",חודש אחרון
50-59,"{'amount': 140796, 'percentage': 5.3}","{'amount': 94711, 'percentage': 3.6}",6 חודשים
60-69,"{'amount': 103075, 'percentage': 3.3}","{'amount': 74356, 'percentage': 2.4}",שנה
60-69,"{'amount': 87571, 'percentage': 3.6}","{'amount': 61525, 'percentage': 2.5}",3 חודשים
60-69,"{'amount': 16429, 'percentage': 5.7}","{'amount': 11057, 'percentage': 3.8}",חודש אחרון
60-69,"{'amount': 126719, 'percentage': 3.2}","{'amount': 96752, 'percentage': 2.4}",מתחילת קורונה
60-69,"{'amount': 93393, 'percentage': 3.5}","{'amount': 66246, 'percentage': 2.5}",6 חודשים
70-79,"{'amount': 64246, 'percentage': 1.6}","{'amount': 53823, 'percentage': 1.4}",מתחילת קורונה
70-79,"{'amount': 52324, 'percentage': 1.7}","{'amount': 42702, 'percentage': 1.4}",שנה
70-79,"{'amount': 44209, 'percentage': 1.8}","{'amount': 35599, 'percentage': 1.5}",3 חודשים
70-79,"{'amount': 9807, 'percentage': 3.4}","{'amount': 7895, 'percentage': 2.7}",חודש אחרון
70-79,"{'amount': 47089, 'percentage': 1.8}","{'amount': 38328, 'percentage': 1.4}",6 חודשים
80-89,"{'amount': 28951, 'percentage': 0.7}","{'amount': 20517, 'percentage': 0.5}",מתחילת קורונה
80-89,"{'amount': 21760, 'percentage': 0.7}","{'amount': 15527, 'percentage': 0.5}",שנה
80-89,"{'amount': 18070, 'percentage': 0.7}","{'amount': 12733, 'percentage': 0.5}",3 חודשים
80-89,"{'amount': 3486, 'percentage': 1.2}","{'amount': 2731, 'percentage': 0.9}",חודש אחרון
80-89,"{'amount': 19119, 'percentage': 0.7}","{'amount': 13541, 'percentage': 0.5}",6 חודשים
90+,"{'amount': 6305, 'percentage': 0.2}","{'amount': 3280, 'percentage': 0.1}",שנה
90+,"{'amount': 5483, 'percentage': 0.2}","{'amount': 2855, 'percentage': 0.1}",6 חודשים
90+,"{'amount': 5202, 'percentage': 0.2}","{'amount': 2699, 'percentage': 0.1}",3 חודשים
90+,"{'amount': 847, 'percentage': 0.3}","{'amount': 452, 'percentage': 0.2}",חודש אחרון
90+,"{'amount': 9071, 'percentage': 0.2}","{'amount': 4559, 'percentage': 0.1}",מתחילת קורונה
