gender,age,period,count_verified,verified_percentage,count_dead,dead_percentage,count_breathe,breathe_percentage,count_severe,severe_percentage
זכר,0-9,6 חודשים,280383,10.5,4,0.2,18,1.2,58,0.8
זכר,0-9,חודש אחרון,19675,6.8,0,0,2,0.7,15,1.8
זכר,0-9,3 חודשים,261186,10.7,2,0.1,16,1.3,51,0.8
זכר,0-9,שנה,346703,11.1,5,0.1,22,0.9,81,0.7
זכר,0-9,מתחילת קורונה,415108,10.5,7,0.1,30,0.5,111,0.4
נקבה,0-9,6 חודשים,214222,8.1,2,0.1,8,0.5,40,0.6
נקבה,0-9,חודש אחרון,16015,5.5,0,0,2,0.7,3,0.4
נקבה,0-9,שנה,273977,8.8,2,0,9,0.4,54,0.5
נקבה,0-9,3 חודשים,194064,8,2,0.1,8,0.7,32,0.5
נקבה,0-9,מתחילת קורונה,331374,8.4,5,0,15,0.3,70,0.2
זכר,10-19,מתחילת קורונה,417795,10.6,7,0.1,23,0.4,77,0.3
זכר,10-19,חודש אחרון,17772,6.1,0,0,0,0,0,0
זכר,10-19,3 חודשים,247504,10.2,4,0.2,9,0.7,22,0.4
זכר,10-19,6 חודשים,271938,10.2,4,0.2,10,0.7,28,0.4
זכר,10-19,שנה,321274,10.3,5,0.1,14,0.6,42,0.4
נקבה,10-19,6 חודשים,262462,9.9,2,0.1,10,0.7,18,0.3
נקבה,10-19,חודש אחרון,18089,6.3,0,0,1,0.3,4,0.5
נקבה,10-19,3 חודשים,231338,9.5,2,0.1,9,0.7,13,0.2
נקבה,10-19,שנה,312137,10,4,0.1,15,0.6,35,0.3
נקבה,10-19,מתחילת קורונה,395979,10,7,0.1,23,0.4,77,0.3
זכר,20-29,מתחילת קורונה,242570,6.1,24,0.2,53,0.9,238,0.8
זכר,20-29,6 חודשים,142844,5.4,3,0.1,16,1.1,43,0.6
זכר,20-29,3 חודשים,128049,5.3,2,0.1,10,0.8,33,0.5
זכר,20-29,שנה,171525,5.5,6,0.1,24,1,90,0.8
זכר,20-29,חודש אחרון,17052,5.9,1,0.5,4,1.3,1,0.1
נקבה,20-29,מתחילת קורונה,339276,8.6,22,0.2,58,1,271,1
נקבה,20-29,חודש אחרון,24382,8.4,0,0,1,0.3,2,0.2
נקבה,20-29,3 חודשים,198736,8.2,5,0.2,10,0.8,18,0.3
נקבה,20-29,6 חודשים,219846,8.3,7,0.3,14,0.9,40,0.6
נקבה,20-29,שנה,256168,8.2,9,0.2,21,0.9,99,0.8
זכר,30-39,6 חודשים,153523,5.8,13,0.5,33,2.2,78,1.1
זכר,30-39,מתחילת קורונה,234073,5.9,52,0.5,102,1.7,625,2.2
זכר,30-39,חודש אחרון,19762,6.8,3,1.6,12,4,11,1.3
זכר,30-39,שנה,181270,5.8,24,0.6,47,1.9,216,1.8
זכר,30-39,3 חודשים,141333,5.8,9,0.4,24,2,54,0.9
נקבה,30-39,6 חודשים,236172,8.9,5,0.2,19,1.3,82,1.2
נקבה,30-39,חודש אחרון,26184,9,0,0,5,1.7,9,1.1
נקבה,30-39,3 חודשים,218240,9,4,0.2,10,0.8,53,0.9
נקבה,30-39,שנה,274707,8.8,15,0.4,39,1.6,231,1.9
נקבה,30-39,מתחילת קורונה,336617,8.5,36,0.3,101,1.7,585,2.1
זכר,40-49,מתחילת קורונה,209407,5.3,118,1.1,262,4.4,1400,4.9
זכר,40-49,6 חודשים,142793,5.4,26,1,68,4.5,164,2.4
זכר,40-49,3 חודשים,131630,5.4,14,0.6,42,3.4,119,2
זכר,40-49,שנה,165250,5.3,54,1.3,118,4.9,473,4
זכר,40-49,חודש אחרון,17974,6.2,1,0.5,8,2.7,10,1.2
נקבה,40-49,6 חודשים,214266,8.1,14,0.5,30,2,112,1.6
נקבה,40-49,חודש אחרון,25643,8.9,1,0.5,7,2.3,5,0.6
נקבה,40-49,3 חודשים,197911,8.1,9,0.4,17,1.4,72,1.2
נקבה,40-49,שנה,242620,7.8,21,0.5,54,2.2,335,2.8
נקבה,40-49,מתחילת קורונה,296338,7.5,75,0.7,137,2.3,954,3.4
זכר,50-59,6 חודשים,94711,3.6,75,2.9,129,8.5,339,4.9
זכר,50-59,חודש אחרון,13410,4.6,6,3.1,22,7.3,27,3.3
זכר,50-59,3 חודשים,87855,3.6,52,2.3,89,7.3,270,4.5
זכר,50-59,שנה,107320,3.4,143,3.3,211,8.7,712,6
זכר,50-59,מתחילת קורונה,140098,3.5,376,3.6,538,9.1,2211,7.8
נקבה,50-59,6 חודשים,140796,5.3,44,1.7,67,4.4,236,3.4
נקבה,50-59,חודש אחרון,20724,7.2,5,2.6,8,2.7,17,2.1
נקבה,50-59,3 חודשים,131737,5.4,34,1.5,48,3.9,171,2.8
נקבה,50-59,שנה,156664,5,81,1.9,120,4.9,533,4.5
נקבה,50-59,מתחילת קורונה,195217,4.9,197,1.9,251,4.2,1553,5.5
זכר,60-69,מתחילת קורונה,96752,2.4,986,9.3,915,15.4,3241,11.4
זכר,60-69,6 חודשים,66246,2.5,202,7.7,185,12.2,630,9.1
