gender,age,period,count_verified,verified_percentage,count_dead,dead_percentage,count_breathe,breathe_percentage,count_severe,severe_percentage
זכר,0-9,חודש אחרון,27629,10.3,0,0,7,1.4,12,0.7
זכר,0-9,3 חודשים,258192,10.9,4,0.2,16,1.4,47,0.8
זכר,0-9,6 חודשים,280422,11.2,4,0.1,19,1.1,58,0.7
זכר,0-9,שנה,334839,11.6,5,0.1,22,0.9,77,0.6
זכר,0-9,מתחילת קורונה,402677,10.8,7,0.1,30,0.5,103,0.4
נקבה,0-9,מתחילת קורונה,313676,8.4,4,0,15,0.3,69,0.2
נקבה,0-9,6 חודשים,210856,8.4,1,0,8,0.5,42,0.5
נקבה,0-9,שנה,258187,8.9,2,0,10,0.4,56,0.5
נקבה,0-9,חודש אחרון,19748,7.4,0,0,4,0.8,12,0.7
נקבה,0-9,3 חודשים,190930,8.1,1,0,8,0.7,32,0.6
זכר,10-19,חודש אחרון,24505,9.2,1,0.2,3,0.6,6,0.4
זכר,10-19,3 חודשים,253867,10.7,4,0.2,8,0.7,21,0.4
זכר,10-19,6 חודשים,269170,10.8,5,0.2,12,0.7,29,0.4
זכר,10-19,מתחילת קורונה,406203,10.9,7,0.1,22,0.4,70,0.3
זכר,10-19,שנה,310747,10.7,5,0.1,14,0.6,39,0.3
נקבה,10-19,חודש אחרון,21851,8.2,0,0,2,0.4,6,0.4
נקבה,10-19,3 חודשים,238870,10.1,2,0.1,8,0.7,13,0.2
נקבה,10-19,מתחילת קורונה,377570,10.2,7,0.1,20,0.3,61,0.2
נקבה,10-19,שנה,295293,10.2,4,0.1,14,0.6,31,0.3
נקבה,10-19,6 חודשים,254809,10.2,3,0.1,12,0.7,21,0.3
זכר,20-29,3 חודשים,127275,5.4,1,0,10,0.9,37,0.6
זכר,20-29,חודש אחרון,13265,5,0,0,4,0.8,9,0.5
זכר,20-29,6 חודשים,132751,5.3,3,0.1,20,1.2,56,0.7
זכר,20-29,מתחילת קורונה,228735,6.2,23,0.2,51,0.9,211,0.8
זכר,20-29,שנה,158045,5.5,7,0.2,30,1.2,102,0.8
נקבה,20-29,מתחילת קורונה,317497,8.6,22,0.2,55,0.9,246,0.9
נקבה,20-29,חודש אחרון,20063,7.5,0,0,1,0.2,4,0.2
נקבה,20-29,3 חודשים,195747,8.3,5,0.2,10,0.9,23,0.4
נקבה,20-29,6 חודשים,204690,8.2,7,0.2,16,1,57,0.7
נקבה,20-29,שנה,235553,8.1,9,0.2,22,0.9,103,0.8
זכר,30-39,מתחילת קורונה,218128,5.9,50,0.5,95,1.6,567,2
זכר,30-39,3 חודשים,135449,5.7,8,0.4,25,2.2,48,0.8
זכר,30-39,6 חודשים,141620,5.7,12,0.4,33,2,118,1.5
זכר,30-39,חודש אחרון,16583,6.2,1,0.2,17,3.4,10,0.6
זכר,30-39,שנה,165693,5.7,24,0.6,49,1.9,228,1.9
נקבה,30-39,חודש אחרון,23849,8.9,1,0.2,6,1.2,11,0.7
נקבה,30-39,3 חודשים,209941,8.9,4,0.2,9,0.8,50,0.9
נקבה,30-39,6 חודשים,220768,8.8,8,0.3,25,1.5,120,1.6
נקבה,30-39,שנה,252749,8.7,16,0.4,49,1.9,242,2
נקבה,30-39,מתחילת קורונה,313618,8.4,36,0.3,93,1.6,549,2
זכר,40-49,3 חודשים,126753,5.3,14,0.6,42,3.7,128,2.2
זכר,40-49,חודש אחרון,15609,5.8,3,0.6,14,2.8,37,2.3
זכר,40-49,6 חודשים,131773,5.3,36,1.3,75,4.5,272,3.5
זכר,40-49,מתחילת קורונה,195385,5.3,117,1.1,241,4.1,1309,4.7
זכר,40-49,שנה,151492,5.2,55,1.3,116,4.6,504,4.1
נקבה,40-49,חודש אחרון,22709,8.5,1,0.2,11,2.2,19,1.2
נקבה,40-49,3 חודשים,189585,8,9,0.4,18,1.6,70,1.2
נקבה,40-49,6 חודשים,196518,7.9,19,0.7,38,2.3,190,2.5
נקבה,40-49,מתחילת קורונה,273712,7.4,74,0.7,139,2.4,896,3.2
נקבה,40-49,שנה,220903,7.6,27,0.6,62,2.5,369,3
זכר,50-59,חודש אחרון,10559,4,13,2.4,45,9,86,5.2
זכר,50-59,3 חודשים,83117,3.5,49,2.3,89,7.7,269,4.7
זכר,50-59,6 חודשים,85532,3.4,93,3.3,150,9,437,5.6
זכר,50-59,מתחילת קורונה,129556,3.5,371,3.6,529,9,2159,7.7
זכר,50-59,שנה,96852,3.3,150,3.4,235,9.3,771,6.3
נקבה,50-59,חודש אחרון,16272,6.1,5,0.9,17,3.4,44,2.7
נקבה,50-59,3 חודשים,121797,5.1,34,1.6,49,4.3,183,3.2
נקבה,50-59,6 חודשים,125048,5,53,1.9,81,4.9,325,4.2
נקבה,50-59,מתחילת קורונה,176942,4.8,193,1.9,247,4.2,1501,5.4
נקבה,50-59,שנה,139010,4.8,83,1.9,130,5.1,583,4.8
זכר,60-69,3 חודשים,56575,2.4,150,6.9,135,11.7,513,8.9
זכר,60-69,חודש אחרון,7493,2.8,50,9.4,76,15.2,149,9.1
זכר,60-69,6 חודשים,57955,2.3,230,8.1,210,12.6,729,9.4
זכר,60-69,מתחילת קורונה,87658,2.4,972,9.3,899,15.4,3187,11.4
זכר,60-69,שנה,65386,2.3,373,8.6,322,12.7,1186,9.8
נקבה,60-69,חודש אחרון,11204,4.2,31,5.8,43,8.6,113,6.9
נקבה,60-69,3 חודשים,78388,3.3,84,3.9,79,6.9,361,6.3
