city,diff,percentOfCityPopulation,sickCount,status,testsCount
כפר סבא,0,0.11226551815639611,110,,9723
מגדל העמק,0,0.3957580880657804,103,,2707
באקה אל-גרביה,18.51851851851852,0.3247192531457178,96,,3267
חדרה,1.149425287356322,0.09218134584764938,88,,12650
יהוד,0,0.2963881996140061,86,,2851
שדרות,0,0.2994011976047904,81,,4266
עפולה,1.298701298701299,0.1459171265550463,78,,4327
ראש העין,0,0.11948838774823291,71,,5668
יבנה,1.428571428571429,0.1529743821774072,71,,4072
קרית מלאכי,0,0.2868382232420915,70,,1639
קרית אונו,0,0.1840588988476313,69,,3854
כוכב יעקב,0,0.7385028533064787,66,,940
רכסים,0,0.5326016785022595,66,,1684
גבעתיים,0,0.1157868075406158,64,,5404
אפרת,0,0.5612558098745943,64,,1642
גבעת זאב,0,0.3312999579301641,63,,2315
נהריה,6.779661016949152,0.1053617419808008,63,,7169
אילת,1.639344262295082,0.1096103528746199,62,,3477
הוד השרון,3.3333333333333335,0.103440221562281,62,,5102
דימונה,19.6078431372549,0.1707631151671239,61,,3251
אופקים,0,0.1884718077587561,60,,3192
מעלה אדומים,0,0.1600213361781571,60,,4938
גדרה,0,0.23690973337616453,59,,3795
טייבה,1.8181818181818181,0.1273943309522726,56,,3176
גני תקווה,0,0.2758966641585152,55,,2356
כרמיאל,0,0.1161215405457713,54,,4028
גבעת שמואל,0,0.20736132711249353,52,,2466
רמת השרון,0,0.1080747259533735,49,,4008
ג'סר א-זרקא,0,0.3140241865437295,47,,3040
קרית יערים,0,0.7497208486201946,47,,1128
אזור,2.222222222222222,0.38445465942331797,46,,1355
ג'ת,0,0.3686711453383582,45,,1600
"כפר חב""ד",0,0.6546406750072737,45,,1157
שוהם,0,0.2146351202954977,43,,2080
באר יעקב,0,0.1585950796843571,41,,2284
זכרון יעקב,0,0.1795573910311083,40,,1574
בענה,0,0.46246887228744216,39,,2102
נוף הגליל,5.555555555555555,0.08598257721461704,38,,3866
עכו,0,0.07225292429065204,37,,4240
אבן יהודה,0,0.2779864763335838,37,,1423
קרית אתא,0,0.06241439692088976,36,,4704
נס ציונה,0,0.0785494534267199,36,,3338
דבוריה,3.03030303030303,0.3223971173904798,34,,1817
פרדס חנה-כרכור,0,0.07943958980284538,33,,5431
גן יבנה,0,0.1376737576053648,31,,1621
קרית ים,0,0.0738157660294754,29,,3143
מצפה רמון,7.6923076923076925,0.5589938111399481,28,,426
ערד,0,0.1001297978861487,27,,1790
כפר קאסם,3.846153846153846,0.1121541912436654,27,,1713
כפר קרע,0,0.1409921671018277,27,,1523
קרית מוצקין,0,0.05914736794212658,26,,4619
מבשרת ציון,0,0.1123255713483389,26,,2996
טמרה,0,0.07281836187813119,25,,1944
מזכרת בתיה,0,0.1661239949498306,25,,1728
נצרת,0,0.03183537291955838,25,,2630
בית שאן,56.25,0.12946659761781462,25,,1203
להבים,0,0.40096230954290296,25,,1527
אריאל,0,0.1256967974642037,23,,1571
מעלה עירון,0,0.1524289217310624,23,,1068
מיתר,0,0.2197143713172875,22,,1656
קדימה-צורן,0,0.1045279612296289,22,,1369
מג'ד אל-כרום,0,0.14262560777957858,22,,2149
לקיה,0,0.1368345605004235,21,,968
יקנעם עילית,0,0.08637070305752288,20,,1529
טירה,0,0.07530120481927711,20,,1805
עלי,0,0.4873294346978557,20,,373
ערערה,0,0.1000200040008002,20,,1809
יבנאל,0,0.48169556840077066,20,,386
טירת כרמל,0,0.08662883874041669,20,,1330
קרית ביאליק,5.555555555555555,0.048278490661923516,19,,2914
עומר,0,0.2394454946439824,19,,1263
שפרעם,0,0.04361521686455052,18,,2476
כסיפה,0,0.10167768174885611,18,,817
קרית שמונה,0,0.07696138349404681,17,,1289
כפר כנא,0,0.07460721495655227,17,,1456
סח'נין,0,0.05193059628543499,17,,1936
ג'לג'וליה,0,0.1570475068708284,16,,797
כפר יונה,0,0.06982325987344534,16,,1485
קלנסווה,0,0.06930307099233335,16,,1596
חריש,0,0.1111574267055718,16,,997
תל מונד,0,0.1170046801872075,15,,1569
הר אדר,0,0.3718393653941497,15,,758
כוכב יאיר,0,0.1644556517925666,15,,838
מעלות-תרשיחא,0,0.06638049298579458,15,,1722
פקיעין (בוקייעה),0,0.2540220152413209,15,,747
מרכז שפירא,0,0.7201152184349496,15,,261
בית אריה,0,0.2932551319648094,15,,483
עמנואל,0,0.3570578433706261,15,,256
פוריידיס,0,0.11283285692793739,15,,914
נוף איילון,25,0.2170138888888889, קטן מ-15 ,,315
צופים,0,0.1273885350318471, קטן מ-15 ,,166
צור הדסה,0,0.1180004290924694, קטן מ-15 ,,1268
סאג'ור,0,0.02428363283147159, קטן מ-15 ,,203
מייסר,0,0.09891196834817012, קטן מ-15 ,,147
עיילבון,0,0.1225275687029582, קטן מ-15 ,,628
עלי זהב,0,0.1084304689617783, קטן מ-15 ,,256
"בסמ""ה",0,0.08390826030206974, קטן מ-15 ,,670
קצרין,0,0.1866666666666667, קטן מ-15 ,,467
עץ אפרים,0,0.04130524576621231, קטן מ-15 ,,172
ג'ולס,0,0.04798464491362764, קטן מ-15 ,,277
סביון,0,0.13840830449826988, קטן מ-15 ,,401
פרדסיה,0,0.032557382386456134, קטן מ-15 ,,1012
זמר,0,0.042396834369700404, קטן מ-15 ,,574
ראמה,50,0.035962598897146966, קטן מ-15 ,,557
צור יצחק,0,0.06360311655271109, קטן מ-15 ,,443
קדומים,0,0.1315789473684211, קטן מ-15 ,,246
רבבה,0,0.2553812477198103, קטן מ-15 ,,220
קיסריה,0,0.05505597357313268, קטן מ-15 ,,385
נווה דניאל,0,0.5301794453507341, קטן מ-15 ,,296
עילוט,0,0.02377555872563005, קטן מ-15 ,,291
טלמון,0,0.06202191440975812, קטן מ-15 ,,247
קרית ארבע,0,0.163176502583628, קטן מ-15 ,,538
עין מאהל,0,0.04415335933475605, קטן מ-15 ,,498
עין נקובא,0,0.028571428571428567, קטן מ-15 ,,202
קרית טבעון,0,0.03147227292755083, קטן מ-15 ,,1152
ירוחם,0,0.10522288119380141, קטן מ-15 ,,602
ירכא,0,0.01282955930463789, קטן מ-15 ,,1502
