city,diff,percentOfCityPopulation,sickCount,status,testsCount
ירושלים,0.3606853020739405,0.4780558204262557,4452,,115187
בני ברק,0.6553470360440871,1.682718643865223,3379,,48904
תל אביב - יפו,2.0391517128874392,0.2740962601526263,1251,,53998
בית שמש,0.326797385620915,0.4840515270485471,614,,11370
אשדוד,5.487804878048781,0.2299441311080295,519,,19884
מודיעין עילית,1.04602510460251,0.6275090618544646,483,,9414
אלעד,0,1.0052999074619329,478,בסגר חלקי,7999
פתח תקווה,0.6521739130434783,0.1885693572758041,463,,26899
בת ים,3.856041131105398,0.3110851017956695,404,,15956
באר שבע,1.092896174863388,0.1876572263247586,370,,26120
ביתר עילית,0.5747126436781609,0.5677394238255904,350,,5509
ראשון לציון,2.359882005899705,0.1429159802306425,347,,23022
חולון,1.9417475728155342,0.1685934489402697,315,,19496
נתניה,0.6622516556291391,0.14015869283577,304,,17898
אשקלון,0,0.2129504925361557,302,,15326
חיפה,0,0.10240468135686201,280,,24514
רהט,4.958677685950413,0.3795746970127173,254,בסגר חלקי,6322
רמת גן,1.1952191235059761,0.1727045256744996,254,,16987
טבריה,6.956521739130435,0.5473965287049399,246,בסגר חלקי,6833
ערערה-בנגב,0.904977375565611,1.231703949185308,223,בסגר חלקי,3235
חורה,0,1.230040060937765,218,,2747
אור יהודה,0.9852216748768473,0.5897074475735696,205,,5158
רחובות,0,0.1235223992071586,172,,13665
רעננה,0.6024096385542169,0.22210104932771207,167,,9333
לוד,6.756756756756757,0.207107184522015,158,,6474
הרצליה,0.6535947712418301,0.1660090981609641,154,,9028
דייר אל-אסד,0,1.214864221057647,153,,4950
מודיעין-מכבים-רעות,1.45985401459854,0.1587102225368516,139,,8024
רמלה,0,0.1690237557606729,128,,6813
נתיבות,0.7936507936507936,0.3300501572286182,127,,3628
קרית גת,1.6528925619834711,0.213950252217777,123,,4846
צפת,0.8264462809917356,0.3391998220591097,122,,3792
אום אל-פחם,0.8771929824561403,0.204662751379249,115,,4364
