section,female,male,period,order_period
0-9,"{'amount': 8032, 'percentage': 10.5}","{'amount': 7741, 'percentage': 10.1}",חודש אחרון,5
0-9,"{'amount': 65804, 'percentage': 7.9}","{'amount': 67961, 'percentage': 8.2}",שנה,2
0-9,"{'amount': 22274, 'percentage': 11.1}","{'amount': 22373, 'percentage': 11.2}",6 חודשים,3
0-9,"{'amount': 8757, 'percentage': 10.4}","{'amount': 8431, 'percentage': 10}",3 חודשים,4
0-9,"{'amount': 70262, 'percentage': 7.7}","{'amount': 72585, 'percentage': 7.9}",מתחילת קורונה,1
10-19,"{'amount': 95172, 'percentage': 10.4}","{'amount': 100852, 'percentage': 11}",מתחילת קורונה,1
10-19,"{'amount': 7207, 'percentage': 9.4}","{'amount': 6257, 'percentage': 8.2}",חודש אחרון,5
10-19,"{'amount': 8365, 'percentage': 9.9}","{'amount': 7223, 'percentage': 8.6}",3 חודשים,4
10-19,"{'amount': 22046, 'percentage': 11}","{'amount': 19416, 'percentage': 9.7}",6 חודשים,3
10-19,"{'amount': 87698, 'percentage': 10.6}","{'amount': 91732, 'percentage': 11.1}",שנה,2
20-29,"{'amount': 17433, 'percentage': 8.7}","{'amount': 13466, 'percentage': 6.7}",6 חודשים,3
20-29,"{'amount': 5666, 'percentage': 6.7}","{'amount': 4733, 'percentage': 5.6}",3 חודשים,4
20-29,"{'amount': 5321, 'percentage': 7}","{'amount': 4393, 'percentage': 5.7}",חודש אחרון,5
20-29,"{'amount': 86797, 'percentage': 9.5}","{'amount': 78197, 'percentage': 8.6}",מתחילת קורונה,1
20-29,"{'amount': 77899, 'percentage': 9.4}","{'amount': 68981, 'percentage': 8.3}",שנה,2
30-39,"{'amount': 60704, 'percentage': 7.3}","{'amount': 53225, 'percentage': 6.4}",שנה,2
30-39,"{'amount': 15281, 'percentage': 7.6}","{'amount': 12178, 'percentage': 6.1}",6 חודשים,3
30-39,"{'amount': 6233, 'percentage': 7.4}","{'amount': 4887, 'percentage': 5.8}",3 חודשים,4
30-39,"{'amount': 5819, 'percentage': 7.6}","{'amount': 4547, 'percentage': 5.9}",חודש אחרון,5
30-39,"{'amount': 66690, 'percentage': 7.3}","{'amount': 59464, 'percentage': 6.5}",מתחילת קורונה,1
40-49,"{'amount': 52499, 'percentage': 6.3}","{'amount': 45270, 'percentage': 5.5}",שנה,2
40-49,"{'amount': 12110, 'percentage': 6}","{'amount': 10089, 'percentage': 5}",6 חודשים,3
40-49,"{'amount': 5815, 'percentage': 6.9}","{'amount': 4839, 'percentage': 5.7}",3 חודשים,4
40-49,"{'amount': 5246, 'percentage': 6.9}","{'amount': 4427, 'percentage': 5.8}",חודש אחרון,5
40-49,"{'amount': 58055, 'percentage': 6.3}","{'amount': 50580, 'percentage': 5.5}",מתחילת קורונה,1
50-59,"{'amount': 7900, 'percentage': 3.9}","{'amount': 6356, 'percentage': 3.2}",6 חודשים,3
50-59,"{'amount': 3942, 'percentage': 4.7}","{'amount': 3276, 'percentage': 3.9}",3 חודשים,4
50-59,"{'amount': 37101, 'percentage': 4.5}","{'amount': 32955, 'percentage': 4}",שנה,2
50-59,"{'amount': 41374, 'percentage': 4.5}","{'amount': 37100, 'percentage': 4.1}",מתחילת קורונה,1
50-59,"{'amount': 3599, 'percentage': 4.7}","{'amount': 2971, 'percentage': 3.9}",חודש אחרון,5
60-69,"{'amount': 3256, 'percentage': 3.9}","{'amount': 2825, 'percentage': 3.4}",3 חודשים,4
60-69,"{'amount': 5532, 'percentage': 2.8}","{'amount': 4576, 'percentage': 2.3}",6 חודשים,3
60-69,"{'amount': 2933, 'percentage': 3.8}","{'amount': 2534, 'percentage': 3.3}",חודש אחרון,5
60-69,"{'amount': 26305, 'percentage': 2.9}","{'amount': 25802, 'percentage': 2.8}",מתחילת קורונה,1
60-69,"{'amount': 23624, 'percentage': 2.9}","{'amount': 22890, 'percentage': 2.8}",שנה,2
70-79,"{'amount': 1802, 'percentage': 2.4}","{'amount': 1654, 'percentage': 2.2}",חודש אחרון,5
70-79,"{'amount': 1999, 'percentage': 2.4}","{'amount': 1847, 'percentage': 2.2}",3 חודשים,4
70-79,"{'amount': 3142, 'percentage': 1.6}","{'amount': 2691, 'percentage': 1.3}",6 חודשים,3
70-79,"{'amount': 12374, 'percentage': 1.5}","{'amount': 11686, 'percentage': 1.4}",שנה,2
70-79,"{'amount': 13700, 'percentage': 1.5}","{'amount': 13162, 'percentage': 1.4}",מתחילת קורונה,1
80-89,"{'amount': 908, 'percentage': 1.1}","{'amount': 759, 'percentage': 0.9}",3 חודשים,4
80-89,"{'amount': 7119, 'percentage': 0.9}","{'amount': 5207, 'percentage': 0.6}",שנה,2
80-89,"{'amount': 1565, 'percentage': 0.8}","{'amount': 1160, 'percentage': 0.6}",6 חודשים,3
80-89,"{'amount': 850, 'percentage': 1.1}","{'amount': 697, 'percentage': 0.9}",חודש אחרון,5
80-89,"{'amount': 7968, 'percentage': 0.9}","{'amount': 5826, 'percentage': 0.6}",מתחילת קורונה,1
90+,"{'amount': 3042, 'percentage': 0.3}","{'amount': 1437, 'percentage': 0.2}",מתחילת קורונה,1
90+,"{'amount': 265, 'percentage': 0.3}","{'amount': 142, 'percentage': 0.2}",חודש אחרון,5
90+,"{'amount': 284, 'percentage': 0.3}","{'amount': 148, 'percentage': 0.2}",3 חודשים,4
90+,"{'amount': 500, 'percentage': 0.2}","{'amount': 255, 'percentage': 0.1}",6 חודשים,3
90+,"{'amount': 2657, 'percentage': 0.3}","{'amount': 1268, 'percentage': 0.2}",שנה,2
