name,score,governmentColor,sickTo10000,positiveTests,growthLastWeek,activeSick,color,date,firstDose,secondDose,activeSickTo1000
קדימה-צורן,7,ירוק,46.2,0.0406567630961,0.09375,147,ירוק,2021-08-12T00:00:00.000Z,69.55,66.66,64.7
מעלה עירון,4.2,צהוב,9.8,0.0310559006211,0,17,צהוב,2021-08-12T00:00:00.000Z,49.91,44.66,11.1
אבו רוקייק (שבט),4.7,ירוק,3.9,0.1025641025641,0, קטן מ-15 ,ירוק,2021-08-12T00:00:00.000Z,9.24,7.88,
נוף הגליל,6.3,ירוק,27.9,0.0347343841214,0.9830508474576001,155,ירוק,2021-08-12T00:00:00.000Z,68.95,65.11,36.9
סביון,6.7,ירוק,49.4,0.0291120815138,0.6666666666665999,27,ירוק,2021-08-12T00:00:00.000Z,מעל 90%,88.68,66.7
חריש,7.4,ירוק,68.8,0.069437404967,0.08000000000000007,177,ירוק,2021-08-12T00:00:00.000Z,43.60,40.87,90.3
דבוריה,6.1,ירוק,22.5,0.0421052631578,1.4,26,ירוק,2021-08-12T00:00:00.000Z,58.60,52.21,24.3
מודיעין-מכבים-רעות,6.3,ירוק,34.2,0.0330083282551,1.2344827586206,375,ירוק,2021-08-12T00:00:00.000Z,74.04,70.65,39.6
קרית ים,7.7,ירוק,55.9,0.0654039656703,0.1640211640211,316,ירוק,2021-08-12T00:00:00.000Z,71.94,68.65,80.2
טלמון,9.1,ירוק,64.4,0.0430555555555,0.1481481481481,51,ירוק,2021-08-12T00:00:00.000Z,56.35,52.14,105.9
גן נר,6.6,ירוק,40.7,0.0480349344978,0.1000000000000001,18,ירוק,2021-08-12T00:00:00.000Z,80.07,76.19,66.7
ירוחם,4.8,ירוק,20.6,0.0265700483091,-0.04347826086960005,27,ירוק,2021-08-12T00:00:00.000Z,61.00,56.54,25.3
אכסאל,6,ירוק,14.0,0.0337620578778,0.235294117647,34,ירוק,2021-08-12T00:00:00.000Z,59.12,53.08,22.6
קרית אתא,7.8,ירוק,46.0,0.0623158848855,1.0373134328358,324,ירוק,2021-08-12T00:00:00.000Z,69.54,65.61,54.6
