name,coronaOccupancy,normalOccupancy,isolatedTeam
שיבא,,98.60759735107422,85
אוגוסטה ויקטוריה,,,0
שמיר,,74.18630981445312,43
וולפסון,,79.2093734741211,25
זיו צפת,,77.23342895507812,11
הלל יפה,,95.92233276367188,24
נהריה,,79.58904266357422,17
ברזילי,,,0
פוריה,,64.22534942626953,6
סוראסקי,,,0
בני ציון,,90.30023193359375,15
רבין ק. בילינסון,,95.4708023071289,77
סורוקה,,81.50042724609375,23
מאיר,,81.10540008544922,31
קפלן,,84.62897491455078,36
"רמב""ם",,86.68032836914062,57
הכרמל,,87.32106018066406,15
רבין ק. השרון,,70.12448120117188,9
הדסה עין כרם,,104.8941802978516,18
הסקוטי,,,4
שערי צדק,,97.0838394165039,9
לניאדו,,106.4066848754883,45
מעייני הישועה,,,0
אסותא אשדוד,,,19
שניידר,,,0
המשפחה הקדושה,,,0
יוספטל,,60,7
סנט וינסנט,,,0
סנט ג'וזף,,,0
אל מקאסד,,,0
המרכזי בעמק,,71.33550262451172,21
