name,value
מספר דיאטניות בבידוד,5
מספר פרמדיקים בבידוד,6
מספר עובדי מערך לוגיסטי בבידוד,7
מספר עוסים בבידוד,9
מספר עובדי מעבדה בבידוד,9
מספר פסיכולוגים/ות בבידוד,10
מספר רוקחים בבידוד,15
מספר פיזיותרפיסטים/ריפוי בעיסוק/קלינאי תקשורת בבידוד,24
מספר חובשי רפואת חירום בבידוד,26
סקטורים אחרים בבידוד,54
מספר אנשי כוח עזר בבידוד,97
מספר עובדי מינהל ומשק בבידוד,169
