city,diff,percentOfCityPopulation,sickCount,status,testsCount
ירושלים,0.5260640841702535,0.45142557706019304,4204,,108100
בני ברק,0.5974842767295598,1.593079888051154,3199,,45358
תל אביב - יפו,0.9174311926605505,0.2410118994147793,1100,,48201
בית שמש,0,0.466707661258534,592,,10735
מודיעין עילית,0,0.5872341531226046,452,,8905
אלעד,0.6741573033707865,0.9422057710103473,448,,7268
פתח תקווה,1.70316301703163,0.1702418819466223,418,,24164
אשדוד,0.5208333333333333,0.1710181784348735,386,,16891
ביתר עילית,0.3115264797507788,0.5223202699195432,322,,5146
באר שבע,1.582278481012658,0.1628053233790473,321,,23261
ראשון לציון,0,0.12850082372322902,312,,20375
בת ים,1.0067114093959728,0.2317738010903379,301,,14019
אשקלון,0.34602076124567477,0.2044888835612092,290,,14246
נתניה,0.7168458781362007,0.1295545812067479,281,,15980
חולון,0,0.1466495397131235,274,,16970
חיפה,1.6528925619834711,0.08996982719210021,246,,22157
רמת גן,1.339285714285714,0.15434617058311578,227,,15325
טבריה,1.435406698564593,0.47174009790832216,212,,6028
חורה,0.48543689320388356,1.1679738193308131,207,,2599
רהט,3.015075376884422,0.306349657037823,205,בסגר חלקי,5443
אור יהודה,0,0.48902568823174064,170,,4519
ערערה-בנגב,1.840490797546012,0.9168737917702292,166,בסגר חלקי,2533
רעננה,1.282051282051282,0.21013153169927248,158,,8273
דייר אל-אסד,0,1.206923932031126,152,,4876
הרצליה,1.388888888888889,0.1573852489058491,146,,8188
רחובות,0.6896551724137931,0.1048504086293323,146,,12061
מודיעין-מכבים-רעות,0,0.15185942156403792,133,,7433
נתיבות,0,0.3144572364146677,121,,3286
צפת,0,0.3252981900075069,117,,3397
לוד,0.8849557522123894,0.14943176604752978,114,,5839
רמלה,0,0.1412932958311875,107,,6197
אום אל-פחם,0,0.1815269620928991,102,,3962
מגדל העמק,0,0.3880734649965419,101,,2489
קרית גת,1.030927835051546,0.17046442859627758,98,,3769
כפר סבא,0,0.08777122328590965,86,,8311
יהוד,1.204819277108434,0.28949545078577343,84,,2587
שדרות,0,0.2920085754417092,79,,4058
חדרה,0,0.08065867761669321,77,,11379
עפולה,0,0.1253390702460013,67,,3918
ראש העין,0,0.1110737125546954,66,,5186
קרית אונו,1.5625,0.17338881775501488,65,,3453
באקה אל-גרביה,1.5625,0.2198619943174131,65,,2719
אפרת,0,0.5612558098745943,64,,1584
כוכב יעקב,0,0.671366230278617,60,,881
קרית מלאכי,0,0.24586133420750703,60,,1487
רכסים,0,0.47611362169141386,59,,1487
