period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,116305,31848,27.38
3_Month,0-9,1127305,466082,41.34
6_Month,0-9,1259469,494079,39.23
1_Year,0-9,1482561,598071,40.34
All,0-9,1675386,705562,42.11
1_Month,10-19,119112,34501,28.97
3_Month,10-19,1029228,507508,49.31
6_Month,10-19,1159481,529616,45.68
1_Year,10-19,1369502,607160,44.33
All,10-19,1586879,752157,47.4
1_Month,20-29,155414,36118,23.24
3_Month,20-29,813013,342869,42.17
6_Month,20-29,978975,352974,36.06
1_Year,20-29,1176240,409572,34.82
All,20-29,1394900,532170,38.15
1_Month,30-39,150566,37409,24.85
3_Month,30-39,799442,364089,45.54
6_Month,30-39,936440,375664,40.12
1_Year,30-39,1113095,432975,38.9
All,30-39,1289986,520274,40.33
1_Month,40-49,148317,35914,24.21
3_Month,40-49,735578,334153,45.43
6_Month,40-49,848928,342990,40.4
1_Year,40-49,992773,387630,39.05
All,40-49,1142726,462684,40.49
1_Month,50-59,132854,26649,20.06
3_Month,50-59,543465,218315,40.17
6_Month,50-59,641452,222708,34.72
1_Year,50-59,751545,248459,33.06
All,50-59,874874,306396,35.02
1_Month,60-69,117258,19381,16.53
3_Month,60-69,438634,144809,33.01
6_Month,60-69,519528,147565,28.4
1_Year,60-69,609135,164033,26.93
All,60-69,707285,202809,28.67
1_Month,70-79,79303,11867,14.96
3_Month,70-79,267363,75741,28.33
6_Month,70-79,319104,77146,24.18
1_Year,70-79,378030,86193,22.8
All,70-79,441756,106711,24.16
1_Month,80-89,34964,4063,11.62
3_Month,80-89,102752,29034,28.26
6_Month,80-89,121157,29628,24.45
1_Year,80-89,148643,33984,22.86
All,80-89,188548,44972,23.85
1_Month,90+,9644,884,9.17
3_Month,90+,24851,7504,30.2
6_Month,90+,29057,7645,26.31
1_Year,90+,36153,8817,24.39
All,90+,49316,12485,25.32
