section,female,male,period
0-9,"{'amount': 265890, 'percentage': 8.9}","{'amount': 339185, 'percentage': 11.3}",שנה
0-9,"{'amount': 322656, 'percentage': 8.4}","{'amount': 407344, 'percentage': 10.6}",מתחילת קורונה
0-9,"{'amount': 211479, 'percentage': 8.2}","{'amount': 277975, 'percentage': 10.8}",6 חודשים
0-9,"{'amount': 197175, 'percentage': 8}","{'amount': 263345, 'percentage': 10.6}",3 חודשים
0-9,"{'amount': 15502, 'percentage': 6}","{'amount': 20516, 'percentage': 7.9}",חודש אחרון
10-19,"{'amount': 387869, 'percentage': 10.1}","{'amount': 411787, 'percentage': 10.8}",מתחילת קורונה
10-19,"{'amount': 304629, 'percentage': 10.1}","{'amount': 315654, 'percentage': 10.5}",שנה
10-19,"{'amount': 258940, 'percentage': 10.1}","{'amount': 269548, 'percentage': 10.5}",6 חודשים
10-19,"{'amount': 246749, 'percentage': 10}","{'amount': 258924, 'percentage': 10.5}",3 חודשים
10-19,"{'amount': 19373, 'percentage': 7.5}","{'amount': 19606, 'percentage': 7.6}",חודש אחרון
20-29,"{'amount': 247114, 'percentage': 8.2}","{'amount': 165346, 'percentage': 5.5}",שנה
20-29,"{'amount': 23262, 'percentage': 9}","{'amount': 15574, 'percentage': 6}",חודש אחרון
20-29,"{'amount': 213232, 'percentage': 8.3}","{'amount': 138147, 'percentage': 5.4}",6 חודשים
20-29,"{'amount': 206978, 'percentage': 8.4}","{'amount': 134433, 'percentage': 5.4}",3 חודשים
20-29,"{'amount': 329763, 'percentage': 8.6}","{'amount': 236300, 'percentage': 6.2}",מתחילת קורונה
30-39,"{'amount': 262895, 'percentage': 8.8}","{'amount': 172882, 'percentage': 5.8}",שנה
30-39,"{'amount': 324378, 'percentage': 8.5}","{'amount': 225590, 'percentage': 5.9}",מתחילת קורונה
30-39,"{'amount': 227063, 'percentage': 8.9}","{'amount': 146569, 'percentage': 5.7}",6 חודשים
30-39,"{'amount': 219658, 'percentage': 8.9}","{'amount': 142409, 'percentage': 5.8}",3 חודשים
30-39,"{'amount': 23183, 'percentage': 8.9}","{'amount': 17194, 'percentage': 6.6}",חודש אחרון
40-49,"{'amount': 231240, 'percentage': 7.7}","{'amount': 157760, 'percentage': 5.3}",שנה
40-49,"{'amount': 204591, 'percentage': 8}","{'amount': 136413, 'percentage': 5.3}",6 חודשים
40-49,"{'amount': 199481, 'percentage': 8.1}","{'amount': 132859, 'percentage': 5.4}",3 חודשים
40-49,"{'amount': 22807, 'percentage': 8.8}","{'amount': 15870, 'percentage': 6.1}",חודש אחרון
40-49,"{'amount': 284594, 'percentage': 7.4}","{'amount': 201843, 'percentage': 5.3}",מתחילת קורונה
50-59,"{'amount': 146995, 'percentage': 4.9}","{'amount': 101320, 'percentage': 3.4}",שנה
50-59,"{'amount': 129531, 'percentage': 5.2}","{'amount': 87479, 'percentage': 3.5}",3 חודשים
50-59,"{'amount': 185311, 'percentage': 4.8}","{'amount': 134070, 'percentage': 3.5}",מתחילת קורונה
50-59,"{'amount': 131937, 'percentage': 5.1}","{'amount': 89301, 'percentage': 3.5}",6 חודשים
50-59,"{'amount': 17358, 'percentage': 6.7}","{'amount': 11183, 'percentage': 4.3}",חודש אחרון
60-69,"{'amount': 94593, 'percentage': 3.2}","{'amount': 68864, 'percentage': 2.3}",שנה
60-69,"{'amount': 83819, 'percentage': 3.4}","{'amount': 59983, 'percentage': 2.4}",3 חודשים
60-69,"{'amount': 85342, 'percentage': 3.3}","{'amount': 61048, 'percentage': 2.4}",6 חודשים
60-69,"{'amount': 12218, 'percentage': 4.7}","{'amount': 8301, 'percentage': 3.2}",חודש אחרון
60-69,"{'amount': 118095, 'percentage': 3.1}","{'amount': 91181, 'percentage': 2.4}",מתחילת קורונה
70-79,"{'amount': 47032, 'percentage': 1.6}","{'amount': 38624, 'percentage': 1.3}",שנה
70-79,"{'amount': 58867, 'percentage': 1.5}","{'amount': 49721, 'percentage': 1.3}",מתחילת קורונה
70-79,"{'amount': 42039, 'percentage': 1.6}","{'amount': 34382, 'percentage': 1.3}",6 חודשים
70-79,"{'amount': 41287, 'percentage': 1.7}","{'amount': 33821, 'percentage': 1.4}",3 חודשים
70-79,"{'amount': 6905, 'percentage': 2.7}","{'amount': 5558, 'percentage': 2.1}",חודש אחרון
80-89,"{'amount': 19690, 'percentage': 0.7}","{'amount': 14114, 'percentage': 0.5}",שנה
80-89,"{'amount': 26834, 'percentage': 0.7}","{'amount': 19077, 'percentage': 0.5}",מתחילת קורונה
80-89,"{'amount': 17159, 'percentage': 0.7}","{'amount': 12180, 'percentage': 0.5}",6 חודשים
80-89,"{'amount': 16831, 'percentage': 0.7}","{'amount': 11943, 'percentage': 0.5}",3 חודשים
80-89,"{'amount': 2396, 'percentage': 0.9}","{'amount': 1868, 'percentage': 0.7}",חודש אחרון
90+,"{'amount': 8516, 'percentage': 0.2}","{'amount': 4309, 'percentage': 0.1}",מתחילת קורונה
90+,"{'amount': 5774, 'percentage': 0.2}","{'amount': 3030, 'percentage': 0.1}",שנה
90+,"{'amount': 4971, 'percentage': 0.2}","{'amount': 2614, 'percentage': 0.1}",6 חודשים
90+,"{'amount': 4885, 'percentage': 0.2}","{'amount': 2560, 'percentage': 0.1}",3 חודשים
90+,"{'amount': 606, 'percentage': 0.2}","{'amount': 309, 'percentage': 0.1}",חודש אחרון
