gender,age,period,count_verified,verified_percentage,count_dead,dead_percentage,count_breathe,breathe_percentage,count_severe,severe_percentage
זכר,0-9,מתחילת קורונה,405943,10.6,7,0.1,30,0.5,108,0.4
זכר,0-9,6 חודשים,277513,10.9,4,0.1,18,1.1,56,0.8
זכר,0-9,שנה,337889,11.3,5,0.1,22,0.9,79,0.7
זכר,0-9,3 חודשים,262334,10.7,4,0.2,16,1.4,50,0.8
זכר,0-9,חודש אחרון,20290,8,0,0,6,1.5,13,1.1
נקבה,0-9,3 חודשים,196476,8,1,0,8,0.7,33,0.6
נקבה,0-9,6 חודשים,211420,8.3,1,0,8,0.5,40,0.5
נקבה,0-9,שנה,265263,8.9,1,0,9,0.4,56,0.5
נקבה,0-9,חודש אחרון,15240,6,0,0,3,0.7,8,0.7
נקבה,0-9,מתחילת קורונה,322016,8.4,4,0,15,0.3,70,0.2
זכר,10-19,מתחילת קורונה,410670,10.8,7,0.1,23,0.4,77,0.3
זכר,10-19,חודש אחרון,19387,7.7,1,0.3,4,1,4,0.3
זכר,10-19,6 חודשים,269039,10.5,5,0.2,13,0.8,32,0.4
זכר,10-19,שנה,314624,10.5,5,0.1,14,0.6,43,0.4
זכר,10-19,3 חודשים,258117,10.5,4,0.2,9,0.8,24,0.4
נקבה,10-19,6 חודשים,258558,10.1,3,0.1,13,0.8,22,0.3
נקבה,10-19,מתחילת קורונה,386934,10.1,7,0.1,23,0.4,77,0.3
נקבה,10-19,שנה,303756,10.2,4,0.1,16,0.6,36,0.3
נקבה,10-19,3 חודשים,246010,10,2,0.1,9,0.8,14,0.2
נקבה,10-19,חודש אחרון,19119,7.6,0,0,2,0.5,5,0.4
זכר,20-29,3 חודשים,133432,5.4,1,0,9,0.8,35,0.6
זכר,20-29,6 חודשים,137310,5.4,2,0.1,17,1.1,48,0.7
זכר,20-29,שנה,164293,5.5,5,0.1,25,1,98,0.8
זכר,20-29,חודש אחרון,14918,5.9,0,0,3,0.7,7,0.6
זכר,20-29,מתחילת קורונה,235228,6.2,23,0.2,52,0.9,239,0.9
נקבה,20-29,חודש אחרון,22586,8.9,0,0,1,0.2,3,0.3
נקבה,20-29,3 חודשים,205695,8.4,5,0.2,10,0.9,22,0.4
נקבה,20-29,מתחילת קורונה,328340,8.6,22,0.2,58,1,269,1
נקבה,20-29,6 חודשים,212239,8.3,7,0.3,16,1,52,0.7
נקבה,20-29,שנה,245742,8.2,9,0.2,23,0.9,101,0.8
זכר,30-39,3 חודשים,141417,5.7,9,0.4,25,2.1,51,0.9
זכר,30-39,6 חודשים,145764,5.7,13,0.5,34,2.1,95,1.3
זכר,30-39,שנה,171820,5.8,25,0.6,50,2,220,1.8
זכר,30-39,חודש אחרון,16599,6.6,2,0.6,15,3.7,10,0.9
זכר,30-39,מתחילת קורונה,224517,5.9,51,0.5,101,1.7,622,2.2
נקבה,30-39,מתחילת קורונה,323011,8.5,36,0.3,99,1.7,581,2.1
נקבה,30-39,6 חודשים,226175,8.9,6,0.2,20,1.2,101,1.4
נקבה,30-39,שנה,261578,8.8,16,0.4,48,1.9,235,2
נקבה,30-39,3 חודשים,218436,8.9,4,0.2,9,0.8,52,0.9
נקבה,30-39,חודש אחרון,22714,9,0,0,4,1,9,0.8
זכר,40-49,3 חודשים,132005,5.4,14,0.6,40,3.4,125,2.1
זכר,40-49,6 חודשים,135715,5.3,34,1.2,76,4.7,225,3.1
זכר,40-49,שנה,156849,5.2,54,1.2,120,4.8,490,4.1
זכר,40-49,חודש אחרון,15381,6.1,2,0.6,11,2.7,26,2.3
זכר,40-49,מתחילת קורונה,200902,5.3,117,1.1,259,4.4,1397,5
נקבה,40-49,מתחילת קורונה,283277,7.4,74,0.7,137,2.3,952,3.4
נקבה,40-49,6 חודשים,203552,8,16,0.6,33,2,152,2.1
נקבה,40-49,חודש אחרון,22342,8.8,0,0,7,1.7,11,1
נקבה,40-49,שנה,229945,7.7,25,0.6,60,2.4,351,2.9
נקבה,40-49,3 חודשים,198304,8.1,9,0.4,18,1.5,72,1.2
זכר,50-59,חודש אחרון,10814,4.3,11,3.1,35,8.6,47,4.1
זכר,50-59,6 חודשים,88713,3.5,88,3.2,143,8.9,402,5.5
זכר,50-59,מתחילת קורונה,133368,3.5,374,3.6,537,9.1,2200,7.8
זכר,50-59,שנה,100634,3.4,150,3.5,224,9,732,6.1
זכר,50-59,3 חודשים,86840,3.5,51,2.3,88,7.5,268,4.6
נקבה,50-59,מתחילת קורונה,184221,4.8,196,1.9,251,4.3,1550,5.5
נקבה,50-59,6 חודשים,131005,5.1,53,1.9,77,4.8,289,3.9
נקבה,50-59,שנה,145922,4.9,84,1.9,129,5.2,558,4.7
נקבה,50-59,3 חודשים,128528,5.2,37,1.7,50,4.3,178,3
נקבה,50-59,חודש אחרון,16850,6.7,5,1.4,13,3.2,27,2.4
זכר,60-69,3 חודשים,59437,2.4,156,7,136,11.6,526,8.9
זכר,60-69,6 חודשים,60516,2.4,228,8.3,199,12.4,686,9.4
זכר,60-69,שנה,68287,2.3,369,8.5,311,12.5,1172,9.8
זכר,60-69,חודש אחרון,7974,3.1,38,10.8,65,16,103,9
זכר,60-69,מתחילת קורונה,90588,2.4,980,9.4,907,15.4,3217,11.4
נקבה,60-69,חודש אחרון,11823,4.7,21,6,36,8.9,63,5.5
נקבה,60-69,6 חודשים,84655,3.3,139,5.1,139,8.6,499,6.8
נקבה,60-69,מתחילת קורונה,117315,3.1,538,5.1,497,8.5,2162,7.7
נקבה,60-69,שנה,93828,3.1,263,6.1,233,9.3,899,7.5
נקבה,60-69,3 חודשים,83077,3.4,87,3.9,84,7.2,374,6.4
זכר,70-79,6 חודשים,33998,1.3,357,13,226,14,964,13.2
זכר,70-79,מתחילת קורונה,49299,1.3,1589,15.2,991,16.9,3561,12.7
זכר,70-79,שנה,38210,1.3,589,13.6,360,14.4,1501,12.6
זכר,70-79,3 חודשים,33422,1.4,293,13.1,189,16.1,828,14.1
זכר,70-79,חודש אחרון,5313,2.1,53,15.1,68,16.7,169,14.8
נקבה,70-79,מתחילת קורונה,58491,1.5,1005,9.6,561,9.5,2697,9.6
נקבה,70-79,6 חודשים,41689,1.6,282,10.3,173,10.7,766,10.5
נקבה,70-79,שנה,46656,1.6,446,10.3,258,10.4,1192,10
נקבה,70-79,3 חודשים,40921,1.7,212,9.5,119,10.2,625,10.6
נקבה,70-79,חודש אחרון,6718,2.7,37,10.5,40,9.9,134,11.7
זכר,80-89,3 חודשים,11822,0.5,432,19.4,151,12.9,892,15.2
זכר,80-89,6 חודשים,12081,0.5,484,17.6,174,10.8,985,13.5
זכר,80-89,שנה,13977,0.5,759,17.5,257,10.3,1463,12.3
זכר,80-89,חודש אחרון,1808,0.7,66,18.8,45,11.1,198,17.3
זכר,80-89,מתחילת קורונה,18924,0.5,1841,17.6,615,10.5,2927,10.4
נקבה,80-89,6 חודשים,17076,0.7,480,17.5,145,9,1017,13.9
נקבה,80-89,מתחילת קורונה,26748,0.7,1692,16.1,462,7.9,3019,10.7
נקבה,80-89,שנה,19597,0.7,732,16.9,216,8.7,1492,12.5
נקבה,80-89,3 חודשים,16725,0.7,423,19,125,10.7,903,15.3
נקבה,80-89,חודש אחרון,2367,0.9,58,16.5,34,8.4,154,13.5
זכר,90+,מתחילת קורונה,4287,0.1,824,7.9,133,2.3,949,3.4
זכר,90+,חודש אחרון,309,0.1,29,8.3,7,1.7,72,6.3
זכר,90+,6 חודשים,2604,0.1,252,9.2,42,2.6,378,5.2
