name,coronaOccupancy,normalOccupancy,isolatedTeam
יוספטל,200,,0
סוראסקי,35,,0
סורוקה,27,,0
הכרמל,23,,0
שיבא,22,,0
ברזילי,16,,0
אסותא אשדוד,16,,0
הלל יפה,15,,0
מאיר,14.000000000000002,,0
לניאדו,14.000000000000002,,0
זיו צפת,13,,0
המרכזי בעמק,13,,0
שמיר,11,,0
"רמב""ם",10,,0
נהריה,10,,0
המשפחה הקדושה,9,,0
שערי צדק,9,,0
קפלן,8,,0
רבין ק. בילינסון,7.000000000000001,,0
שניידר,7.000000000000001,,0
פוריה,6,,0
בני ציון,5,,0
אוגוסטה ויקטוריה,5,,0
הדסה עין כרם,4,,0
הסקוטי,4,,0
סנט ג'וזף,4,,0
וולפסון,2,,0
הדסה הר הצופים,1,,0
רבין ק. השרון,0,,0
סנט וינסנט,0,,0
אל מקאסד,0,,0
מעייני הישועה,0,,0
