name,coronaOccupancy,normalOccupancy,isolatedTeam
שיבא,,98.03797149658203,127
יוספטל,,47.69230651855469,1
שמיר,,76.87991333007812,26
וולפסון,,74.52415466308594,22
זיו צפת,,72.33429718017578,28
הלל יפה,,82.5242691040039,31
נהריה,,79.25311279296875,18
ברזילי,,86.83333587646484,21
פוריה,,67.60563659667969,13
סוראסקי,,116.7378311157227,75
בני ציון,,81.0623550415039,13
רבין ק. בילינסון,,94.01197814941406,129
סורוקה,,,0
מאיר,,78.7917709350586,44
קפלן,,92.41876983642578,64
"רמב""ם",,92.68041229248047,40
הכרמל,,80.57259368896484,16
השרון ק. גולדה,,73.02904510498047,41
הדסה עין כרם,,,108
הסקוטי,,116.5413513183594,17
המשפחה הקדושה,,,0
סנט ג'וזף,,,0
שערי צדק,,101.4742050170898,82
אל מקאסד,,,0
לניאדו,,80.22283935546875,123
אוגוסטה ויקטוריה,,,0
מעייני הישועה,,97.46835327148438,20
אסותא אשדוד,,,8
שניידר,,,0
סנט וינסנט,,39.55223846435547,5
המרכזי בעמק,,72.93103790283203,44
