age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose
10-19,133537,16413,1505185,8.9,1.1
20-29,332021,103024,1277634,26,8.1
30-39,394974,142713,1186386,33.3,12
40-49,588916,229385,1080768,54.5,21.2
50-59,552637,296848,832687,66.4,35.6
60-69,560876,472025,735380,76.3,64.2
70-79,430215,383303,462148,93.1,82.9
80-89,191661,168995,222547,86.1,75.9
90+,45015,39187,50589,89,77.5
