period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,10280,1001,9.74
3_Month,0-9,20144,2842,14.11
6_Month,0-9,76044,25556,33.61
1_Year,0-9,1185742,526222,44.38
All,0-9,1716509,768029,44.74
1_Month,10-19,13235,2813,21.25
3_Month,10-19,28590,7274,25.44
6_Month,10-19,83046,25283,30.44
1_Year,10-19,1094663,559934,51.15
All,10-19,1632395,811212,49.69
1_Month,20-29,19490,4521,23.2
3_Month,20-29,42041,10894,25.91
6_Month,20-29,117584,38675,32.89
1_Year,20-29,970233,419840,43.27
All,20-29,1479042,609465,41.21
1_Month,30-39,18758,4834,25.77
3_Month,30-39,40639,11800,29.04
6_Month,30-39,123531,46405,37.57
1_Year,30-39,949799,464227,48.88
All,30-39,1376318,618106,44.91
1_Month,40-49,19311,5296,27.42
3_Month,40-49,42352,13238,31.26
6_Month,40-49,120794,47527,39.35
1_Year,40-49,870626,435839,50.06
All,40-49,1223061,562509,45.99
1_Month,50-59,19863,5376,27.07
3_Month,50-59,43579,13762,31.58
6_Month,50-59,115291,47063,40.82
1_Year,50-59,686241,318922,46.47
All,50-59,958787,404180,42.16
1_Month,60-69,22257,5829,26.19
3_Month,60-69,49499,15480,31.27
6_Month,60-69,126955,53290,41.98
1_Year,60-69,582876,255822,43.89
All,60-69,793254,311531,39.27
1_Month,70-79,24436,5650,23.12
3_Month,70-79,51647,15374,29.77
6_Month,70-79,120485,50936,42.28
1_Year,70-79,391455,175413,44.81
All,70-79,519815,205202,39.48
1_Month,80-89,21106,3272,15.5
3_Month,80-89,36499,8198,22.46
6_Month,80-89,67796,25093,37.01
1_Year,80-89,155270,72458,46.67
All,80-89,223234,87508,39.2
1_Month,90+,7788,1022,13.12
3_Month,90+,12529,2374,18.95
6_Month,90+,20377,6821,33.47
1_Year,90+,37656,18222,48.39
All,90+,58950,22866,38.79
