section,female,male,period
0-9,"{'amount': 43, 'percentage': 0.4}","{'amount': 68, 'percentage': 0.6}",שנה
0-9,"{'amount': 6, 'percentage': 0.2}","{'amount': 10, 'percentage': 0.3}",6 חודשים
0-9,"{'amount': 2, 'percentage': 0.3}","{'amount': 4, 'percentage': 0.7}",חודש אחרון
0-9,"{'amount': 2, 'percentage': 0.2}","{'amount': 4, 'percentage': 0.4}",3 חודשים
0-9,"{'amount': 80, 'percentage': 0.2}","{'amount': 128, 'percentage': 0.4}",מתחילת קורונה
10-19,"{'amount': 21, 'percentage': 0.2}","{'amount': 29, 'percentage': 0.3}",שנה
10-19,"{'amount': 3, 'percentage': 0.3}","{'amount': 2, 'percentage': 0.2}",3 חודשים
10-19,"{'amount': 1, 'percentage': 0.2}","{'amount': 2, 'percentage': 0.3}",חודש אחרון
10-19,"{'amount': 6, 'percentage': 0.2}","{'amount': 5, 'percentage': 0.2}",6 חודשים
10-19,"{'amount': 83, 'percentage': 0.3}","{'amount': 83, 'percentage': 0.3}",מתחילת קורונה
20-29,"{'amount': 37, 'percentage': 0.3}","{'amount': 50, 'percentage': 0.5}",שנה
20-29,"{'amount': 2, 'percentage': 0.3}","{'amount': 3, 'percentage': 0.5}",חודש אחרון
20-29,"{'amount': 2, 'percentage': 0.2}","{'amount': 4, 'percentage': 0.4}",3 חודשים
20-29,"{'amount': 286, 'percentage': 0.9}","{'amount': 254, 'percentage': 0.8}",מתחילת קורונה
20-29,"{'amount': 9, 'percentage': 0.3}","{'amount': 10, 'percentage': 0.3}",6 חודשים
30-39,"{'amount': 80, 'percentage': 0.7}","{'amount': 80, 'percentage': 0.7}",שנה
30-39,"{'amount': 10, 'percentage': 0.9}","{'amount': 7, 'percentage': 0.6}",3 חודשים
30-39,"{'amount': 4, 'percentage': 0.7}","{'amount': 7, 'percentage': 1.2}",חודש אחרון
30-39,"{'amount': 611, 'percentage': 1.9}","{'amount': 649, 'percentage': 2}",מתחילת קורונה
30-39,"{'amount': 16, 'percentage': 0.5}","{'amount': 19, 'percentage': 0.6}",6 חודשים
40-49,"{'amount': 108, 'percentage': 1}","{'amount': 173, 'percentage': 1.6}",שנה
40-49,"{'amount': 5, 'percentage': 0.5}","{'amount': 12, 'percentage': 1.1}",3 חודשים
40-49,"{'amount': 3, 'percentage': 0.5}","{'amount': 7, 'percentage': 1.2}",חודש אחרון
40-49,"{'amount': 989, 'percentage': 3}","{'amount': 1445, 'percentage': 4.4}",מתחילת קורונה
40-49,"{'amount': 22, 'percentage': 0.7}","{'amount': 31, 'percentage': 1}",6 חודשים
50-59,"{'amount': 270, 'percentage': 2.5}","{'amount': 397, 'percentage': 3.7}",שנה
50-59,"{'amount': 19, 'percentage': 1.7}","{'amount': 30, 'percentage': 2.7}",3 חודשים
50-59,"{'amount': 8, 'percentage': 1.4}","{'amount': 15, 'percentage': 2.6}",חודש אחרון
50-59,"{'amount': 1642, 'percentage': 5}","{'amount': 2331, 'percentage': 7.1}",מתחילת קורונה
50-59,"{'amount': 59, 'percentage': 1.9}","{'amount': 90, 'percentage': 2.8}",6 חודשים
60-69,"{'amount': 597, 'percentage': 5.6}","{'amount': 894, 'percentage': 8.4}",שנה
60-69,"{'amount': 41, 'percentage': 3.7}","{'amount': 77, 'percentage': 7}",3 חודשים
60-69,"{'amount': 24, 'percentage': 4.1}","{'amount': 42, 'percentage': 7.1}",חודש אחרון
60-69,"{'amount': 2398, 'percentage': 7.3}","{'amount': 3579, 'percentage': 10.9}",מתחילת קורונה
60-69,"{'amount': 144, 'percentage': 4.6}","{'amount': 244, 'percentage': 7.7}",6 חודשים
70-79,"{'amount': 1165, 'percentage': 10.9}","{'amount': 1528, 'percentage': 14.3}",שנה
70-79,"{'amount': 139, 'percentage': 12.6}","{'amount': 175, 'percentage': 15.9}",3 חודשים
70-79,"{'amount': 76, 'percentage': 12.9}","{'amount': 92, 'percentage': 15.6}",חודש אחרון
70-79,"{'amount': 375, 'percentage': 11.9}","{'amount': 462, 'percentage': 14.6}",6 חודשים
70-79,"{'amount': 3244, 'percentage': 9.9}","{'amount': 4252, 'percentage': 12.9}",מתחילת קורונה
80-89,"{'amount': 1725, 'percentage': 16.2}","{'amount': 1697, 'percentage': 15.9}",שנה
80-89,"{'amount': 99, 'percentage': 16.8}","{'amount': 95, 'percentage': 16.2}",חודש אחרון
80-89,"{'amount': 543, 'percentage': 17.2}","{'amount': 544, 'percentage': 17.2}",6 חודשים
80-89,"{'amount': 187, 'percentage': 17}","{'amount': 190, 'percentage': 17.3}",3 חודשים
80-89,"{'amount': 3830, 'percentage': 11.6}","{'amount': 3738, 'percentage': 11.4}",מתחילת קורונה
90+,"{'amount': 995, 'percentage': 9.3}","{'amount': 719, 'percentage': 6.7}",שנה
90+,"{'amount': 57, 'percentage': 9.7}","{'amount': 45, 'percentage': 7.7}",חודש אחרון
90+,"{'amount': 344, 'percentage': 10.9}","{'amount': 219, 'percentage': 6.9}",6 חודשים
90+,"{'amount': 107, 'percentage': 9.7}","{'amount': 83, 'percentage': 7.6}",3 חודשים
90+,"{'amount': 1966, 'percentage': 6}","{'amount': 1323, 'percentage': 4}",מתחילת קורונה
