period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,123682,36539,29.54
3_Month,0-9,1062008,460618,43.37
6_Month,0-9,1241358,500834,40.35
1_Year,0-9,1484057,612747,41.29
All,0-9,1681331,720585,42.86
1_Month,10-19,127330,36612,28.75
3_Month,10-19,924112,480763,52.02
6_Month,10-19,1146039,536581,46.82
1_Year,10-19,1373535,619413,45.1
All,10-19,1593841,764641,47.97
1_Month,20-29,168338,42008,24.95
3_Month,20-29,758381,327894,43.24
6_Month,20-29,971747,364284,37.49
1_Year,20-29,1185076,424080,35.79
All,20-29,1406312,546352,38.85
1_Month,30-39,169731,46508,27.4
3_Month,30-39,766045,360740,47.09
6_Month,30-39,941350,391259,41.56
1_Year,30-39,1125692,451763,40.13
All,30-39,1304719,538639,41.28
1_Month,40-49,166933,44150,26.45
3_Month,40-49,705597,330675,46.86
6_Month,40-49,856660,358489,41.85
1_Year,40-49,1005725,405253,40.29
All,40-49,1156854,479990,41.49
1_Month,50-59,149242,34543,23.15
3_Month,50-59,528519,220332,41.69
6_Month,50-59,650032,236444,36.37
1_Year,50-59,764840,263275,34.42
All,50-59,888497,320925,36.12
1_Month,60-69,134126,27716,20.66
3_Month,60-69,433275,149524,34.51
6_Month,60-69,529418,160222,30.26
1_Year,60-69,622089,177220,28.49
All,60-69,720297,215901,29.97
1_Month,70-79,92049,17805,19.34
3_Month,70-79,267190,80045,29.96
6_Month,70-79,327991,85732,26.14
1_Year,70-79,388126,95063,24.49
All,70-79,452111,115574,25.56
1_Month,80-89,39009,6241,16
3_Month,80-89,102728,30862,30.04
6_Month,80-89,124281,32745,26.35
1_Year,80-89,151828,37233,24.52
All,80-89,192542,48230,25.05
1_Month,90+,10351,1288,12.44
3_Month,90+,24784,7880,31.79
6_Month,90+,29615,8318,28.09
1_Year,90+,36689,9506,25.91
All,90+,50237,13185,26.25
