cityDesc,activeSickKids,activeSickKidsPerc,totalActiveSick,activeSickNormalized,cityScore,cityColour,totalPopulation
אבו ג'ווייעד (שבט),קטן מ-15,אין מידע,24,51.62,6.07,כתום,4649
אבו גוש,קטן מ-15,אין מידע,54,68.68,7.74,אדום,7862
אבו סנאן,קטן מ-15,אין מידע,46,32.15,5.67,צהוב,14306
אבן יהודה,25,17.73,141,100.46,8.48,אדום,14036
אום אל-פחם,קטן מ-15,אין מידע,34,6.00,3.78,ירוק,56713
אופקים,53,28.80,184,56.83,8.71,אדום,32378
אור יהודה,39,19.02,205,56.03,7.19,כתום,36587
אור עקיבא,26,18.44,141,72.62,8.66,אדום,19417
אורנית,קטן מ-15,אין מידע,76,84.35,8.98,אדום,9010
אזור,23,28.05,82,61.99,8.71,אדום,13228
אילת,65,21.74,299,56.94,7.78,אדום,52507
אכסאל,קטן מ-15,אין מידע,17,11.30,4.42,ירוק,15039
אלון שבות,קטן מ-15,אין מידע,18,57.86,7.45,כתום,3111
אלעד,16,34.78,46,9.35,5.39,צהוב,49179
אלפי מנשה,קטן מ-15,אין מידע,64,79.89,8.85,אדום,8011
אלקנה,קטן מ-15,אין מידע,66,166.71,9.51,אדום,3959
אעבלין,קטן מ-15,אין מידע,20,14.80,5.75,צהוב,13515
אפרת,16,22.54,71,62.17,7.67,אדום,11420
אריאל,26,19.70,132,64.43,8.92,אדום,20488
אשדוד,223,17.64,1264,55.85,8.65,אדום,226329
אשקלון,214,18.89,1133,77.37,9.2,אדום,146442
באקה אל-גרביה,קטן מ-15,אין מידע,47,15.44,5.04,צהוב,30448
באר יעקב,70,32.86,213,73.91,9.53,אדום,28818
באר שבע,372,19.80,1879,89.21,9.12,אדום,210624
בית אל,קטן מ-15,אין מידע,22,37.12,9.6,אדום,5926
בית אריה,קטן מ-15,אין מידע,26,48.67,8.54,אדום,5342
בית דגן,קטן מ-15,אין מידע,48,65.77,8.05,אדום,7298
בית חשמונאי,קטן מ-15,אין מידע,20,91.37,8.7,אדום,2189
בית יצחק-שער חפר,0,0,16,74.63,8.91,אדום,2144
בית שאן,28,16.77,167,87.99,8.55,אדום,18980
בית שמש,47,19.50,241,18.23,5.71,צהוב,132210
בני ברק,16,11.51,139,6.68,3.82,ירוק,208031
"בני עי""ש",קטן מ-15,אין מידע,27,39.12,7.02,כתום,6902
בנימינה-גבעת עדה,28,21.05,133,83.28,8.82,אדום,15971
בת חפר,קטן מ-15,אין מידע,41,77.68,9.14,אדום,5278
בת ים,125,15.28,818,64.02,7.82,אדום,127772
ג'דיידה-מכר,קטן מ-15,אין מידע,23,10.78,5.55,צהוב,21331
גבע בנימין,קטן מ-15,אין מידע,24,41.69,9.5,אדום,5757
גבעת אבני,קטן מ-15,אין מידע,24,115.38,7.91,אדום,2080
גבעת ברנר,קטן מ-15,אין מידע,29,108.82,8,אדום,2665
גבעת זאב,קטן מ-15,אין מידע,62,32.28,7.03,כתום,19205
גבעת שמואל,62,27.80,223,81.88,8.39,אדום,27236
