city,diff,percentOfCityPopulation,sickCount,status,testsCount
ירושלים,1.594400155551235,0.5610605709180562,5225,,128149
בני ברק,1.147278548559232,1.887891796061871,3791,,53624
תל אביב - יפו,2.4636765634870503,0.3553830007734291,1622,,61597
אשדוד,4.576659038901601,0.40494978002454507,914,בסגר חלקי,26074
בית שמש,1.8413597733711051,0.5668290683190641,719,,12888
פתח תקווה,1.724137931034483,0.2402935654270506,590,,30013
מודיעין עילית,2.105263157894737,0.7561289316755662,582,,10382
בת ים,3.074141048824593,0.4389071980780485,570,,19167
אלעד,1.717557251908397,1.120972490956507,533,בסגר חלקי,8790
ביתר עילית,3.619909502262444,0.7429275888917727,458,,6363
ראשון לציון,2.981651376146789,0.1849258649093904,449,,26719
באר שבע,0.8988764044943821,0.2277245800535584,449,,29726
חולון,2.941176470588235,0.22479126525369297,420,,22988
נתניה,1.881720430107527,0.1747373177130159,379,,19855
רמת גן,3.927492447129909,0.23389904264577893,344,,19623
אשקלון,1.538461538461539,0.23269424681103112,330,,16560
חיפה,0.6153846153846154,0.11959403858462099,327,,26832
רהט,1.238390092879257,0.4886650626896006,327,בסגר חלקי,7455
טבריה,3.821656050955414,0.7254116599910992,326,בסגר חלקי,8471
ערערה-בנגב,0,1.541010770505385,279,בסגר חלקי,4065
רחובות,1.6194331983805672,0.1802565244244,251,,16517
אור יהודה,0.8658008658008658,0.6702528550470327,233,,5812
חורה,0,1.252609603340292,222,,2938
לוד,1.8604651162790702,0.2870662874070967,219,בסגר חלקי,7511
רמלה,2.9702970297029703,0.2746636031110935,208,,7972
הרצליה,6.282722513089005,0.2188301748485437,203,,10683
רעננה,4.123711340206186,0.2686491734383104,202,,10492
קרית גת,4.123711340206186,0.3513654548617151,202,,6461
מודיעין-מכבים-רעות,4.4692737430167595,0.21351663031936152,187,,9400
דייר אל-אסד,0,1.214864221057647,153,,4987
דימונה,3.4246575342465753,0.4227086949218969,151,,5960
נתיבות,1.36986301369863,0.3846253800774449,148,,4299
כפר סבא,3.053435114503817,0.13778040864648608,135,,11444
אום אל-פחם,1.550387596899225,0.23313756896244878,131,,4817
צפת,0.78125,0.3586621069313538,129,,4206
באקה אל-גרביה,3.225806451612903,0.43295900419429045,128,,3788
חדרה,5.405405405405405,0.1225592893656248,117,,13767
כפר קאסם,10.20408163265306,0.4486167649746614,108,,2878
יבנה,4.040404040404041,0.22192058259539352,103,,4953
מגדל העמק,0,0.3919157765311611,102,,2908
ראש העין,4.081632653061225,0.1716593739481656,102,,6318
נהריה,3.03030303030303,0.170585677492725,102,,8544
קרית מלאכי,7.777777777777778,0.3974758236354696,97,,1887
עפולה,2.150537634408602,0.1777195772144795,95,,4732
יהוד,2.150537634408602,0.3274055693410532,95,,3180
שדרות,1.149425287356322,0.3252753751755748,88,,4559
גבעתיים,1.176470588235294,0.1555885226327025,86,,6390
קרית אונו,1.204819277108434,0.22407170294494239,84,,4341
הוד השרון,2.469135802469136,0.1384764256398278,83,,5817
אופקים,3.896103896103896,0.2512957436783415,80,,3598
אילת,1.265822784810127,0.1414327133866063,80,,4010
גבעת זאב,2.7027027027027026,0.3996634413125789,76,,2533
רכסים,0,0.605229180116204,75,,1835
כוכב יעקב,0,0.8168289135056507,73,,1029
טייבה,2.857142857142857,0.1637927112243505,72,,3652
רמת השרון,5.882352941176471,0.1588036789518957,72,,4534
מעלה אדומים,6.0606060606060606,0.1866915588745166,70,,5429
גדרה,0,0.27304850626405397,68,,4453
אפרת,0,0.5700254319038849,65,,1739
גני תקווה,0,0.3160270880361174,63,,2575
כרמיאל,0,0.1290239339397458,60,,4541
גבעת שמואל,0,0.231287634087012,58,,2905
באר יעקב,1.785714285714286,0.2204858424880087,57,,2543
שוהם,1.886792452830189,0.2695417789757413,54,,2754
ג'ת,3.9215686274509802,0.4342126822873996,53,,1835
