name,score,governmentColor,sickTo10000,positiveTests,growthLastWeek,activeSick,color,date,firstDose,secondDose,activeSickTo1000
פרדסיה,2,ירוק,0.0,0,0, 0 ,ירוק,2021-05-01T00:00:00.000Z,72.42364976681209,70.27230329471942,0.0
פסגות,3.5,ירוק,4.8,0.025641025641,0, קטן מ-15 ,ירוק,2021-05-01T00:00:00.000Z,46.59361600762268,43.63982848975703,
אבו גוש,3.9,צהוב,5.1,0.0071174377224,0, קטן מ-15 ,צהוב,2021-05-01T00:00:00.000Z,65.77206817603664,58.48384634952938,
מעגלים,2,ירוק,0.0,0,0, 0 ,ירוק,2021-05-01T00:00:00.000Z,47.91868344627299,44.19167473378509,0.0
בועיינה-נוג'ידאת,2,ירוק,0.0,0,0, 0 ,ירוק,2021-05-01T00:00:00.000Z,56.69763260413545,51.21366496853461,0.0
טמרה,2.1,ירוק,0.0,0,0, קטן מ-15 ,ירוק,2021-05-01T00:00:00.000Z,53.49551048509711,47.95605152184515,
טורעאן,2,ירוק,0.0,0,0, קטן מ-15 ,ירוק,2021-05-01T00:00:00.000Z,55.09015256588072,50.51317614424411,
רמת השרון,2,ירוק,0.0,0,0, קטן מ-15 ,ירוק,2021-05-01T00:00:00.000Z,69.9991575755023,68.00050545469863,
מג'דל שמס,2.6,ירוק,0.9,0.0058479532163,0, קטן מ-15 ,ירוק,2021-05-01T00:00:00.000Z,58.27997154037708,49.6264674493063,
אבו סנאן,1.9,צהוב,1.4,0.0083333333333,0, קטן מ-15 ,צהוב,2021-05-01T00:00:00.000Z,54.515587865231375,49.87417866629386,
רמלה,0.8,ירוק,0.4,0.0024979184013,0, קטן מ-15 ,ירוק,2021-05-01T00:00:00.000Z,56.08623850825065,51.25677801906298,
חיפה,0.6,ירוק,0.2,0.0013030528667,0,30,ירוק,2021-05-01T00:00:00.000Z,66.10370515929132,63.234741965253825,1.1
אכסאל,2,ירוק,0.0,0,0, 0 ,ירוק,2021-05-01T00:00:00.000Z,55.509009907573635,50.46213179067757,0.0
"בני עי""ש",3,ירוק,8.7,0.032967032967,0, קטן מ-15 ,ירוק,2021-05-01T00:00:00.000Z,63.822080556360476,60.750507099391484,
כוכב יעקב,2.2,ירוק,1.1,0.0091743119266,0, קטן מ-15 ,ירוק,2021-05-01T00:00:00.000Z,28.265260323159787,24.92145421903052,
סולם,2.9,ירוק,0.0,0,0, קטן מ-15 ,ירוק,2021-05-01T00:00:00.000Z,64.08610271903324,59.17673716012085,
טייבה,2.7,ירוק,2.0,0.0238095238095,-0.09090909090910004,19,ירוק,2021-05-01T00:00:00.000Z,45.80323897537122,41.38441523484814,4.3
נוקדים,2,ירוק,0.0,0,0, 0 ,ירוק,2021-05-01T00:00:00.000Z,36.37770897832817,34.55882352941176,0.0
ברקת,2,ירוק,0.0,0,0, 0 ,ירוק,2021-05-01T00:00:00.000Z,37.149643705463184,32.541567695961994,0.0
מסעודין אל-עזאזמה,2.6,ירוק,1.7,0.078947368421,0, קטן מ-15 ,ירוק,2021-05-01T00:00:00.000Z,5.0258021090419565,4.1115099842943685,
כסרא-סמיע,2.1,צהוב,0.0,0,0, קטן מ-15 ,צהוב,2021-05-01T00:00:00.000Z,56.660726219648026,50.92448206727557,
קלנסווה,1.3,ירוק,0.4,0.0067114093959,0, קטן מ-15 ,ירוק,2021-05-01T00:00:00.000Z,46.63201397469217,41.13586979677048,
גדרה,1.1,ירוק,0.3,0.001321003963,0, קטן מ-15 ,ירוק,2021-05-01T00:00:00.000Z,57.42752994271828,54.89324770005207,
גני תקווה,1.4,ירוק,0.5,0.0016778523489,0, קטן מ-15 ,ירוק,2021-05-01T00:00:00.000Z,63.962246605914075,61.790961502696675,
בית ג'ן,5.2,צהוב,11.5,0.0380434782608,0.3999999999999999,22,צהוב,2021-05-01T00:00:00.000Z,55.69890705892021,49.6671871147999,18.1
קציר,2,ירוק,0.0,0,0, 0 ,ירוק,2021-05-01T00:00:00.000Z,55.83361515049036,54.34562056137978,0.0
נצרת,0.7,ירוק,0.1,0.0010672358591,0, קטן מ-15 ,ירוק,2021-05-01T00:00:00.000Z,55.65003730671264,50.67409370417063,
גן נר,2,ירוק,0.0,0,0, 0 ,ירוק,2021-05-01T00:00:00.000Z,74.85185185185185,72.18518518518519,0.0
עין קנייא,2,ירוק,0.0,0,0, 0 ,ירוק,2021-05-01T00:00:00.000Z,66.21558562762483,59.68268782081194,0.0
אטרש (שבט),4.3,ירוק,2.8,0.0666666666666,0, קטן מ-15 ,ירוק,2021-05-01T00:00:00.000Z,8.19899944413563,6.559199555308505,
סייד (שבט),2,ירוק,0.0,0,0, 0 ,ירוק,2021-05-01T00:00:00.000Z,7.261794634597594,5.642923219241443,0.0
בית דגן,2,ירוק,0.0,0,0, קטן מ-15 ,ירוק,2021-05-01T00:00:00.000Z,61.37297889832831,58.35845437106057,
כסיפה,1.6,ירוק,0.4,0.0144927536231,0, קטן מ-15 ,ירוק,2021-05-01T00:00:00.000Z,18.007850834151128,15.474172539923275,
חורה,2.5,ירוק,0.4,0.016129032258,0, קטן מ-15 ,ירוק,2021-05-01T00:00:00.000Z,19.98092099557714,16.93261642528835,
אלעד,2,ירוק,0.0,0,0, 0 ,ירוק,2021-05-01T00:00:00.000Z,25.561723499867828,21.13910408914374,0.0
נופית,2,ירוק,0.0,0,0, 0 ,ירוק,2021-05-01T00:00:00.000Z,76.26339969372128,74.3874425727412,0.0
שערי תקווה,2.6,ירוק,3.3,0.012048192771,0, קטן מ-15 ,ירוק,2021-05-01T00:00:00.000Z,59.87766572987271,57.464043643577455,
פוריידיס,2,ירוק,0.0,0,0, קטן מ-15 ,ירוק,2021-05-01T00:00:00.000Z,55.383585088176204,50.539474663293404,
ג'ש (גוש חלב),2,ירוק,0.0,0,0, 0 ,ירוק,2021-05-01T00:00:00.000Z,61.69871794871795,57.692307692307686,0.0
יאנוח-ג'ת,2,ירוק,0.0,0,0, קטן מ-15 ,ירוק,2021-05-01T00:00:00.000Z,56.271186440677965,50.420044215180546,
מתן,2,ירוק,0.0,0,0, 0 ,ירוק,2021-05-01T00:00:00.000Z,68.56749311294766,66.91460055096418,0.0
ראמה,2.6,כתום,1.3,0.0084033613445,0, קטן מ-15 ,כתום,2021-05-01T00:00:00.000Z,68.4400360685302,63.17145433466443,
יד בנימין,2,ירוק,0.0,0,0, 0 ,ירוק,2021-05-01T00:00:00.000Z,42.127559425747236,39.397505295363615,0.0
דייר חנא,2,ירוק,0.0,0,0, קטן מ-15 ,ירוק,2021-05-01T00:00:00.000Z,57.03222105363801,51.41026866813271,
מעלה אדומים,1.6,ירוק,0.5,0.0011614401858,-0.375, קטן מ-15 ,ירוק,2021-05-01T00:00:00.000Z,64.20295222475,60.76133537908047,
קרית עקרון,2,ירוק,0.0,0,0, 0 ,ירוק,2021-05-01T00:00:00.000Z,60.993293456588724,57.69439912996194,0.0
שייח' דנון,2,צהוב,0.0,0,0, 0 ,צהוב,2021-05-01T00:00:00.000Z,55.34741144414169,51.328337874659404,0.0
מעלות-תרשיחא,2,ירוק,0.0,0,0, קטן מ-15 ,ירוק,2021-05-01T00:00:00.000Z,64.70349309504468,61.5624153804495,
גני מודיעין,4.5,ירוק,7.4,0.0425531914893,0, קטן מ-15 ,ירוק,2021-05-01T00:00:00.000Z,28.280961182994456,25.730129390018487,
אורנית,2,ירוק,0.0,0,0, קטן מ-15 ,ירוק,2021-05-01T00:00:00.000Z,68.86792452830188,67.15871254162042,
