age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose
10-19,342907,306930,1538337,22.3,20
20-29,993184,904623,1300361,76.4,69.6
30-39,962840,894404,1197026,80.4,74.7
40-49,927291,870185,1098556,84.4,79.2
50-59,756434,712112,849966,89,83.8
60-69,667476,637277,741639,90,85.9
70-79,482791,466682,490784,98.4,95.1
80-89,216216,208582,225538,95.9,92.5
90+,51146,48489,51496,99.3,94.2
