section,male,female,period,order_period
0-9,"{'amount': 6, 'percentage': 0.4}","{'amount': 8, 'percentage': 0.5}",3 חודשים,4
0-9,"{'amount': 26, 'percentage': 0.5}","{'amount': 20, 'percentage': 0.4}",6 חודשים,3
0-9,"{'amount': 43, 'percentage': 0.3}","{'amount': 33, 'percentage': 0.2}",שנה,2
0-9,"{'amount': 54, 'percentage': 0.2}","{'amount': 40, 'percentage': 0.2}",מתחילת קורונה,1
0-9,"{'amount': 0, 'percentage': 0}","{'amount': 2, 'percentage': 1.1}",חודש אחרון,5
10-19,"{'amount': 47, 'percentage': 0.2}","{'amount': 57, 'percentage': 0.3}",מתחילת קורונה,1
10-19,"{'amount': 29, 'percentage': 0.2}","{'amount': 43, 'percentage': 0.3}",שנה,2
10-19,"{'amount': 16, 'percentage': 0.3}","{'amount': 20, 'percentage': 0.4}",6 חודשים,3
10-19,"{'amount': 7, 'percentage': 0.5}","{'amount': 9, 'percentage': 0.6}",3 חודשים,4
10-19,"{'amount': 1, 'percentage': 0.5}","{'amount': 2, 'percentage': 1.1}",חודש אחרון,5
20-29,"{'amount': 135, 'percentage': 1}","{'amount': 166, 'percentage': 1.2}",שנה,2
20-29,"{'amount': 180, 'percentage': 0.8}","{'amount': 233, 'percentage': 1}",מתחילת קורונה,1
20-29,"{'amount': 1, 'percentage': 0.5}","{'amount': 4, 'percentage': 2.2}",חודש אחרון,5
20-29,"{'amount': 48, 'percentage': 0.9}","{'amount': 69, 'percentage': 1.3}",6 חודשים,3
20-29,"{'amount': 14, 'percentage': 0.9}","{'amount': 30, 'percentage': 2}",3 חודשים,4
30-39,"{'amount': 45, 'percentage': 3}","{'amount': 49, 'percentage': 3.3}",3 חודשים,4
30-39,"{'amount': 164, 'percentage': 3}","{'amount': 155, 'percentage': 2.8}",6 חודשים,3
30-39,"{'amount': 386, 'percentage': 2.7}","{'amount': 378, 'percentage': 2.7}",שנה,2
30-39,"{'amount': 543, 'percentage': 2.4}","{'amount': 498, 'percentage': 2.2}",מתחילת קורונה,1
30-39,"{'amount': 6, 'percentage': 3.2}","{'amount': 8, 'percentage': 4.3}",חודש אחרון,5
40-49,"{'amount': 843, 'percentage': 6}","{'amount': 603, 'percentage': 4.3}",שנה,2
40-49,"{'amount': 328, 'percentage': 6}","{'amount': 243, 'percentage': 4.4}",6 חודשים,3
40-49,"{'amount': 14, 'percentage': 7.5}","{'amount': 12, 'percentage': 6.5}",חודש אחרון,5
40-49,"{'amount': 1226, 'percentage': 5.5}","{'amount': 817, 'percentage': 3.7}",מתחילת קורונה,1
40-49,"{'amount': 109, 'percentage': 7.3}","{'amount': 77, 'percentage': 5.2}",3 חודשים,4
50-59,"{'amount': 140, 'percentage': 9.4}","{'amount': 115, 'percentage': 7.7}",3 חודשים,4
50-59,"{'amount': 438, 'percentage': 8}","{'amount': 328, 'percentage': 6}",6 חודשים,3
50-59,"{'amount': 1233, 'percentage': 8.7}","{'amount': 864, 'percentage': 6.1}",שנה,2
50-59,"{'amount': 1933, 'percentage': 8.7}","{'amount': 1328, 'percentage': 5.9}",מתחילת קורונה,1
50-59,"{'amount': 10, 'percentage': 5.4}","{'amount': 13, 'percentage': 7}",חודש אחרון,5
60-69,"{'amount': 1548, 'percentage': 11}","{'amount': 1125, 'percentage': 8}",שנה,2
60-69,"{'amount': 169, 'percentage': 11.3}","{'amount': 127, 'percentage': 8.5}",3 חודשים,4
60-69,"{'amount': 2700, 'percentage': 12.1}","{'amount': 1778, 'percentage': 8}",מתחילת קורונה,1
60-69,"{'amount': 594, 'percentage': 10.8}","{'amount': 449, 'percentage': 8.2}",6 חודשים,3
60-69,"{'amount': 21, 'percentage': 11.3}","{'amount': 14, 'percentage': 7.5}",חודש אחרון,5
70-79,"{'amount': 19, 'percentage': 10.2}","{'amount': 16, 'percentage': 8.6}",חודש אחרון,5
70-79,"{'amount': 1627, 'percentage': 11.5}","{'amount': 1342, 'percentage': 9.5}",שנה,2
70-79,"{'amount': 626, 'percentage': 11.4}","{'amount': 515, 'percentage': 9.4}",6 חודשים,3
70-79,"{'amount': 2862, 'percentage': 12.8}","{'amount': 2089, 'percentage': 9.3}",מתחילת קורונה,1
70-79,"{'amount': 138, 'percentage': 9.2}","{'amount': 147, 'percentage': 9.9}",3 חודשים,4
80-89,"{'amount': 102, 'percentage': 6.8}","{'amount': 119, 'percentage': 8}",3 חודשים,4
80-89,"{'amount': 537, 'percentage': 9.8}","{'amount': 535, 'percentage': 9.7}",6 חודשים,3
80-89,"{'amount': 1303, 'percentage': 9.2}","{'amount': 1390, 'percentage': 9.8}",שנה,2
80-89,"{'amount': 2117, 'percentage': 9.5}","{'amount': 2158, 'percentage': 9.7}",מתחילת קורונה,1
80-89,"{'amount': 16, 'percentage': 8.6}","{'amount': 17, 'percentage': 9.1}",חודש אחרון,5
90+,"{'amount': 133, 'percentage': 2.4}","{'amount': 259, 'percentage': 4.7}",6 חודשים,3
90+,"{'amount': 414, 'percentage': 2.9}","{'amount': 622, 'percentage': 4.4}",שנה,2
90+,"{'amount': 653, 'percentage': 2.9}","{'amount': 1033, 'percentage': 4.6}",מתחילת קורונה,1
90+,"{'amount': 2, 'percentage': 1.1}","{'amount': 8, 'percentage': 4.3}",חודש אחרון,5
90+,"{'amount': 33, 'percentage': 2.2}","{'amount': 48, 'percentage': 3.2}",3 חודשים,4
