gender,age,period,count_verified,verified_percentage,count_dead,dead_percentage,count_breathe,breathe_percentage,count_severe,severe_percentage,count_hospitalized,hospitalized_percentage
זכר,0-9,מתחילת קורונה,418235,10.2,7,0.1,31,0.5,111,0.4,2774,3.6
זכר,0-9,6 חודשים,278480,10.1,4,0.2,17,1.2,54,0.8,1402,5.7
זכר,0-9,שנה,349809,10.7,5,0.1,23,1,80,0.7,1889,5.2
זכר,0-9,חודש אחרון,3690,5.8,0,0,1,0.8,1,0.3,49,3
זכר,0-9,3 חודשים,36525,7.1,0,0,6,1.1,17,0.9,369,5
נקבה,0-9,שנה,284880,8.7,2,0,8,0.3,55,0.5,1574,4.3
נקבה,0-9,חודש אחרון,3163,5,0,0,0,0,0,0,33,2
נקבה,0-9,מתחילת קורונה,342872,8.4,5,0,15,0.2,73,0.3,2285,3
נקבה,0-9,3 חודשים,28992,5.7,0,0,3,0.5,10,0.5,300,4.1
נקבה,0-9,6 חודשים,219567,8,2,0.1,8,0.6,36,0.5,1160,4.7
זכר,10-19,חודש אחרון,3343,5.3,0,0,0,0,1,0.3,19,1.2
זכר,10-19,3 חודשים,31759,6.2,1,0.2,3,0.5,4,0.2,79,1.1
זכר,10-19,שנה,322011,9.9,5,0.1,14,0.6,41,0.3,513,1.4
זכר,10-19,מתחילת קורונה,418332,10.2,7,0.1,23,0.4,77,0.3,969,1.3
זכר,10-19,6 חודשים,269589,9.8,4,0.2,9,0.6,25,0.4,345,1.4
נקבה,10-19,מתחילת קורונה,408115,10,8,0.1,24,0.4,78,0.3,1102,1.4
נקבה,10-19,6 חודשים,268809,9.7,3,0.1,10,0.7,17,0.2,369,1.5
נקבה,10-19,שנה,322918,9.9,4,0.1,16,0.7,35,0.3,590,1.6
נקבה,10-19,חודש אחרון,3519,5.5,1,1.1,2,1.5,1,0.3,15,0.9
נקבה,10-19,3 חודשים,32459,6.3,1,0.2,3,0.5,6,0.3,83,1.1
זכר,20-29,מתחילת קורונה,245087,6,24,0.2,54,0.9,243,0.8,1528,2
זכר,20-29,חודש אחרון,2381,3.8,0,0,0,0,4,1.1,14,0.9
זכר,20-29,שנה,174505,5.4,5,0.1,22,0.9,93,0.8,596,1.6
זכר,20-29,3 חודשים,26792,5.2,1,0.2,4,0.7,11,0.6,106,1.4
זכר,20-29,6 חודשים,145315,5.3,2,0.1,11,0.8,40,0.6,365,1.5
נקבה,20-29,חודש אחרון,3728,5.9,0,0,1,0.8,0,0,61,3.8
נקבה,20-29,שנה,266369,8.2,9,0.2,20,0.8,97,0.8,2454,6.7
נקבה,20-29,מתחילת קורונה,350279,8.6,22,0.2,57,0.9,271,0.9,4896,6.4
נקבה,20-29,3 חודשים,40101,7.8,0,0,1,0.2,4,0.2,324,4.4
נקבה,20-29,6 חודשים,227893,8.3,6,0.2,13,0.9,26,0.4,1679,6.9
