cityDesc,activeSickKids,activeSickKidsPerc,totalActiveSick,activeSickNormalized,cityScore,cityColour,totalPopulation
ABU GHOSH,קטן מ-15,אין מידע,24,30.53,5.35,צהוב,7862
ABU SINAN,קטן מ-15,אין מידע,24,16.78,4.37,ירוק,14306
AFULA,קטן מ-15,אין מידע,52,9.15,4.97,צהוב,56844
AKKO,קטן מ-15,אין מידע,50,10.10,4.24,ירוק,49517
ALFE MENASHE,קטן מ-15,אין מידע,17,21.22,6.56,כתום,8011
ARAD,קטן מ-15,אין מידע,56,20.61,6.23,כתום,27170
ARI'EL,קטן מ-15,אין מידע,30,14.64,6.44,כתום,20488
ASHDOD,44,14.10,312,13.79,5.56,צהוב,226329
ASHQELON,63,22.42,281,19.19,6.17,כתום,146442
AZOR,קטן מ-15,אין מידע,24,18.14,5.52,צהוב,13228
BAT YAM,18,9.63,187,14.64,5.39,צהוב,127772
BE'ER SHEVA,81,19.47,416,19.75,5.49,צהוב,210624
BE'ER YA'AQOV,קטן מ-15,אין מידע,40,13.88,5.45,צהוב,28818
BENE BERAQ,קטן מ-15,אין מידע,40,1.92,2.22,ירוק,208031
BET SHE'AN,קטן מ-15,אין מידע,18,9.48,4.66,צהוב,18980
BET SHEMESH,קטן מ-15,אין מידע,70,5.29,3.86,ירוק,132210
BINYAMINA-GIV'AT ADA,קטן מ-15,אין מידע,42,26.30,7.01,כתום,15971
DIMONA,17,25.37,67,19.17,5.55,צהוב,34954
ELAT,16,16.67,96,18.28,4.85,צהוב,52507
EVEN YEHUDA,קטן מ-15,אין מידע,38,27.07,6.32,כתום,14036
GAN YAVNE,קטן מ-15,אין מידע,27,11.30,6.38,כתום,23887
GANNE TIQWA,קטן מ-15,אין מידע,61,28.36,6.65,כתום,21508
GEDERA,22,30.99,71,24.65,6.69,כתום,28805
GIV'AT SHEMU'EL,קטן מ-15,אין מידע,69,25.33,7.06,כתום,27236
GIV'ATAYIM,23,16.91,136,22.34,6.45,כתום,60872
HADERA,19,13.67,139,14.05,5.49,צהוב,98928
HAIFA,58,9.46,613,21.51,5.81,צהוב,284981
HARISH,קטן מ-15,אין מידע,17,8.67,4.51,צהוב,19608
HERZLIYYA,34,12.59,270,27.22,6.18,כתום,99208
HOD HASHARON,33,23.08,143,22.08,6.01,כתום,64755
HOLON,39,12.62,309,15.72,5.65,צהוב,196510
JERUSALEM,169,15.17,1114,11.69,4.63,צהוב,952916
KARMI'EL,קטן מ-15,אין מידע,80,17.32,5.63,צהוב,46190
KEFAR SAVA,41,12.58,326,32.07,5.92,צהוב,101664
KEFAR WERADIM,קטן מ-15,אין מידע,19,34.58,7.34,כתום,5495
KEFAR YONA,קטן מ-15,אין מידע,43,16.45,6.48,כתום,26140
KOKHAV YA'IR,0,0,18,20.60,4.95,צהוב,8738
LEHAVIM,קטן מ-15,אין מידע,19,28.61,6.22,כתום,6641
LOD,24,24.00,100,12.38,4.88,צהוב,80786
MA'ALE ADUMMIM,קטן מ-15,אין מידע,42,11.11,5.44,צהוב,37802
MA'ALOT-TARSHIHA,קטן מ-15,אין מידע,23,10.38,4.95,צהוב,22158
MAZKERET BATYA,קטן מ-15,אין מידע,22,14.57,4.86,צהוב,15095
METAR,קטן מ-15,אין מידע,25,25.09,7.41,כתום,9963
MEVASSERET ZIYYON,קטן מ-15,אין מידע,80,32.86,6.49,כתום,24347
MIGDAL HAEMEQ,קטן מ-15,אין מידע,25,9.69,5.53,צהוב,25790
MODI'IN-MAKKABBIM-RE'UT,61,22.68,269,28.39,7.23,כתום,94744
MUGHAR,קטן מ-15,אין מידע,29,12.46,4.28,ירוק,23271
NAHARIYYA,קטן מ-15,אין מידע,93,15.71,6.07,כתום,59189
NAZARETH,16,31.37,51,6.56,4.1,ירוק,77734
NES ZIYYONA,29,28.71,101,19.99,6.76,כתום,50532
NESHER,קטן מ-15,אין מידע,49,20.46,5.75,צהוב,23947
NETANYA,41,11.92,344,15.39,5.5,צהוב,223562
NETIVOT,קטן מ-15,אין מידע,31,7.86,5.48,צהוב,39456
Nof Hagalil,קטן מ-15,אין מידע,86,20.50,5.96,צהוב,41950
OFAQIM,קטן מ-15,אין מידע,35,10.81,4.25,ירוק,32378
OMER,קטן מ-15,אין מידע,25,33.03,6.02,כתום,7569
OR AQIVA,קטן מ-15,אין מידע,29,14.94,5.4,צהוב,19417
OR YEHUDA,קטן מ-15,אין מידע,57,15.58,5.1,צהוב,36587
ORANIT,קטן מ-15,אין מידע,16,17.76,4.27,ירוק,9010
PARDES HANNA-KARKUR,קטן מ-15,אין מידע,66,15.12,5.87,צהוב,43646
PETAH TIQWA,84,19.00,442,17.65,6.33,כתום,250427
QADIMA-ZORAN,קטן מ-15,אין מידע,30,13.21,5.6,צהוב,22711
QIRYAT ATTA,16,22.22,72,12.14,4.82,צהוב,59291
QIRYAT BIALIK,קטן מ-15,אין מידע,77,18.49,5.61,צהוב,41645
QIRYAT EQRON,קטן מ-15,אין מידע,16,14.50,5.4,צהוב,11034
QIRYAT GAT,קטן מ-15,אין מידע,73,12.47,6.44,כתום,58550
QIRYAT MAL'AKHI,קטן מ-15,אין מידע,20,8.21,2.93,ירוק,24346
QIRYAT MOTZKIN,קטן מ-15,אין מידע,79,17.38,5.79,צהוב,45461
QIRYAT ONO,21,22.34,94,23.05,6.49,כתום,40778
QIRYAT SHEMONA,קטן מ-15,אין מידע,28,12.46,4.18,ירוק,22470
QIRYAT TIV'ON,קטן מ-15,אין מידע,46,25.18,6.39,כתום,18266
QIRYAT YAM,קטן מ-15,אין מידע,86,21.83,5.2,צהוב,39389
RA'ANNANA,25,12.95,193,25.08,6.36,כתום,76958
RAHAT,קטן מ-15,אין מידע,16,2.17,1.14,ירוק,73671
RAMAT GAN,53,15.50,342,20.51,6.09,כתום,166746
RAMAT HASHARON,17,16.04,106,22.32,6.17,כתום,47482
RAMAT YISHAY,קטן מ-15,אין מידע,17,21.53,4.95,צהוב,7896
RAMLA,קטן מ-15,אין מידע,76,9.88,4.87,צהוב,76903
REHOVOT,69,20.85,331,22.64,6.81,כתום,146213
RISHON LEZIYYON,50,10.40,481,18.80,6.19,כתום,255891
ROSH HAAYIN,קטן מ-15,אין מידע,94,13.96,5.89,צהוב,67337
SEDEROT,קטן מ-15,אין מידע,47,16.26,5.47,צהוב,28899
SHEFAR'AM,קטן מ-15,אין מידע,23,5.42,3.37,ירוק,42400
SHOHAM,קטן מ-15,אין מידע,35,16.64,6.09,כתום,21029
TAYIBE,60,81.08,74,16.60,5.9,צהוב,44582
TEL AVIV - YAFO,112,11.12,1007,20.10,5.35,צהוב,501015
TEL MOND,קטן מ-15,אין מידע,25,18.57,6.07,כתום,13461
TEL SHEVA,קטן מ-15,אין מידע,17,7.90,3.77,ירוק,21531
TIBERIAS,קטן מ-15,אין מידע,95,20.79,4.81,צהוב,45686
TIRAT KARMEL,קטן מ-15,אין מידע,49,20.18,5.87,צהוב,24285
TIRE,0,0,19,7.04,3.75,ירוק,26972
YAVNE,19,23.75,80,16.08,6.32,כתום,49759
YEHUD,קטן מ-15,אין מידע,59,19.66,6.09,כתום,30003
YOQNE'AM ILLIT,קטן מ-15,אין מידע,43,17.87,6.8,כתום,24061
ZEFAT,קטן מ-15,אין מידע,27,7.41,2.59,ירוק,36423
ZIKHRON YA'AQOV,קטן מ-15,אין מידע,59,25.10,6.51,כתום,23503
