name,coronaOccupancy,normalOccupancy,isolatedTeam
שיבא,,96.51898956298828,9
יוספטל,,46.15384674072266,0
שמיר,,58.81032562255859,9
וולפסון,,59.88286972045898,15
זיו צפת,,71.18155670166016,8
הלל יפה,,70.87378692626953,2
נהריה,,72.7524185180664,10
ברזילי,,70.5,4
פוריה,,51.54929733276367,2
סוראסקי,,100.0853958129883,11
בני ציון,,80.83140563964844,7
רבין ק. בילינסון,,79.88024139404297,7
סורוקה,,66.7245864868164,8
מאיר,,73.39331817626953,6
קפלן,,84.11552429199219,14
"רמב""ם",,83.40206146240234,19
הכרמל,,71.57463836669922,3
השרון ק. גולדה,,44.81327819824219,1
הדסה עין כרם,,101.3495254516602,16
הסקוטי,,117.2932357788086,2
המשפחה הקדושה,,,0
סנט ג'וזף,,,0
שערי צדק,,87.10073852539062,14
אל מקאסד,,,0
לניאדו,,80.50139617919922,4
אוגוסטה ויקטוריה,,,1
מעייני הישועה,,91.69329071044922,0
אסותא אשדוד,,,0
שניידר,,,0
סנט וינסנט,,70.14925384521484,5
המרכזי בעמק,,63.44827651977539,25
