period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,48061,24245,50.45
3_Month,0-9,199514,42302,21.2
6_Month,0-9,1141413,502946,44.06
1_Year,0-9,1489120,644907,43.31
All,0-9,1705115,753025,44.16
1_Month,10-19,50855,25944,51.02
3_Month,10-19,217321,42457,19.54
6_Month,10-19,1034315,529908,51.23
1_Year,10-19,1386867,651195,46.95
All,10-19,1624258,797188,49.08
1_Month,20-29,63981,28634,44.75
3_Month,20-29,285532,46668,16.34
6_Month,20-29,909548,379910,41.77
1_Year,20-29,1222512,464306,37.98
All,20-29,1461516,584706,40.01
1_Month,30-39,76117,36071,47.39
3_Month,30-39,283932,61148,21.54
6_Month,30-39,901115,423464,46.99
1_Year,30-39,1165605,504124,43.25
All,30-39,1361619,589030,43.26
1_Month,40-49,77832,37050,47.6
3_Month,40-49,275632,61958,22.48
6_Month,40-49,826790,394291,47.69
1_Year,40-49,1045657,459048,43.9
All,40-49,1209066,532126,44.01
1_Month,50-59,71301,34628,48.57
3_Month,50-59,246948,56739,22.98
6_Month,50-59,645419,277999,43.07
1_Year,50-59,812830,315088,38.76
All,50-59,943761,371010,39.31
1_Month,60-69,75263,36591,48.62
3_Month,60-69,228239,59610,26.12
6_Month,60-69,541343,209260,38.66
1_Year,60-69,672501,232879,34.63
All,60-69,775509,270511,34.88
1_Month,70-79,68386,32290,47.22
3_Month,70-79,166649,50934,30.56
6_Month,70-79,349424,130658,37.39
1_Year,70-79,431957,143441,33.21
All,70-79,497417,163555,32.88
1_Month,80-89,38637,13035,33.74
3_Month,80-89,69222,20071,29
6_Month,80-89,132025,50584,38.31
1_Year,80-89,167396,56193,33.57
All,80-89,209448,67007,31.99
1_Month,90+,12036,2995,24.88
3_Month,90+,18192,4700,25.84
6_Month,90+,30922,12442,40.24
1_Year,90+,39709,13894,34.99
All,90+,54189,17486,32.27
