period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,52363,26413,50.44
3_Month,0-9,181622,45070,24.82
6_Month,0-9,848955,387493,45.64
1_Year,0-9,1484059,650330,43.82
All,0-9,1707456,760196,44.52
1_Month,10-19,49124,22764,46.34
3_Month,10-19,188878,44379,23.5
6_Month,10-19,764947,372038,48.64
1_Year,10-19,1379399,654877,47.48
All,10-19,1625721,802123,49.34
1_Month,20-29,65988,30288,45.9
3_Month,20-29,256565,51748,20.17
6_Month,20-29,749557,277349,37
1_Year,20-29,1217409,472863,38.84
All,20-29,1464652,593638,40.53
1_Month,30-39,79205,38097,48.1
3_Month,30-39,257483,65288,25.36
6_Month,30-39,757108,329669,43.54
1_Year,30-39,1160880,514612,44.33
All,30-39,1364678,599981,43.97
1_Month,40-49,78618,37697,47.95
3_Month,40-49,246514,66177,26.85
6_Month,40-49,702274,310390,44.2
1_Year,40-49,1041290,469458,45.08
All,40-49,1212133,543134,44.81
1_Month,50-59,71994,35344,49.09
3_Month,50-59,223010,61775,27.7
6_Month,50-59,565288,228446,40.41
1_Year,50-59,810601,326140,40.23
All,50-59,947027,382213,40.36
1_Month,60-69,77008,38210,49.62
3_Month,60-69,212370,66052,31.1
6_Month,60-69,480182,179468,37.37
1_Year,60-69,672308,245858,36.57
All,60-69,779461,283784,36.41
1_Month,70-79,70243,33368,47.5
3_Month,70-79,161403,57833,35.83
6_Month,70-79,319928,120440,37.65
1_Year,70-79,434463,155360,35.76
All,70-79,502330,175696,34.98
1_Month,80-89,41109,14835,36.09
3_Month,80-89,69838,23812,34.1
6_Month,80-89,123155,48237,39.17
1_Year,80-89,169299,61971,36.6
All,80-89,212359,72801,34.28
1_Month,90+,12590,3673,29.17
3_Month,90+,18516,5625,30.38
6_Month,90+,29212,11734,40.17
1_Year,90+,40172,15334,38.17
All,90+,55017,18925,34.4
