gender,age,period,count_verified,verified_percentage,count_dead,dead_percentage,count_breathe,breathe_percentage,count_severe,severe_percentage,count_hospitalized,hospitalized_percentage
זכר,0-9,מתחילת קורונה,420270,10.1,7,0.1,31,0.5,112,0.4,2802,3.6
זכר,0-9,חודש אחרון,3437,4,0,0,1,1.1,2,0.7,51,3.1
זכר,0-9,3 חודשים,28271,6.2,0,0,2,0.5,15,1.1,261,4.2
זכר,0-9,6 חודשים,278786,9.9,4,0.2,17,1.2,55,0.8,1419,5.7
זכר,0-9,שנה,351850,10.6,5,0.1,23,1,81,0.7,1916,5.1
נקבה,0-9,מתחילת קורונה,344749,8.3,5,0,15,0.2,73,0.3,2310,3
נקבה,0-9,6 חודשים,219612,7.8,2,0.1,8,0.6,35,0.5,1173,4.7
נקבה,0-9,שנה,286717,8.6,2,0,8,0.3,54,0.4,1591,4.3
נקבה,0-9,חודש אחרון,2848,3.3,0,0,0,0,0,0,42,2.6
נקבה,0-9,3 חודשים,22948,5,0,0,2,0.5,4,0.3,218,3.5
זכר,10-19,מתחילת קורונה,421392,10.2,7,0.1,23,0.4,77,0.3,975,1.3
זכר,10-19,3 חודשים,25101,5.5,0,0,0,0,1,0.1,50,0.8
זכר,10-19,6 חודשים,271419,9.7,4,0.2,9,0.7,24,0.3,348,1.4
זכר,10-19,שנה,325024,9.8,5,0.1,14,0.6,41,0.3,519,1.4
זכר,10-19,חודש אחרון,4383,5.1,0,0,0,0,1,0.3,14,0.9
נקבה,10-19,שנה,325721,9.8,4,0.1,16,0.7,34,0.3,598,1.6
נקבה,10-19,מתחילת קורונה,410903,9.9,8,0.1,24,0.4,78,0.3,1110,1.4
נקבה,10-19,חודש אחרון,4402,5.1,1,1.9,1,1.1,1,0.3,21,1.3
נקבה,10-19,3 חודשים,26018,5.7,1,0.2,2,0.5,4,0.3,65,1.1
נקבה,10-19,6 חודשים,270328,9.6,3,0.1,10,0.7,16,0.2,372,1.5
זכר,20-29,3 חודשים,23383,5.1,1,0.2,3,0.8,7,0.5,89,1.4
זכר,20-29,מתחילת קורונה,247903,6,24,0.2,54,0.9,245,0.8,1547,2
זכר,20-29,6 חודשים,147747,5.3,2,0.1,10,0.7,41,0.6,377,1.5
זכר,20-29,שנה,177238,5.3,5,0.1,22,0.9,94,0.8,608,1.6
זכר,20-29,חודש אחרון,3578,4.1,0,0,0,0,3,1,23,1.4
נקבה,20-29,3 חודשים,34672,7.6,0,0,1,0.3,2,0.1,279,4.5
נקבה,20-29,מתחילת קורונה,353891,8.5,22,0.2,57,0.9,270,0.9,4944,6.4
נקבה,20-29,חודש אחרון,5375,6.2,0,0,1,1.1,0,0,78,4.7
נקבה,20-29,6 חודשים,231077,8.2,5,0.2,11,0.8,24,0.3,1707,6.8
נקבה,20-29,שנה,270021,8.1,9,0.2,20,0.8,97,0.8,2503,6.7
זכר,30-39,מתחילת קורונה,243117,5.9,53,0.5,102,1.7,626,2.2,2191,2.9
זכר,30-39,6 חודשים,161396,5.7,11,0.4,28,2,59,0.9,468,1.9
זכר,30-39,שנה,190470,5.7,24,0.5,46,1.9,216,1.8,894,2.4
זכר,30-39,חודש אחרון,4656,5.4,0,0,0,0,1,0.3,28,1.7
זכר,30-39,3 חודשים,29076,6.4,3,0.7,12,3.1,15,1.1,125,2
נקבה,30-39,מתחילת קורונה,354117,8.5,38,0.3,106,1.7,595,2,5008,6.5
נקבה,30-39,חודש אחרון,6403,7.4,0,0,2,2.3,2,0.7,71,4.3
נקבה,30-39,3 חודשים,39878,8.7,2,0.5,8,2.1,15,1.1,317,5.1
נקבה,30-39,6 חודשים,249835,8.9,6,0.2,15,1.1,65,0.9,1702,6.8
נקבה,30-39,שנה,291659,8.8,16,0.4,36,1.5,221,1.8,2649,7.1
זכר,40-49,3 חודשים,27329,6,2,0.5,9,2.3,17,1.2,128,2.1
זכר,40-49,מתחילת קורונה,218563,5.3,120,1.1,261,4.3,1401,4.8,3502,4.6
זכר,40-49,6 חודשים,150828,5.4,17,0.6,47,3.4,141,2,592,2.4
זכר,40-49,שנה,174482,5.3,51,1.1,103,4.3,465,3.8,1229,3.3
זכר,40-49,חודש אחרון,4859,5.6,0,0,2,2.3,3,1,33,2
נקבה,40-49,מתחילת קורונה,314110,7.6,76,0.7,139,2.3,967,3.3,3492,4.5
נקבה,40-49,שנה,259910,7.8,21,0.5,51,2.1,332,2.7,1404,3.8
נקבה,40-49,חודש אחרון,7088,8.2,1,1.9,2,2.3,3,1,34,2.1
נקבה,40-49,3 חודשים,39633,8.7,2,0.5,7,1.8,13,0.9,151,2.4
נקבה,40-49,6 חודשים,229306,8.2,11,0.4,18,1.3,84,1.2,733,2.9
