period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,45457,6213,13.67
3_Month,0-9,240743,53090,22.05
6_Month,0-9,1203194,503242,41.83
1_Year,0-9,1489870,628931,42.21
All,0-9,1700592,736899,43.33
1_Month,10-19,49621,8570,17.27
3_Month,10-19,262277,52563,20.04
6_Month,10-19,1125572,542480,48.2
1_Year,10-19,1389694,634757,45.68
All,10-19,1620578,780311,48.15
1_Month,20-29,74693,8845,11.84
3_Month,20-29,358591,59705,16.65
6_Month,20-29,968162,379539,39.2
1_Year,20-29,1224191,442545,36.15
All,20-29,1455242,564191,38.77
1_Month,30-39,77489,10888,14.05
3_Month,30-39,347616,70674,20.33
6_Month,30-39,943429,411997,43.67
1_Year,30-39,1166795,476694,40.85
All,30-39,1355431,562872,41.53
1_Month,40-49,77409,11745,15.17
3_Month,40-49,333939,68681,20.57
6_Month,40-49,861837,380795,44.18
1_Year,40-49,1045396,430626,41.19
All,40-49,1202592,504723,41.97
1_Month,50-59,73524,11300,15.37
3_Month,50-59,297681,57107,19.18
6_Month,50-59,665735,258732,38.86
1_Year,50-59,809858,286831,35.42
All,50-59,936687,343867,36.71
1_Month,60-69,71311,12081,16.94
3_Month,60-69,266076,51985,19.54
6_Month,60-69,550123,184395,33.52
1_Year,60-69,666766,202204,30.33
All,60-69,767060,240517,31.36
1_Month,70-79,54672,10987,20.1
3_Month,70-79,181868,38373,21.1
6_Month,70-79,347723,106286,30.57
1_Year,70-79,422351,116008,27.47
All,70-79,486979,136389,28.01
1_Month,80-89,26590,3848,14.47
3_Month,80-89,69636,13919,19.99
6_Month,80-89,129777,40369,31.11
1_Year,80-89,162066,44998,27.77
All,80-89,204045,55979,27.43
1_Month,90+,8089,795,9.83
3_Month,90+,17331,3097,17.87
6_Month,90+,30296,10084,33.28
1_Year,90+,38341,11297,29.46
All,90+,52677,14955,28.39
