period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,7014,1076,15.34
3_Month,0-9,19477,3666,18.82
6_Month,0-9,107146,45675,42.63
1_Year,0-9,1235649,538545,43.58
All,0-9,1714329,767322,44.76
1_Month,10-19,11368,2952,25.97
3_Month,10-19,28659,6889,24.04
6_Month,10-19,116606,46648,40
1_Year,10-19,1159630,576505,49.71
All,10-19,1631160,809784,49.64
1_Month,20-29,17084,4233,24.78
3_Month,20-29,41475,8445,20.36
6_Month,20-29,156078,60185,38.56
1_Year,20-29,1023086,427512,41.79
All,20-29,1475952,606605,41.1
1_Month,30-39,17185,4596,26.74
3_Month,30-39,40925,9921,24.24
6_Month,30-39,169678,74036,43.63
1_Year,30-39,992877,470950,47.43
All,30-39,1374332,615267,44.77
1_Month,40-49,18516,5284,28.54
3_Month,40-49,42712,11287,26.43
6_Month,40-49,166849,75844,45.46
1_Year,40-49,906718,441647,48.71
All,40-49,1221121,559516,45.82
1_Month,50-59,19163,5381,28.08
3_Month,50-59,43249,11839,27.37
6_Month,50-59,155072,73053,47.11
1_Year,50-59,712375,320300,44.96
All,50-59,956733,400600,41.87
1_Month,60-69,21455,5845,27.24
3_Month,60-69,49398,13950,28.24
6_Month,60-69,166623,80590,48.37
1_Year,60-69,600846,254524,42.36
All,60-69,790889,307152,38.84
1_Month,70-79,23162,5738,24.77
3_Month,70-79,51291,14714,28.69
6_Month,70-79,151648,74396,49.06
1_Year,70-79,400161,172143,43.02
All,70-79,516715,200413,38.79
1_Month,80-89,19130,3017,15.77
3_Month,80-89,33671,7050,20.94
6_Month,80-89,77368,33213,42.93
1_Year,80-89,157315,70060,44.53
All,80-89,221054,84683,38.31
1_Month,90+,7006,880,12.56
3_Month,90+,11248,1861,16.55
6_Month,90+,21806,8293,38.03
1_Year,90+,37760,17424,46.14
All,90+,57991,21972,37.89
