date,amount,recovered,avg,sum,coronaEvents,Day_Date,vaccinated,vaccinated_cum,vaccinated_population_perc,vaccinated_seconde_dose,vaccinated_seconde_dose_cum,vaccinated_seconde_dose_population_perc
2021-05-26T00:00:00.000Z,14,36,28,839384,,2021-05-26T00:00:00.000Z,1222,5446936,58.57,2324,5125997,55.12
2021-05-27T00:00:00.000Z,14,38,22,839398,,2021-05-27T00:00:00.000Z,1635,5448571,58.59,2947,5128944,55.15
2021-05-28T00:00:00.000Z,18,40,19,839416,,2021-05-28T00:00:00.000Z,616,5449187,58.6,1240,5130184,55.17
2021-05-29T00:00:00.000Z,12,17,19,839428,,2021-05-29T00:00:00.000Z,104,5449291,58.6,161,5130345,55.17
2021-05-30T00:00:00.000Z,3,71,19,839431,,2021-05-30T00:00:00.000Z,1545,5450836,58.62,1848,5132193,55.19
2021-05-31T00:00:00.000Z,14,27,15,839445,,2021-05-31T00:00:00.000Z,1525,5452361,58.63,1948,5134141,55.21
2021-06-01T00:00:00.000Z,35,37,13,839480,ביטול מגבלות התו הסגול והצורך בתו הירוק,2021-06-01T00:00:00.000Z,1179,5453540,58.64,1667,5135808,55.23
2021-06-02T00:00:00.000Z,13,48,15,839493,,2021-06-02T00:00:00.000Z,1289,5454829,58.66,1435,5137243,55.24
2021-06-03T00:00:00.000Z,10,139,15,839503,,2021-06-03T00:00:00.000Z,1509,5456338,58.67,1293,5138536,55.26
2021-06-04T00:00:00.000Z,31,11,15,839534,,2021-06-04T00:00:00.000Z,925,5457263,58.68,546,5139082,55.26
2021-06-05T00:00:00.000Z,5,7,16,839539,,2021-06-05T00:00:00.000Z,105,5457368,58.69,66,5139148,55.26
2021-06-06T00:00:00.000Z,4,56,15,839543,,2021-06-06T00:00:00.000Z,4183,5461551,58.73,874,5140022,55.27
2021-06-07T00:00:00.000Z,6,52,16,839549,,2021-06-07T00:00:00.000Z,4227,5465778,58.78,667,5140689,55.28
2021-06-08T00:00:00.000Z,30,16,14,839579,,2021-06-08T00:00:00.000Z,3556,5469334,58.81,1022,5141711,55.29
2021-06-09T00:00:00.000Z,6,24,14,839585,,2021-06-09T00:00:00.000Z,3457,5472791,58.85,1130,5142841,55.3
2021-06-10T00:00:00.000Z,18,30,13,839603,,2021-06-10T00:00:00.000Z,3187,5475978,58.89,1124,5143965,55.32
2021-06-11T00:00:00.000Z,18,21,14,839621,,2021-06-11T00:00:00.000Z,1242,5477220,58.9,406,5144371,55.32
2021-06-12T00:00:00.000Z,5,14,12,839626,,2021-06-12T00:00:00.000Z,138,5477358,58.9,89,5144460,55.32
2021-06-13T00:00:00.000Z,3,28,12,839629,,2021-06-13T00:00:00.000Z,3038,5480396,58.93,1165,5145625,55.33
2021-06-14T00:00:00.000Z,26,23,12,839655,,2021-06-14T00:00:00.000Z,2891,5483287,58.96,1376,5147001,55.35
2021-06-15T00:00:00.000Z,26,15,15,839681,ביטול חובת עטיית מסיכה בחללים סגורים,2021-06-15T00:00:00.000Z,2955,5486242,59,1183,5148184,55.36
2021-06-16T00:00:00.000Z,13,9,14,839694,,2021-06-16T00:00:00.000Z,2563,5488805,59.02,832,5149016,55.37
2021-06-17T00:00:00.000Z,26,43,15,839720,,2021-06-17T00:00:00.000Z,2548,5491353,59.05,1013,5150029,55.38
2021-06-18T00:00:00.000Z,35,11,16,839755,,2021-06-18T00:00:00.000Z,1085,5492438,59.06,335,5150364,55.38
2021-06-19T00:00:00.000Z,46,9,19,839801,,2021-06-19T00:00:00.000Z,142,5492580,59.06,78,5150442,55.39
2021-06-20T00:00:00.000Z,49,86,25,839850,,2021-06-20T00:00:00.000Z,3227,5495807,59.1,1213,5151655,55.4
2021-06-21T00:00:00.000Z,125,39,31,839975,,2021-06-21T00:00:00.000Z,5041,5500848,59.15,1058,5152713,55.41
2021-06-22T00:00:00.000Z,110,9,45,840085,,2021-06-22T00:00:00.000Z,6752,5507600,59.23,910,5153623,55.42
2021-06-23T00:00:00.000Z,140,24,57,840225,,2021-06-23T00:00:00.000Z,10552,5518152,59.34,1106,5154729,55.43
2021-06-24T00:00:00.000Z,229,43,75,840454,,2021-06-24T00:00:00.000Z,11850,5530002,59.47,1306,5156035,55.45
2021-06-25T00:00:00.000Z,230,18,104,840684,החזרת חובת עטיית מסיכה בחללים סגורים,2021-06-25T00:00:00.000Z,6919,5536921,59.54,768,5156803,55.45
2021-06-26T00:00:00.000Z,116,15,132,840800,,2021-06-26T00:00:00.000Z,2189,5539110,59.56,112,5156915,55.45
2021-06-27T00:00:00.000Z,145,73,142,840945,,2021-06-27T00:00:00.000Z,13534,5552644,59.71,3306,5160221,55.49
2021-06-28T00:00:00.000Z,288,60,156,841233,,2021-06-28T00:00:00.000Z,14342,5566986,59.86,3486,5163707,55.53
2021-06-29T00:00:00.000Z,293,75,179,841526,,2021-06-29T00:00:00.000Z,16517,5583503,60.04,3522,5167229,55.57
2021-06-30T00:00:00.000Z,310,92,205,841836,,2021-06-30T00:00:00.000Z,16274,5599777,60.22,3194,5170423,55.6
2021-07-01T00:00:00.000Z,297,165,230,842133,,2021-07-01T00:00:00.000Z,16630,5616407,60.4,3203,5173626,55.63
2021-07-02T00:00:00.000Z,328,136,239,842461,,2021-07-02T00:00:00.000Z,9662,5626069,60.5,1404,5175030,55.65
2021-07-03T00:00:00.000Z,186,96,253,842647,,2021-07-03T00:00:00.000Z,2591,5628660,60.53,238,5175268,55.65
2021-07-04T00:00:00.000Z,346,285,263,842993,,2021-07-04T00:00:00.000Z,17641,5646301,60.72,3072,5178340,55.69
2021-07-05T00:00:00.000Z,504,195,292,843497,,2021-07-05T00:00:00.000Z,17655,5663956,60.91,2877,5181217,55.72
2021-07-06T00:00:00.000Z,527,176,323,844024,,2021-07-06T00:00:00.000Z,17703,5681659,61.1,3208,5184425,55.75
2021-07-07T00:00:00.000Z,524,247,356,844548,,2021-07-07T00:00:00.000Z,15301,5696960,61.26,2516,5186941,55.78
2021-07-08T00:00:00.000Z,466,328,387,845014,,2021-07-08T00:00:00.000Z,16404,5713364,61.44,2673,5189614,55.81
2021-07-09T00:00:00.000Z,534,249,411,845548,,2021-07-09T00:00:00.000Z,11002,5724366,61.56,1314,5190928,55.82
2021-07-10T00:00:00.000Z,261,133,441,845809,,2021-07-10T00:00:00.000Z,4887,5729253,61.61,305,5191233,55.82
2021-07-11T00:00:00.000Z,443,431,451,846252,,2021-07-11T00:00:00.000Z,1385,5730638,61.62,2764,5193997,55.85
2021-07-12T00:00:00.000Z,762,281,465,847014,,2021-07-12T00:00:00.000Z,2316,5732954,61.65,3505,5197502,55.89
2021-07-13T00:00:00.000Z,746,328,502,847760,,2021-07-13T00:00:00.000Z,2843,5735797,61.68,5266,5202768,55.95
2021-07-14T00:00:00.000Z,772,453,533,848532,,2021-07-14T00:00:00.000Z,2601,5738398,61.71,7338,5210106,56.03
2021-07-15T00:00:00.000Z,863,564,569,849395,,2021-07-15T00:00:00.000Z,2855,5741253,61.74,9086,5219192,56.12
2021-07-16T00:00:00.000Z,1130,473,625,850525,,2021-07-16T00:00:00.000Z,1156,5742409,61.75,5730,5224922,56.19
2021-07-17T00:00:00.000Z,432,199,711,850957,,2021-07-17T00:00:00.000Z,299,5742708,61.75,1298,5226220,56.2
2021-07-18T00:00:00.000Z,837,650,735,851794,,2021-07-18T00:00:00.000Z,2007,5744715,61.78,9665,5235885,56.3
2021-07-19T00:00:00.000Z,1385,445,791,853179,,2021-07-19T00:00:00.000Z,3086,5747801,61.81,11135,5247020,56.42
2021-07-20T00:00:00.000Z,1411,386,880,854590,,2021-07-20T00:00:00.000Z,2529,5750330,61.84,11710,5258730,56.55
2021-07-21T00:00:00.000Z,1346,648,975,855936,,2021-07-21T00:00:00.000Z,2231,5752561,61.86,11630,5270360,56.67
2021-07-22T00:00:00.000Z,1283,786,1057,857219,,2021-07-22T00:00:00.000Z,2778,5755339,61.89,13039,5283399,56.82
2021-07-23T00:00:00.000Z,1441,700,1117,858660,,2021-07-23T00:00:00.000Z,1910,5757249,61.91,8023,5291422,56.9
2021-07-24T00:00:00.000Z,972,408,1162,859632,,2021-07-24T00:00:00.000Z,572,5757821,61.92,1388,5292810,56.92
2021-07-25T00:00:00.000Z,1414,1307,1239,861046,,2021-07-25T00:00:00.000Z,4341,5762162,61.96,15338,5308148,57.08
2021-07-26T00:00:00.000Z,2136,843,1321,863182,,2021-07-26T00:00:00.000Z,5032,5767194,62.02,13313,5321461,57.22
2021-07-27T00:00:00.000Z,2287,910,1429,865469,,2021-07-27T00:00:00.000Z,5327,5772521,62.07,13336,5334797,57.37
2021-07-28T00:00:00.000Z,2190,1165,1554,867659,,2021-07-28T00:00:00.000Z,3842,5776363,62.12,12115,5346912,57.5
2021-07-29T00:00:00.000Z,2176,1374,1674,869835,,2021-07-29T00:00:00.000Z,4482,5780845,62.16,13665,5360577,57.65
2021-07-30T00:00:00.000Z,2437,1247,1802,872272,,2021-07-30T00:00:00.000Z,2507,5783352,62.19,10641,5371218,57.76
2021-07-31T00:00:00.000Z,2098,584,1944,874370,,2021-07-31T00:00:00.000Z,1356,5784708,62.21,3456,5374674,57.8
2021-08-01T00:00:00.000Z,2122,1931,2105,876492,,2021-08-01T00:00:00.000Z,3022,5787730,62.24,3332,5378006,57.83
2021-08-02T00:00:00.000Z,3818,1126,2206,880310,,2021-08-02T00:00:00.000Z,3028,5790758,62.27,3172,5381178,57.87
2021-08-03T00:00:00.000Z,972,172,2446,881282,,2021-08-03T00:00:00.000Z,0,5790758,62.27,0,5381178,57.87
