age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose
10-19,360613,327386,1538337,23.4,21.3
20-29,1004318,925013,1300361,77.2,71.1
30-39,973334,911939,1197026,81.3,76.2
40-49,933555,880132,1098556,85,80.1
50-59,758994,716729,849966,89.3,84.3
60-69,669664,641138,741639,90.3,86.4
70-79,480402,465530,490784,97.9,94.9
80-89,215682,208911,225538,95.6,92.6
90+,50579,48256,51496,98.2,93.7
