period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,39285,14855,37.81
3_Month,0-9,217629,45919,21.1
6_Month,0-9,1187611,508367,42.81
1_Year,0-9,1490081,637312,42.77
All,0-9,1702879,745121,43.76
1_Month,10-19,45234,19318,42.71
3_Month,10-19,235740,46001,19.51
6_Month,10-19,1108632,549265,49.54
1_Year,10-19,1388857,645181,46.45
All,10-19,1622551,790702,48.73
1_Month,20-29,54093,19963,36.9
3_Month,20-29,313463,49138,15.68
6_Month,20-29,953498,389977,40.9
1_Year,20-29,1223556,454652,37.16
All,20-29,1458623,575582,39.46
1_Month,30-39,60062,24444,40.7
3_Month,30-39,312740,64069,20.49
6_Month,30-39,932822,425315,45.59
1_Year,30-39,1166509,491769,42.16
All,30-39,1358693,577170,42.48
1_Month,40-49,61645,25857,41.95
3_Month,40-49,301718,63955,21.2
6_Month,40-49,854386,395429,46.28
1_Year,40-49,1046150,446722,42.7
All,40-49,1206165,520103,43.12
1_Month,50-59,57540,24222,42.1
3_Month,50-59,269430,56570,21
6_Month,50-59,662218,273460,41.29
1_Year,50-59,811949,302386,37.24
All,50-59,940657,358756,38.14
1_Month,60-69,60259,25426,42.19
3_Month,60-69,246229,56775,23.06
6_Month,60-69,550145,200523,36.45
1_Year,60-69,670248,218836,32.65
All,60-69,771588,256717,33.27
1_Month,70-79,54898,22755,41.45
3_Month,70-79,174700,45873,26.26
6_Month,70-79,351380,120938,34.42
1_Year,70-79,428018,130897,30.58
All,70-79,492644,151084,30.67
1_Month,80-89,31377,8633,27.51
3_Month,80-89,69947,17400,24.88
6_Month,80-89,131881,46097,34.95
1_Year,80-89,165053,50794,30.77
All,80-89,206899,61671,29.81
1_Month,90+,10141,1915,18.88
3_Month,90+,17971,4012,22.32
6_Month,90+,30796,11381,36.96
1_Year,90+,39132,12615,32.24
All,90+,53486,16236,30.36
