cityDesc,activeSickKids,activeSickKidsPerc,totalActiveSick,activeSickNormalized,cityScore,cityColour,totalPopulation
Abu Ghosh,0,0,16,20.35,3.97,ירוק,7862
Afula,קטן מ-15,אין מידע,143,25.16,7.59,אדום,56844
Akko,קטן מ-15,אין מידע,87,17.57,5.15,צהוב,49517
Arad,קטן מ-15,אין מידע,39,14.35,7.2,כתום,27170
Ari'el,קטן מ-15,אין מידע,47,22.94,8.91,אדום,20488
Ashdod,42,10.82,388,17.14,5.69,צהוב,226329
Ashqelon,23,7.88,292,19.94,6.07,כתום,146442
Atlit,קטן מ-15,אין מידע,16,16.47,8.68,אדום,9716
Bat Yam,17,6.83,249,19.49,5.39,צהוב,127772
Be'er Sheva,45,10.11,445,21.13,6.18,כתום,210624
Be'er Ya'aqov,קטן מ-15,אין מידע,42,14.57,7.23,כתום,28818
Bene Beraq,קטן מ-15,אין מידע,141,6.78,5.11,צהוב,208031
Bet She'an,קטן מ-15,אין מידע,40,21.07,7.51,אדום,18980
Bet Shemesh,קטן מ-15,אין מידע,65,4.92,6.18,כתום,132210
Dimona,קטן מ-15,אין מידע,61,17.45,4.93,צהוב,34954
Elat,קטן מ-15,אין מידע,61,11.62,7.65,אדום,52507
Even Yehuda,קטן מ-15,אין מידע,26,18.52,6.94,כתום,14036
Gan Yavne,קטן מ-15,אין מידע,29,12.14,5.8,צהוב,23887
Ganne Tiqwa,קטן מ-15,אין מידע,45,20.92,8.14,אדום,21508
Gedera,קטן מ-15,אין מידע,53,18.40,4.87,צהוב,28805
Giv'at Shemu'el,קטן מ-15,אין מידע,43,15.79,6.02,כתום,27236
Giv'at Ze'ev,קטן מ-15,אין מידע,21,10.93,6.53,כתום,19205
Giv'atayim,קטן מ-15,אין מידע,97,15.94,6.06,כתום,60872
Hadera,קטן מ-15,אין מידע,168,16.98,5.83,צהוב,98928
Haifa,38,6.70,567,19.90,5.48,צהוב,284981
Harish,קטן מ-15,אין מידע,30,15.30,8.68,אדום,19608
Herzliyya,קטן מ-15,אין מידע,165,16.63,5.25,צהוב,99208
Hod Hasharon,קטן מ-15,אין מידע,99,15.29,5.46,צהוב,64755
Holon,20,6.35,315,16.03,5.65,צהוב,196510
Jerusalem,45,5.60,803,8.43,4.58,צהוב,952916
Judeide-Maker,קטן מ-15,אין מידע,23,10.78,3.49,ירוק,21331
Karmi'el,קטן מ-15,אין מידע,103,22.30,7.45,כתום,46190
Kefar Sava,15,8.82,170,16.72,5.78,צהוב,101664
Kefar Yona,קטן מ-15,אין מידע,33,12.62,4.34,ירוק,26140
Kokhav Ya'ir,קטן מ-15,אין מידע,20,22.89,10,אדום,8738
Lehavim,קטן מ-15,אין מידע,17,25.60,5.93,צהוב,6641
Lod,קטן מ-15,אין מידע,89,11.02,5.83,צהוב,80786
Ma'ale Adummim,קטן מ-15,אין מידע,66,17.46,6.62,כתום,37802
Ma'alot-Tarshiha,קטן מ-15,אין מידע,25,11.28,3.91,ירוק,22158
Mazkeret Batya,קטן מ-15,אין מידע,27,17.89,6.55,כתום,15095
Metar,קטן מ-15,אין מידע,19,19.07,9.3,אדום,9963
Mevasseret Ziyyon,קטן מ-15,אין מידע,42,17.25,7.89,אדום,24347
Migdal Haemeq,קטן מ-15,אין מידע,56,21.71,7.85,אדום,25790
Modi'in Illit,קטן מ-15,אין מידע,23,2.92,2.71,ירוק,78775
