period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,8521,1393,16.35
3_Month,0-9,49551,16800,33.9
6_Month,0-9,236892,58855,24.84
1_Year,0-9,1293202,549573,42.5
All,0-9,1712316,766264,44.75
1_Month,10-19,12403,2144,17.29
3_Month,10-19,52110,13914,26.7
6_Month,10-19,254505,56174,22.07
1_Year,10-19,1210026,583117,48.19
All,10-19,1629535,807611,49.56
1_Month,20-29,16761,2066,12.33
3_Month,20-29,74607,21974,29.45
6_Month,20-29,334903,68872,20.56
1_Year,20-29,1085515,426690,39.31
All,20-29,1472089,602948,40.96
1_Month,30-39,17166,2845,16.57
3_Month,30-39,80828,27170,33.61
6_Month,30-39,333889,87971,26.35
1_Year,30-39,1048518,470640,44.89
All,30-39,1371618,611325,44.57
1_Month,40-49,18288,3223,17.62
3_Month,40-49,78393,27099,34.57
6_Month,40-49,321687,88833,27.61
1_Year,40-49,952235,439793,46.19
All,40-49,1218527,555137,45.56
1_Month,50-59,17913,3414,19.06
3_Month,50-59,74475,26507,35.59
6_Month,50-59,289750,83450,28.8
1_Year,50-59,749179,315820,42.16
All,50-59,953889,395304,41.44
1_Month,60-69,19849,4260,21.46
3_Month,60-69,82676,30839,37.3
6_Month,60-69,275580,90735,32.93
1_Year,60-69,628524,248091,39.47
All,60-69,787346,300246,38.13
1_Month,70-79,21013,5024,23.91
3_Month,70-79,78934,29545,37.43
6_Month,70-79,211914,81006,38.23
1_Year,70-79,413316,164872,39.89
All,70-79,512139,192899,37.67
1_Month,80-89,15209,2189,14.39
3_Month,80-89,46458,14242,30.66
6_Month,80-89,91035,34637,38.05
1_Year,80-89,160679,66312,41.27
All,80-89,218205,80842,37.05
1_Month,90+,5064,500,9.87
3_Month,90+,14248,3766,26.43
6_Month,90+,23491,8537,36.34
1_Year,90+,38172,16433,43.05
All,90+,56846,20978,36.9
