period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,10611,811,7.64
3_Month,0-9,21289,2918,13.71
6_Month,0-9,58152,14387,24.74
1_Year,0-9,994204,449843,45.25
All,0-9,1717395,768210,44.73
1_Month,10-19,12185,2207,18.11
3_Month,10-19,29076,7811,26.86
6_Month,10-19,69085,17995,26.05
1_Year,10-19,879726,444176,50.49
All,10-19,1632817,811606,49.71
1_Month,20-29,18582,3747,20.16
3_Month,20-29,43178,11695,27.09
6_Month,20-29,98937,27630,27.93
1_Year,20-29,843243,337356,40.01
All,20-29,1480291,610251,41.23
1_Month,30-39,16881,3696,21.89
3_Month,30-39,41359,12300,29.74
6_Month,30-39,99778,32009,32.08
1_Year,30-39,844305,393780,46.64
All,30-39,1377020,618729,44.93
1_Month,40-49,17362,4078,23.49
3_Month,40-49,42991,13797,32.09
6_Month,40-49,98529,33704,34.21
1_Year,40-49,778531,371106,47.67
All,40-49,1223783,563195,46.02
1_Month,50-59,17539,4053,23.11
3_Month,50-59,43806,14144,32.29
6_Month,50-59,95955,34078,35.51
1_Year,50-59,625325,277915,44.44
All,50-59,959487,405004,42.21
1_Month,60-69,19939,4341,21.77
3_Month,60-69,49491,15479,31.28
6_Month,60-69,106858,39047,36.54
1_Year,60-69,536262,226871,42.31
All,60-69,794009,312536,39.36
1_Month,70-79,22366,4183,18.7
3_Month,70-79,51790,15140,29.23
6_Month,70-79,104323,38502,36.91
1_Year,70-79,367254,160904,43.81
All,70-79,520818,206243,39.6
1_Month,80-89,19968,2635,13.2
3_Month,80-89,37169,8383,22.55
6_Month,80-89,61600,19663,31.92
1_Year,80-89,147576,67890,46
All,80-89,224002,88232,39.39
1_Month,90+,7220,773,10.71
3_Month,90+,12716,2460,19.35
6_Month,90+,19095,5419,28.38
1_Year,90+,36307,17167,47.28
All,90+,59274,23046,38.88
